track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,intrumentalness,liveness,valence,tempo,time_signature,track_popularity,artist_popularity,duration_min,pop_label
3FifroUyur8j5mTM78WuXQ,0.673,0.753,7,-5.002,1,0.119,0.272,0.0,0.071,0.424,120.057,4,60,74,5.189116666666667,0
5ZSAdkQb23NPIcUGt6exdm,0.699,0.419,0,-15.133,1,0.134,0.255,0.0239,0.0471,0.822,131.629,4,56,68,2.73845,0
7tqhbajSfrz2F7E1Z75ASX,0.663,0.6,7,-10.87,1,0.032,0.43,0.0,0.184,0.8,129.991,4,87,73,2.5277833333333333,1
1tqT6DhmsrtQgyCKUwotiw,0.711,0.362,3,-10.851,0,0.0381,0.272,0.0,0.127,0.616,117.287,4,76,73,3.2382166666666667,2
3VZmChrnVW8JK6ano4gSED,0.805,0.602,0,-9.7,0,0.0579,0.119,0.000122,0.0581,0.744,94.382,4,74,73,3.9766666666666666,2
39l1UORIhuHvUWfxG53tRZ,0.539,0.599,3,-10.638,1,0.0483,0.0375,0.0,0.0754,0.636,167.7,4,64,73,4.848883333333333,0
7ohR0qPH6f2Vuj2pUNanJG,0.855,0.847,2,-9.019,1,0.042,0.234,0.00062,0.345,0.89,122.644,4,69,73,4.2522166666666665,1
7s1upm7yr7ZjrzXMwHawtG,0.689,0.68,0,-7.196,0,0.0427,0.321,0.0211,0.0431,0.646,100.987,4,65,73,6.138616666666667,1
0UERoCKd24PKovd4BwRzBQ,0.523,0.48,3,-10.923,1,0.0492,0.214,0.0,0.0751,0.81,151.4,4,63,73,2.961116666666667,0
6Ndauo9gCxNjTfklsFYS7b,0.513,0.448,11,-11.074,0,0.0325,0.135,0.0,0.0678,0.172,97.63,4,63,73,2.897783333333334,0
4jDmJ51x1o9NZB5Nxxc7gY,0.574,0.628,2,-8.815,0,0.036,0.13,0.0,0.271,0.803,153.119,4,83,71,5.001783333333333,2
0HEmnAUT8PHznIAAmVXqFJ,0.887,0.48,11,-11.994,1,0.117,0.0094,3.58e-05,0.0662,0.607,95.846,4,79,71,3.22,2
1wZ7o1mZysv1l26ZWawVfW,0.673,0.863,5,-10.352,1,0.0451,0.243,3.23e-05,0.0601,0.938,91.703,4,66,71,6.51445,1
6SaeXxdt0Id6ZzmX0ZGTQK,0.735,0.64,10,-7.522,0,0.072,0.052,0.00102,0.345,0.551,104.444,4,66,71,5.411116666666667,1
2gJDyiRxxIglLXp545SPVL,0.705,0.842,9,-6.171,1,0.0503,0.231,0.0,0.382,0.712,107.931,4,65,69,4.002,0
0L0T4tMAaGqLgIVj1MOj9t,0.689,0.333,3,-13.288,1,0.0262,0.163,3.36e-05,0.0853,0.284,101.988,4,65,71,5.611116666666667,0
2SzCxX6M6vDwdEwnHDiTaY,0.534,0.415,1,-11.781,0,0.0278,0.314,0.000365,0.0847,0.188,173.561,4,62,71,6.85245,0
7r3KzVwHtr2iMZtqJvFn9A,0.667,0.736,8,-8.168,0,0.191,0.135,0.0,0.203,0.766,93.193,4,62,71,4.700666666666667,0
2OQ6a4CfUeYskpTTgyawyJ,0.635,0.87,2,-4.291,0,0.04,0.0152,0.0,0.118,0.912,92.999,4,51,71,2.612883333333333,0
66ZcOcouenzZEnzTJvoFmH,0.756,0.77,1,-3.502,1,0.0343,0.191,0.0,0.178,0.73,119.961,4,75,71,4.107783333333333,2
0LzrhCZFXW94Y8nwtTuRlw,0.926,0.916,10,-2.221,0,0.0929,0.35,6.17e-06,0.0234,0.904,110.007,4,72,71,3.3308833333333334,2
2Y2q7PkD7lvuWr8YaZfWuv,0.856,0.754,7,-2.728,0,0.0416,0.0294,1.49e-05,0.206,0.722,98.018,4,68,71,3.936883333333333,1
3UQmoVQJqBYauTZLVPs3uo,0.811,0.726,0,-3.995,1,0.0813,0.154,0.0,0.116,0.666,131.027,4,66,71,4.415333333333334,1
7bZsx7Zif6FIhrcZrh0LVm,0.676,0.948,5,-2.557,1,0.0628,0.0509,8.19e-06,0.384,0.731,136.027,4,64,71,3.687116666666667,0
469RmLzEsicj8VSn9aIuKV,0.709,0.721,2,-3.52,1,0.0281,0.0322,0.000309,0.355,0.801,112.019,4,59,71,3.15555,2
2wGSgTmgSF3xjRrHkTc25R,0.802,0.785,9,-4.781,1,0.207,0.14,0.0,0.123,0.435,99.998,4,83,70,3.44,2
4PmMVdIFpJTB9WQbmILf4p,0.862,0.648,4,-7.401,0,0.251,0.0455,0.0,0.0332,0.637,98.012,4,78,70,3.92555,2
0lOe1dR2TNkJMCjIcRuw6T,0.876,0.647,11,-3.917,1,0.28,0.16,0.0,0.238,0.961,86.993,4,63,70,3.717783333333333,0
1bW6HUcNcEP9LCuq694yeE,0.754,0.909,6,-3.323,0,0.23,0.138,0.0,0.281,0.591,126.994,4,59,70,3.667983333333333,0
5qHYXcVvc9xsFB2uH7GpMN,0.682,0.635,0,-10.05,1,0.0346,0.00863,0.0,0.137,0.927,115.584,4,72,70,3.628216666666667,1
5t9KYe0Fhd5cW6UYT4qP8f,0.396,0.473,10,-7.67,0,0.0345,0.326,0.000124,0.109,0.385,133.449,4,74,70,3.65045,1
6iGU74CwXuT4XVepjc9Emf,0.521,0.487,6,-7.525,0,0.0299,0.253,0.0,0.0579,0.483,117.072,4,66,70,2.884,1
1GLmaPfulP0BrfijohQpN5,0.487,0.464,4,-9.821,1,0.03,0.0666,0.00531,0.105,0.851,121.242,4,67,70,2.8322166666666666,1
4MHzXgBy7hexDe2Bto11hP,0.582,0.845,1,-7.335,0,0.0447,0.0529,1.44e-06,0.0752,0.624,116.453,4,62,70,3.4062166666666664,0
2KOt2JrCB720UxIbyzweQo,0.581,0.669,6,-3.659,1,0.0385,0.19,0.0,0.243,0.926,78.073,4,64,70,2.23155,0
4bHsxqR3GMrXTxEPLuK5ue,0.5,0.748,4,-9.072,1,0.0363,0.127,0.0,0.447,0.514,118.852,4,85,72,4.183116666666667,1
71SvEDmsOwIWw1IozsZoMA,0.529,0.932,7,-7.501,1,0.0488,0.00251,0.00109,0.136,0.571,138.158,4,75,72,3.36155,2
4ECNtOnqzxutZkXP4TE3n3,0.451,0.962,0,-3.947,1,0.0734,0.0188,3.17e-06,0.277,0.377,131.435,4,75,72,5.395116666666667,2
0muK9BAzu2TJXQgWPsEj6e,0.43,0.569,2,-9.274,1,0.044,0.0115,0.0134,0.163,0.0668,129.992,4,64,72,2.75125,0
215wUTQQUo2PElJFEFoB0d,0.442,0.745,2,-8.623,0,0.0741,0.084,2.18e-05,0.136,0.368,105.184,4,67,72,4.204,1
5IK2FtuC0qmHHam9sWFxUI,0.57,0.554,9,-9.732,0,0.0288,0.0548,0.0,0.139,0.372,122.135,4,64,72,5.00245,0
5fdhThPDe6jQQDqCyWrdAn,0.674,0.537,1,-10.971,0,0.0363,0.566,0.0,0.131,0.809,110.578,4,74,69,2.6922166666666665,1
0QniqyO4C5JdxALPM4rulH,0.52,0.787,8,-4.768,1,0.0536,0.103,0.0,0.305,0.573,170.059,4,57,66,3.016,0
6H7nDglS6xWpRidbhMwI2L,0.585,0.511,1,-9.37,1,0.0391,0.647,0.007,0.0392,0.552,105.898,4,67,69,2.9915166666666666,1
6SvzJUQd3FnuOJI1KWl9hq,0.658,0.515,1,-7.283,1,0.0368,0.678,0.0,0.154,0.652,110.089,4,31,69,3.652816666666667,0
6oizwmD5yHvlQUw0xvirrY,0.495,0.695,8,-6.331,1,0.0374,0.4,0.0,0.088,0.473,153.882,4,66,60,3.7224666666666666,0
0uTVChzibEWKrXojPaJ9y1,0.531,0.397,1,-7.63,1,0.027,0.583,0.0,0.13,0.235,99.822,4,43,69,3.628,0
2yAVzRiEQooPEJ9SYx11L3,0.822,0.969,7,-11.471,0,0.0582,0.259,0.000153,0.39,0.765,128.007,4,78,60,4.729133333333333,2
3ElGRG3DqSzzkh1b2wnbzf,0.706,0.778,10,-4.491,1,0.0606,0.198,1.06e-05,0.0778,0.376,125.893,4,71,71,2.49405,1
0x381izXRwXLdOTe1diiPS,0.664,0.759,5,-4.89,1,0.039,0.0142,0.000174,0.0892,0.752,124.968,4,60,70,2.90975,0
2UzWIjVXtv8PLa5JRKPYSb,0.705,0.872,11,-6.093,0,0.0416,0.0135,0.00271,0.0805,0.815,124.048,4,63,71,2.51775,0
2A0CxheiQGQdCiKtOR7jMP,0.673,0.771,0,-6.178,0,0.137,0.0609,0.000277,0.209,0.687,125.061,4,62,66,2.656,0
03o8WSqd2K5rkGvn9IsLy2,0.801,0.815,11,-6.861,1,0.108,0.00852,0.0203,0.313,0.629,140.013,4,70,70,2.8442166666666666,1
205HNJ73cgpC0LAOnuQiWT,0.901,0.939,6,-2.762,1,0.274,0.117,0.0,0.0643,0.805,142.948,4,71,58,5.939116666666667,2
4Rt9k4SE8dbfKzngxKJPq9,0.497,0.49,5,-7.161,1,0.0276,0.671,0.000417,0.155,0.126,122.71,4,65,71,3.93555,0
1yy2DlSDtEt90d54rPDPXz,0.833,0.619,7,-5.595,1,0.0538,0.111,2.13e-05,0.159,0.901,109.92,4,74,71,5.109333333333334,2
3K9IrLs25jHtvWjAAFAfav,0.699,0.679,9,-4.528,1,0.0556,0.55,0.0,0.0816,0.56,102.919,4,66,71,2.6796166666666665,1
33RTe6MAxEno83JSdpObQr,0.698,0.553,0,-6.886,1,0.0458,0.109,9.1e-06,0.314,0.0582,91.054,4,52,71,3.560433333333333,0
7lVNTXkI3cHFvcXiI8damb,0.66,0.707,6,-5.758,1,0.208,0.397,0.0,0.211,0.761,89.279,4,67,71,4.48,1
3Cn1FSSTXeQ7hCfrbizrD0,0.916,0.849,3,-5.034,0,0.0639,0.166,0.000193,0.0859,0.974,121.002,4,59,66,4.262883333333333,0
5gfPJ45gpn3ThswDyeW0Qc,0.888,0.833,3,-4.381,0,0.0912,0.256,0.00159,0.485,0.962,121.002,4,63,71,6.470433333333333,2
1siDRjAa8MdxNoCHTiiQ7B,0.815,0.529,6,-10.117,0,0.28,0.0191,0.0,0.406,0.73,99.439,4,60,71,5.432216666666666,0
58cEG7FsVoipRiRKUMgOjo,0.857,0.829,0,-0.484,1,0.0842,0.00112,0.015,0.255,0.208,106.993,4,9,87,3.177566666666667,2
5zsatbvXqrPSx6vid6c8Sf,0.762,0.912,11,-6.689,0,0.166,0.0527,4.08e-06,0.11,0.44,108.271,4,50,68,2.617783333333333,2
1wb4P4F0sxAQ2KXrRvsx6n,0.585,0.494,3,-8.751,1,0.0353,0.363,0.0,0.0886,0.634,133.822,4,77,72,3.536666666666666,2
6sxptembJVty4sNtcPMAVz,0.657,0.639,10,-7.527,1,0.0412,0.581,0.0,0.278,0.674,124.882,4,78,72,3.908216666666666,2
4NdJlsPyvXz15LySCNoL2W,0.779,0.692,3,-3.59,0,0.0598,0.0024,0.0,0.482,0.67,103.99,4,61,72,2.7110833333333333,0
0pdfN7nOHMYmKykzu1cyfm,0.592,0.725,8,-8.698,1,0.0412,0.207,0.0,0.148,0.784,78.235,4,74,72,4.112666666666667,2
4FUfoWMypAyWbOavmYyeNu,0.757,0.757,1,-7.598,1,0.0389,0.235,0.0,0.0474,0.967,124.956,4,67,72,3.647783333333333,1
0Q7Jp3aCwfYnSnbMDoXWyR,0.305,0.323,7,-9.396,1,0.0284,0.483,0.0,0.107,0.103,135.803,4,65,72,4.692216666666667,1
5cc1GqkadgfMlLszRXqdhM,0.567,0.737,1,-3.642,0,0.118,0.0264,0.0,0.0894,0.543,91.827,4,55,72,3.3133666666666666,0
2bV4NwncWMnVvcWyU2yxwB,0.565,0.837,4,-4.607,1,0.119,0.106,0.0,0.37,0.775,105.067,4,61,71,2.6046,0
39IoZIC8eEirT1v70rqSPq,0.616,0.723,4,-6.451,1,0.0913,0.208,0.0,0.181,0.859,160.525,4,62,72,3.5866666666666664,0
4KLj9QjEhJl2WU50mxRF9Z,0.424,0.506,2,-5.877,1,0.0284,0.201,0.0,0.11,0.138,135.902,4,68,71,3.97,2
18Bgya13bGqmHGLRdyaBdu,0.392,0.44,4,-6.711,1,0.0282,0.449,0.0,0.118,0.166,143.921,4,55,71,3.68045,0
7ndb8rYZXPCUDMfjyfieeU,0.386,0.457,0,-6.774,1,0.0301,0.324,0.0,0.0956,0.166,139.679,4,50,71,5.341783333333334,0
5E2v6b4Mo4jxuPrcK4YEIF,0.489,0.477,2,-7.343,1,0.0299,0.122,0.0,0.1,0.177,136.045,4,63,71,4.4188833333333335,0
1aqZ4wT92JwutkhYg6Law5,0.371,0.811,11,-4.604,1,0.0335,0.00923,0.0,0.325,0.245,79.993,4,52,71,5.35,0
6iy4PoAuZBMvtrlDX4VxC7,0.708,0.524,5,-12.644,1,0.0352,0.0551,3.21e-06,0.0371,0.69,111.482,4,74,71,3.34445,1
4TnUKixNWMfajncgdSwFoi,0.606,0.361,9,-16.031,1,0.0346,0.264,3.39e-05,0.38,0.621,121.059,4,73,71,2.8911166666666666,1
7puxIVNdj5nsBJk43zM3bH,0.629,0.479,10,-10.608,1,0.0271,0.22,0.0,0.0587,0.345,138.231,4,71,71,3.873783333333333,1
1TanmIWbaUj5NVwJ3k4XPd,0.729,0.688,3,-7.468,1,0.0264,0.127,9.44e-06,0.295,0.671,123.867,4,71,71,3.66,1
4qjmnM1aYvayCTDd0uuRKH,0.568,0.621,11,-6.395,1,0.0261,0.356,0.000577,0.274,0.346,136.094,4,68,71,2.937116666666667,1
1qHRFZE8qykNXYZadzmi1m,0.674,0.646,5,-5.876,1,0.027,0.486,8.37e-05,0.262,0.613,148.1,4,68,71,3.4886666666666666,1
11OFYsUK9EVJsQ6nutH32M,0.596,0.768,6,-6.753,1,0.0369,0.0858,6.23e-06,0.116,0.532,127.93,4,68,71,3.00445,1
6FHXJu99aQAUnivEjPhuUR,0.526,0.442,3,-10.133,1,0.0259,0.267,5.49e-05,0.106,0.284,131.055,4,63,71,3.533333333333333,0
59MIR30ATtW8kTaX3SCpq0,0.638,0.819,4,-6.646,1,0.0291,0.202,4.1e-05,0.3,0.706,124.062,4,66,71,2.91445,1
7cWnks0lsRtpAi87COOiXK,0.586,0.532,11,-8.837,0,0.0328,0.779,0.000565,0.124,0.494,99.994,4,74,63,6.329466666666667,2
7N30pzJGFwnYU8iuzxWS7l,0.585,0.688,9,-4.553,1,0.0722,0.551,6.7e-06,0.121,0.814,85.871,4,2,71,5.250216666666667,0
0u8wprNfOdcWpUlWnfMcpP,0.637,0.573,11,-6.69,0,0.0491,0.279,3.46e-06,0.0617,0.704,90.017,4,70,68,5.1139,1
2RNCGsAi3ERAf2k2Mhhdyu,0.514,0.574,4,-5.788,1,0.0312,0.402,0.0,0.0965,0.4,75.89,4,1,71,5.5293,0
0rxEPf4Y6uBmV3hkrV340a,0.846,0.634,10,-7.753,0,0.0432,0.122,0.0,0.146,0.944,104.964,4,67,60,4.917983333333333,2
6alUOXeJ3T6vi8dkN8QSbi,0.637,0.825,11,-6.612,1,0.0815,0.352,0.0,0.389,0.835,92.029,4,66,71,4.77645,1
0JChw6k59cZxegh0SGceE1,0.523,0.674,8,-4.832,0,0.0328,0.771,0.0,0.139,0.239,114.058,4,69,71,5.7004,2
4sNiMTu47WkUgW87qeUlWF,0.718,0.83,4,-5.488,0,0.0505,0.404,2.5e-05,0.124,0.771,105.012,4,69,65,3.673033333333333,0
0zqYmOjuMqpgUNOcO8wmKH,0.574,0.841,4,-4.449,1,0.0951,0.399,1.04e-06,0.205,0.926,83.706,4,60,71,4.774066666666666,2
02zPo0Dt0R4TTFY5zLJZnK,0.562,0.696,0,-7.612,1,0.0397,0.628,0.0,0.172,0.722,93.801,4,69,58,5.333333333333333,0
71j40GUuIgwpEGmoupat2O,0.484,0.464,1,-7.529,1,0.0356,0.642,8.28e-06,0.0836,0.502,120.511,4,59,72,5.474666666666667,0
05Wws4HqfGzbqRLH0smbpD,0.447,0.477,6,-11.007,1,0.0344,0.892,0.0,0.323,0.571,116.183,4,48,72,4.6142666666666665,0
1kh7hWJScFHofkGFuLwW84,0.451,0.53,8,-8.787,0,0.095,0.668,7.13e-06,0.234,0.543,83.351,4,43,72,3.75355,0
71hanKncfyBt0Yi66LRUYm,0.434,0.551,9,-8.396,0,0.0307,0.658,0.0,0.0749,0.582,110.23,4,50,72,4.55595,0
5M89CaQvV6S4DLiprgVY94,0.492,0.486,9,-10.32,1,0.0558,0.673,6.24e-06,0.238,0.783,134.353,4,27,67,7.10845,0
4Y92n8PLBev9d7ojEZCVbi,0.617,0.684,5,-5.57,0,0.0341,0.542,0.000172,0.118,0.77,124.945,4,61,70,4.156383333333333,0
3xF15SqY32Mno3UUMBirhU,0.623,0.595,7,-6.342,1,0.0331,0.361,0.000136,0.353,0.418,78.029,4,70,74,3.624,1
31phvnfUfwzi0nf3dO814j,0.833,0.754,2,-7.555,1,0.0513,0.0166,0.0,0.246,0.65,108.001,4,64,74,3.84245,0
7Hm5FQw1NQtfnTI7JUExaP,0.711,0.673,5,-5.89,0,0.0336,0.25,0.0,0.214,0.393,109.992,4,0,0,4.000283333333333,0
6pq7EtEDWgD5Sh02RJaXK7,0.84,0.713,7,-5.411,1,0.0399,0.0167,0.0,0.359,0.965,145.068,4,71,75,3.315333333333333,2
6HXuOmqULXyiMeghRjiLsv,0.684,0.522,9,-6.237,1,0.0249,0.0547,0.0,0.0351,0.865,82.203,4,72,75,3.2811166666666667,2
07Ag8vm1pW409NrhpPokFg,0.832,0.843,4,-7.595,1,0.0449,0.0477,0.00883,0.0908,0.991,146.141,4,68,75,2.9026666666666667,1
53IpyJOqUIcCzCUtMjP9oy,0.694,0.637,0,-7.786,1,0.0274,0.336,5.4e-05,0.322,0.782,102.833,4,74,70,3.17555,1
6FkIjhuEDMc3mUFZZKxQlE,0.628,0.689,11,-4.179,1,0.027,0.0307,0.0,0.109,0.37,105.959,4,62,66,3.5536833333333333,0
5mKwzq7UTXf1xwWcpPoteX,0.636,0.376,2,-12.381,1,0.0275,0.354,8.27e-05,0.0826,0.472,88.012,4,74,75,4.167116666666667,2
5QoCBy9eUHYkeWpEpzAud9,0.756,0.661,2,-5.769,0,0.0972,0.187,6.26e-06,0.0774,0.635,88.001,4,61,59,3.779733333333333,0
7ILXon2PBU1bGYemfNg91q,0.769,0.737,10,-6.462,0,0.199,0.212,0.0,0.264,0.877,96.105,4,63,54,4.408566666666666,0
4cNbz1UdBCrnGOg0NNP1iF,0.569,0.297,6,-8.639,1,0.0292,0.879,0.0,0.0938,0.466,89.96,4,0,0,3.8313,0
1MhHomaXgrPMBroXkpWSSa,0.595,0.61,7,-6.887,0,0.0499,0.332,2.14e-06,0.0628,0.314,97.974,4,63,44,3.542033333333334,0
0stbF4C1ACmIvx0aW81ZXa,0.839,0.972,7,-5.72,1,0.102,0.431,0.0002,0.0907,0.365,130.012,4,61,63,3.6390666666666656,0
6C8JJFoGC4dkVtAHVK3iif,0.821,0.69,1,-4.981,1,0.187,0.0202,0.00398,0.199,0.648,140.171,4,60,85,2.939083333333333,0
3W1XPf7mvuQcWQB7U7MbTM,0.687,0.941,6,-5.23,0,0.0583,0.0811,2.93e-06,0.0697,0.909,138.048,4,67,86,4.342533333333333,1
0tZ3mElWcr74OOhKEiNz1x,0.412,0.919,5,-7.291,1,0.184,0.0124,0.0601,0.424,0.572,166.367,4,77,69,3.82445,1
1wsRitfRRtWyEapl0q22o8,0.599,0.957,11,-5.764,1,0.188,0.0129,7.06e-05,0.155,0.489,103.68,4,73,69,3.4366666666666665,1
1MQTmpYOZ6fcMQc56Hdo7T,0.426,0.929,2,-6.729,1,0.0701,0.00162,0.105,0.0789,0.539,127.059,4,70,69,3.4266666666666667,1
5YBVDvTSSSiqv7KZDeUlXA,0.651,0.908,2,-4.019,1,0.0577,0.00184,0.000579,0.384,0.769,123.851,4,68,69,4.569333333333334,1
2rBHnIxbhkMGLpqmsNX91M,0.459,0.926,4,-3.415,1,0.155,0.0239,1.93e-05,0.183,0.569,151.534,4,68,69,4.05755,1
7lmeHLHBe4nmXzuXc0HDjk,0.47,0.978,7,-5.399,1,0.0727,0.0261,1.09e-05,0.356,0.503,117.906,4,66,69,3.5022166666666665,1
1XTGyfJeMiZXrZ1W3NolcB,0.575,0.857,4,-3.961,1,0.155,0.0125,0.00229,0.145,0.623,117.413,4,65,69,4.90845,1
2QiqwOVUctPRVggO9G1Zs5,0.411,0.893,7,-3.646,1,0.139,0.00563,0.00967,0.149,0.513,170.407,4,65,69,6.064216666666667,1
3dPQuX8Gs42Y7b454ybpMR,0.743,0.446,4,-7.807,0,0.0683,0.0039,0.118,0.337,0.278,123.596,4,86,70,3.86845,2
13lZDbwonGhOflQLQIfdtZ,0.534,0.441,7,-5.752,1,0.0303,0.661,0.0,0.0934,0.439,97.009,4,69,70,2.336316666666667,1
2LMq1O0NiqGhPOlXo3McYQ,0.417,0.63,9,-7.24,1,0.0898,0.0209,0.0134,0.0543,0.341,94.214,4,68,70,4.242216666666667,1
4Hzg7Hcqo2aUooTQ0pnBYC,0.514,0.756,10,-7.988,0,0.147,0.337,0.0,0.135,0.764,90.307,4,60,70,2.596216666666667,0
2ewjgFhHDTE8BkV8kzpiX2,0.305,0.628,9,-3.573,0,0.0348,0.46,3.66e-05,0.0899,0.428,80.389,4,59,70,3.036133333333334,0
5Z10YWrfpP2UAUwmmHIR8y,0.537,0.454,9,-7.896,1,0.0551,0.65,0.000154,0.0852,0.626,128.193,4,58,70,2.22155,0
7e89621JPkKaeDSTQ3avtg,0.596,0.605,7,-12.145,1,0.0255,0.181,0.000331,0.0863,0.886,97.798,4,84,71,4.73,1
1ju7EsSGvRybSNEsRvc7qY,0.422,0.752,6,-8.682,1,0.0449,0.0366,0.000119,0.129,0.403,120.471,4,77,71,5.943783333333333,1
0x2wtJbtJrox3SDmnMj97x,0.554,0.74,9,-7.706,1,0.0803,0.698,6.9e-05,0.225,0.804,133.363,4,71,71,4.452883333333333,1
72FTNsVwlDXMgxyEnmjwM0,0.63,0.655,7,-9.725,1,0.0241,0.221,0.00124,0.114,0.91,97.817,4,58,71,3.678216666666666,0
6PPhp1qpAjLUxQr75vSD4H,0.432,0.425,9,-12.165,1,0.0918,0.312,3.19e-06,0.105,0.589,144.821,4,64,71,4.862266666666667,0
02UFwtmJ0ogLQWMx43Okuh,0.428,0.682,1,-10.862,1,0.0441,0.313,1.34e-05,0.116,0.961,168.58,4,62,71,3.4966666666666666,0
52DKGPMQ21DauCR19pQ0BK,0.455,0.573,9,-11.301,0,0.0355,0.0134,0.0304,0.428,0.644,117.252,4,64,71,5.804,0
3yUcJwYu7fXAfqMj9krY6l,0.725,0.583,1,-9.942,0,0.0427,0.3,0.000238,0.0665,0.762,79.984,4,76,69,3.6393333333333335,2
3adnLFXKO5rC1lhUNSeg3N,0.509,0.538,5,-6.835,1,0.0379,0.306,5.03e-06,0.091,0.284,170.111,4,60,69,4.01,2
4xFxK0FXmNlUDRgCaIQCVn,0.555,0.578,11,-7.942,0,0.0277,0.113,3.43e-06,0.0747,0.333,83.382,4,68,69,4.256666666666667,1
4jCs5Z8Y06WsiDeoe5giJn,0.487,0.519,3,-7.249,1,0.0296,0.191,0.0,0.134,0.154,82.947,4,44,69,3.6842166666666665,0
35C086Yh0F6hw6pyPIvobP,0.539,0.407,8,-8.604,0,0.04,0.587,0.0,0.0776,0.614,79.548,4,57,69,2.5751166666666667,0
49HyHz6uWXHV6GT8bhX3t9,0.589,0.743,0,-6.94,0,0.0277,0.245,5.1e-06,0.263,0.533,91.96,4,57,69,3.953783333333333,0
4N7e9ltiDKb19Swu2CWqMB,0.54,0.526,6,-8.011,1,0.037,0.0652,2.2e-05,0.0925,0.467,171.92,4,37,69,3.776,0
2QCHIajQI25gADlXSBdXhT,0.506,0.513,0,-7.889,1,0.0258,0.0534,2.01e-05,0.0999,0.385,176.04,4,41,69,3.27,0
35b9ljYHjIUSTkgQWHbnt6,0.646,0.431,5,-6.759,1,0.0477,0.663,0.0,0.117,0.13,133.841,4,48,69,3.358883333333333,0
6zC0mpGYwbNTpk9SKwh08f,0.572,0.214,7,-15.625,1,0.0293,0.649,0.129,0.125,0.485,95.542,4,76,69,3.75045,1
3ykSdTGmYPFl8pDBXer1zG,0.699,0.502,9,-12.526,1,0.0278,0.0607,0.0337,0.317,0.676,105.266,4,68,69,3.694,1
5Ds0VGkTSQ1jf4KzLUpZPb,0.721,0.558,9,-8.8,1,0.0246,0.491,0.00538,0.181,0.542,96.895,4,68,69,3.91445,1
0UOxp1BpnD8uPQMKU4wKjz,0.73,0.639,7,-11.025,0,0.0524,0.0853,0.00221,0.102,0.658,94.395,4,64,69,4.395783333333333,0
2GGskYwS4j8LDMSDUJ8vrl,0.807,0.552,4,-6.568,1,0.0333,0.00886,0.000218,0.238,0.783,93.006,4,60,69,5.390666666666666,0
1yKah8BCP3Vgq2tPBOLKL0,0.321,0.625,2,-5.219,0,0.0302,0.491,5.08e-05,0.345,0.777,107.338,4,55,34,3.543333333333333,0
6HSXNV0b4M4cLJ7ljgVVeh,0.513,0.396,7,-13.061,1,0.0299,0.251,0.177,0.11,0.229,140.208,4,76,69,2.498,1
3AhXZa8sUQht0UEdBJgpGc,0.482,0.721,0,-6.839,1,0.0321,0.731,0.0,0.189,0.557,95.263,4,71,69,6.16,1
2WOjLF83vqjit2Zh4B69V3,0.6,0.243,4,-17.085,1,0.0366,0.89,0.0022,0.249,0.468,110.535,4,66,69,3.6233333333333335,1
3RkQ3UwOyPqpIiIvGVewuU,0.39,0.31,5,-14.545,1,0.0676,0.794,0.0,0.379,0.584,177.515,4,64,69,5.508883333333333,0
1k1Bqnv2R0uJXQN4u6LKYt,0.527,0.415,4,-11.451,0,0.122,0.457,1.72e-05,0.117,0.515,78.169,4,84,71,2.0848833333333334,1
0bRXwKfigvpKZUurwqAlEh,0.692,0.651,9,-8.267,1,0.0324,0.292,0.00241,0.105,0.706,97.923,4,81,71,4.242666666666667,2
3M8FzayQWtkvOhqMn2V4T2,0.619,0.22,0,-13.843,1,0.0672,0.782,1.19e-05,0.124,0.426,75.143,4,73,71,4.313916666666667,1
4gRA0i5sxx3jAhHaVjPnUN,0.758,0.586,11,-13.461,0,0.056,0.033,0.0028,0.0743,0.947,154.629,4,70,71,3.80545,1
1qfDfZAvrkSAFrAR2FTQDv,0.731,0.312,4,-14.939,0,0.0878,0.593,1.69e-06,0.111,0.578,82.366,4,69,71,2.018,1
1KywyxekfDEp3Ym7YP7S25,0.921,0.313,1,-12.543,0,0.0368,0.104,0.00118,0.0821,0.957,99.3,4,63,71,3.240466666666667,0
262qk9k0LTyMXmjH9YT2xU,0.825,0.526,1,-13.079,1,0.183,0.3,0.000152,0.0552,0.891,93.654,4,55,71,3.850733333333333,0
0S5ZoKKZD3bllkvhEoPimZ,0.596,0.313,9,-13.487,1,0.044,0.853,0.201,0.0601,0.489,82.067,4,57,71,3.826216666666667,0
0vJ3Y2MnDXi4hpxSeQdQEC,0.757,0.333,9,-11.706,1,0.0293,0.684,0.205,0.106,0.928,95.582,4,56,71,2.5462166666666666,0
3HuJDcOWx0gE9Yng2uWY7K,0.461,0.185,2,-18.087,1,0.0502,0.604,0.0,0.121,0.405,95.509,4,69,68,3.280666666666667,1
33GkcZ89Aj254FaJoFwCl9,0.568,0.505,0,-8.041,1,0.128,0.676,1.67e-05,0.516,0.692,149.439,4,40,68,2.944983333333333,0
33jt3kYWjQzqn3xyYQ5ZEh,0.663,0.264,0,-14.571,1,0.0914,0.706,0.0,0.1,0.657,122.482,4,65,65,5.908883333333334,0
4Kh0X8pMk2yIFf4jnGXrTZ,0.683,0.514,5,-9.168,0,0.252,0.325,0.0,0.161,0.654,122.097,4,30,68,2.818216666666667,0
5OLmn2zkijgVleNhMRjYQp,0.523,0.427,0,-11.556,1,0.0766,0.774,0.0,0.448,0.784,110.577,4,33,65,3.1506666666666665,0
