track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,intrumentalness,liveness,valence,tempo,time_signature,track_popularity,artist_popularity,duration_min,duration_group,speechiness_group,liveness_group,predicted_label
3C84jaEdYxiq8LC4jwYqj6,0.566,0.869,2,-6.084,1,0.1,0.000916,0.00346,0.114,0.647,178.113,4,60,68,4.3277833333333335,1,0,0,2
4ukiv6Rp5N4tQZSBT9JRLo,0.509,0.91,11,-6.531,0,0.038,8.78e-06,0.102,0.404,0.358,101.174,3,62,68,3.1626666666666665,1,0,0,2
1KQxH1Z1BiSo3MMukVpRfl,0.562,0.671,4,-7.801,0,0.0379,8.73e-06,0.000491,0.792,0.376,134.962,4,62,68,3.778883333333334,1,0,0,2
1x8sna2LV8WQ38NEtN5X46,0.431,0.823,4,-5.219,1,0.0638,4.6e-05,3.45e-05,0.0447,0.271,150.072,4,61,68,3.59045,1,0,0,2
6UIo6YbaXihIZ72MWUpcGb,0.635,0.688,11,-6.136,0,0.0346,0.0023,1.07e-05,0.507,0.389,107.989,4,59,68,3.9873333333333334,1,0,0,1
2pX4FpOgwItRVPPUFdRcxA,0.609,0.923,9,-3.908,1,0.0338,0.16,4.73e-06,0.295,0.961,115.996,4,70,70,4.91645,1,0,0,1
4YMQXzscifAREG0a7KNGhB,0.489,0.349,2,-14.295,0,0.0323,0.676,0.0789,0.0866,0.622,124.348,4,70,70,3.27445,1,0,0,0
567UAkWoLBqZ709s3Qcbze,0.777,0.601,2,-5.931,1,0.126,0.0406,0.00201,0.0348,0.68,97.911,4,69,70,4.366216666666666,1,0,0,1
5u6y4u5EgDv0peILf60H5t,0.736,0.379,7,-13.208,1,0.0539,0.301,0.345,0.104,0.948,128.399,4,69,70,4.282216666666667,1,0,0,0
59uqWPaagd0khPaauWM2lU,0.699,0.789,11,-5.173,0,0.0285,0.13,0.287,0.0874,0.962,119.959,4,64,70,4.57955,1,0,0,1
41IShViF79gmulEkIHAjcb,0.59,0.929,2,-3.236,1,0.0478,0.0714,0.000153,0.0598,0.674,119.818,4,66,70,4.241116666666667,1,0,0,1
35fC3Wq3slX4OBfyvBVmHm,0.407,0.358,9,-12.908,0,0.0343,0.829,0.424,0.0827,0.267,92.292,4,64,70,4.746666666666667,1,0,0,0
5tmrnhMxx39jnu3kjopMdP,0.704,0.528,5,-13.382,1,0.0358,0.22,0.35,0.14,0.73,117.472,4,64,70,3.971116666666666,1,0,0,0
7ptdX6yHWePemlp0TuOhK5,0.592,0.809,7,-5.433,1,0.0326,0.0108,0.0,0.213,0.629,127.995,4,51,70,3.7028666666666665,1,0,0,1
7cDxjUnMitNKQC5c8RQUko,0.464,0.462,2,-14.093,0,0.0406,0.657,0.527,0.124,0.557,124.033,4,58,70,5.32955,2,0,0,0
2RlgNHKcydI9sayD2Df2xp,0.388,0.338,10,-10.054,1,0.0329,0.652,3.73e-06,0.248,0.478,177.765,4,82,69,5.056216666666667,2,0,0,0
72ahyckBJfTigJCFCviVN7,0.638,0.867,2,-6.469,1,0.0331,0.144,0.000733,0.0846,0.805,115.692,4,75,69,4.056216666666667,1,0,0,1
2hdNya0b6Cc2YJ8IyaQIWp,0.549,0.651,0,-7.097,1,0.0323,0.583,0.0,0.121,0.368,122.818,4,73,69,3.53845,1,0,0,1
6xE6ZWzK1YDDSYzqOCoQlz,0.727,0.537,7,-9.785,1,0.0295,0.396,0.000789,0.349,0.954,121.493,4,72,69,4.501116666666666,1,0,0,0
0xAhbD6lCf5re1RXl5yiTm,0.609,0.611,0,-9.208,1,0.0298,0.513,0.0,0.093,0.916,121.836,4,65,69,3.8311166666666665,1,0,0,1
1Pd1h30mgU05QkWYhgFzwt,0.548,0.72,1,-9.777,0,0.0409,0.0686,0.000232,0.107,0.458,140.966,4,64,69,3.818216666666667,1,0,0,1
777NOXupZkFdg8zlPMoVqc,0.677,0.619,9,-7.446,0,0.0334,0.457,0.000149,0.221,0.74,119.624,4,65,69,4.497333333333334,1,0,0,1
3SPcBPzvbmWLl8NU5efx4W,0.467,0.367,9,-8.164,1,0.0298,0.771,2.27e-05,0.0847,0.205,70.856,4,64,69,4.672666666666666,1,0,0,0
5qRJD1yaLJ5s0J3JpbgnwA,0.703,0.58,9,-8.611,0,0.0282,0.461,2.74e-05,0.518,0.896,119.855,4,64,69,4.33045,1,0,0,1
6yBbmHFTxihIDFAerzDMGi,0.439,0.794,7,-11.792,1,0.0633,0.159,1.69e-06,0.434,0.748,145.056,4,62,69,3.11,1,0,0,1
2aoo2jlRnM3A0NyLQqMN2f,0.438,0.805,8,-6.237,1,0.0624,0.00255,5.69e-05,0.0842,0.564,113.253,4,78,68,4.013333333333334,1,0,0,2
1Eolhana7nKHYpcYpdVcT5,0.515,0.534,6,-8.045,1,0.0768,0.181,0.00278,0.0547,0.426,70.776,4,73,68,2.429116666666667,0,0,0,1
0wJoRiX5K5BxlqZTolB2LD,0.533,0.905,2,-5.27,1,0.0754,0.00876,0.578,0.0698,0.486,108.9,4,73,68,2.8468833333333334,0,0,0,2
0NWPxcsf5vdjdiFUI8NgkP,0.346,0.768,9,-5.695,1,0.0377,0.00603,0.38,0.0244,0.532,169.492,4,71,68,3.502666666666667,1,0,0,2
2AxCeJ6PSsBYiTckM0HLY7,0.214,0.91,8,-6.662,1,0.389,0.477,0.00833,0.0517,0.448,175.549,4,69,68,5.222883333333334,2,1,0,2
5H6Jp0syB5yEPk7SWYdlmk,0.499,0.495,5,-10.508,1,0.0501,0.348,0.0286,0.2,0.339,80.086,4,64,68,3.34555,1,0,0,0
3qebSLgUwaEqbwCM5sj5Kh,0.461,0.714,11,-9.159,0,0.313,0.504,0.0171,0.684,0.454,94.372,4,64,68,2.8153333333333332,0,0,0,1
1ntxpzIUbSsizvuAy6lTYY,0.486,0.963,0,-5.586,0,0.129,0.248,2.39e-06,0.158,0.533,113.133,4,62,68,2.4428833333333335,0,0,0,2
23MrkN7g6Q5U7GLIxNHN1B,0.507,0.847,1,-5.987,0,0.0411,0.0751,0.237,0.372,0.566,98.096,4,62,68,3.312883333333333,1,0,0,2
5LI7PoHEolR8plrf3I16sq,0.479,0.944,9,-5.167,1,0.115,0.00206,0.0283,0.356,0.572,153.45,4,61,68,2.73,0,0,0,2
1HNE2PX70ztbEl6MLxrpNL,0.568,0.844,9,-5.875,1,0.0505,0.000189,0.0,0.0607,0.766,116.046,4,77,70,3.45155,1,0,0,2
4KacUpvbA3Mfo05gttTjhN,0.402,0.914,9,-5.215,1,0.142,0.000579,0.0,0.065,0.626,196.505,4,76,70,2.971116666666666,0,0,0,2
2OMqSRS11ly56zg9u5za6c,0.431,0.95,7,-4.918,1,0.26,0.00105,3.63e-05,0.272,0.56,191.936,4,68,70,2.64555,0,0,0,2
1ibeKVCiXORhvUpMmtsQWq,0.457,0.83,5,-5.262,1,0.0321,0.00682,0.00337,0.166,0.602,99.93,4,71,70,3.034,1,0,0,2
17XgxMFNzBYv38TEJRC18D,0.359,0.935,8,-5.529,0,0.0817,0.000143,0.0141,0.351,0.658,173.429,4,63,70,3.3082166666666666,1,0,0,2
1OTvWduKQV0MQd2gnGM9He,0.167,0.851,4,-4.039,1,0.0421,0.0127,0.0,0.172,0.11,175.426,3,64,70,4.856,1,0,0,2
23Vf9hNoBN8AacpUUHbiRy,0.393,0.899,1,-4.105,1,0.0491,0.000811,0.0,0.313,0.54,175.926,4,68,70,3.49445,1,0,0,2
3SO0vfryYv381w1ImgWONG,0.44,0.919,7,-4.462,1,0.0735,0.00222,0.00503,0.0892,0.773,184.324,4,58,70,2.48845,0,0,0,2
1lASDtTqKAfsnD6hixGKtz,0.45,0.989,6,-3.234,1,0.0574,0.000275,0.0,0.872,0.455,97.968,4,63,70,3.0811166666666665,1,0,1,2
6dXizHF3KbmdvOgvMAhnQC,0.347,0.988,9,-2.979,1,0.127,0.000708,0.0,0.101,0.765,191.933,4,62,70,3.23555,1,0,0,2
1DIXPcTDzTj8ZMHt3PDt8p,0.647,0.514,8,-10.05,1,0.0593,0.0655,0.0,0.398,0.386,79.975,4,88,67,4.01155,1,0,0,1
5vpDsiVqiZLRwKAzQO708k,0.888,0.584,7,-13.308,1,0.112,0.0385,3.19e-06,0.0625,0.762,104.705,4,60,67,5.574,2,0,0,1
6uWez0py1zc17F7hjp7jIt,0.76,0.585,3,-7.307,1,0.161,0.0102,0.000468,0.308,0.455,91.179,4,55,67,5.184,2,0,0,1
7lm57RyuKBqcRtDikkkSBQ,0.83,0.529,5,-5.634,0,0.189,0.102,0.00219,0.216,0.382,95.812,4,55,67,2.4073333333333333,0,0,0,1
2wPjoNKQAfEdgEYrPIBwAD,0.904,0.747,1,-7.218,0,0.157,0.296,0.00286,0.322,0.61,115.181,4,53,67,3.5653333333333332,1,0,0,1
1PjNRVOZHFmsTBs5ZJAiQC,0.852,0.378,7,-11.729,1,0.272,0.0756,0.0,0.35,0.514,99.888,4,53,67,2.9622166666666665,0,0,0,1
3MmVd5dsgzLMjm4LIrCOaI,0.652,0.542,0,-6.115,1,0.054,0.132,0.0,0.16,0.377,80.991,4,40,67,3.958666666666667,1,0,0,1
22NJuIC2JVHSOmT6c6IKaO,0.51,0.539,7,-14.628,0,0.891,0.466,0.0,0.379,0.375,173.202,3,51,67,1.0051166666666669,0,2,0,1
5iVyv5cB28Za3NbNnWHpry,0.805,0.686,8,-8.671,1,0.159,0.194,0.0,0.263,0.602,87.414,4,48,67,4.607783333333333,1,0,0,1
51TG9W3y9qyO8BY5RXKgnZ,0.61,0.891,4,-5.452,0,0.0587,0.000805,0.0928,0.0657,0.51,139.903,4,71,68,4.112216666666667,1,0,0,2
5LyRtsQLhcXmy50VXhQXXS,0.325,0.985,11,-3.941,1,0.151,0.00177,0.107,0.351,0.221,125.307,4,71,68,6.543333333333333,2,0,0,2
4E5xVW505akJX0wcKj8Mpd,0.519,0.982,7,-3.547,1,0.108,0.00203,0.00055,0.0971,0.361,97.745,4,68,68,5.321116666666667,2,0,0,2
6olS0TmHmsGr0hXtcBsiVM,0.272,0.747,5,-4.86,0,0.0401,0.000393,4.03e-05,0.16,0.255,202.777,4,69,68,4.368883333333334,1,0,0,2
0WTc2jsUgF4Y2MOz0aYvsR,0.355,0.973,4,-7.004,0,0.071,0.000359,0.154,0.142,0.628,187.385,4,63,68,2.5433333333333334,0,0,0,2
5a2hIQWInPjqkkFiUEgxoX,0.322,0.932,4,-4.252,0,0.163,8.57e-05,0.817,0.0969,0.376,138.042,4,66,68,4.069333333333334,1,0,0,2
3CI1JP2ooMBSFjIy1u6Yrc,0.689,0.719,3,-8.643,0,0.0304,2.39e-05,0.679,0.314,0.959,127.982,4,64,68,3.79955,1,0,0,1
6i7IXg8j7ZngiEOgBYjkhw,0.325,0.856,4,-6.547,0,0.188,0.000319,0.00708,0.257,0.652,69.955,3,65,68,5.450666666666667,2,0,0,2
6b6uLZsoGhObYexIxnRbIb,0.248,0.988,2,-3.74,1,0.144,5.87e-05,0.84,0.323,0.149,115.301,4,63,68,5.1866666666666665,2,0,0,2
1Ap9wotYS99H8R17VONySZ,0.405,0.96,2,-3.916,1,0.074,0.0001,0.0576,0.182,0.417,174.952,4,60,68,4.491116666666667,1,0,0,2
39shmbIHICJ2Wxnk1fPSdz,0.743,0.836,2,-6.465,1,0.116,0.0804,0.0,0.384,0.82,113.375,4,81,68,3.149783333333333,1,0,0,1
5jzma6gCzYtKB1DbEwFZKH,0.651,0.801,0,-7.34,1,0.0514,0.123,0.0,0.0825,0.776,133.769,4,75,68,3.3413333333333335,1,0,0,1
56KqaFSGTb7ifpt16t5Y1N,0.797,0.872,9,-6.727,0,0.0575,0.291,0.0,0.284,0.866,129.885,4,74,68,3.707116666666667,1,0,0,1
6ITuEsxEy2qPhqMowdDAeI,0.762,0.722,2,-8.712,1,0.0428,0.0922,0.000368,0.132,0.966,122.769,4,69,68,3.24445,1,0,0,1
5dAxeuDkIkpa6wZpMOuG9i,0.526,0.9,2,-6.815,1,0.0545,0.00539,4.12e-05,0.14,0.883,151.279,4,65,68,2.720666666666667,0,0,0,2
7FYkZkF9fog6WS818wJnhl,0.52,0.906,9,-6.534,1,0.0601,0.0196,7.99e-05,0.0925,0.868,151.608,4,61,68,2.137783333333333,0,0,0,2
0jnFDxgNhS156vu6roUVco,0.74,0.613,7,-9.487,1,0.0856,0.00494,0.118,0.095,0.676,96.491,4,61,68,3.207333333333333,1,0,0,2
72boGlgSwUK01n44O2tOCv,0.608,0.634,4,-11.24,1,0.0727,0.0568,0.00615,0.116,0.84,147.515,4,63,68,3.78245,1,0,0,1
6ywRlumSQjOOkcSnJYAgHw,0.591,0.824,6,-7.83,0,0.0415,0.0344,0.0,0.146,0.741,104.304,4,57,68,2.1453333333333333,0,0,0,1
3Ro71R8Vpy166E2PuQDSc8,0.799,0.789,0,-8.208,1,0.0395,0.0595,0.0,0.0338,0.831,116.083,4,57,68,5.558666666666666,2,0,0,1
3zBhihYUHBmGd2bcQIobrF,0.769,0.367,2,-11.226,1,0.0312,0.684,1.62e-05,0.081,0.535,103.621,4,82,68,2.7292666666666667,0,0,0,0
1aj4GXfmEYXfdVZohCpNKu,0.883,0.464,10,-11.251,1,0.0591,0.279,1.51e-05,0.0744,0.925,111.548,4,70,68,2.872216666666666,0,0,0,1
4STCTQ1h0VuWfvDyhGOxkv,0.71,0.291,5,-14.132,0,0.0338,0.35,0.0,0.128,0.856,101.517,4,26,68,2.5926666666666667,0,0,0,0
7FXuCkl1kfxwS5icDjTwbM,0.666,0.55,10,-8.672,1,0.0612,0.573,1.84e-06,0.122,0.961,95.552,4,70,68,2.35,0,0,0,1
4skknrc3sJqaPTtUr2cwFq,0.403,0.284,10,-14.014,1,0.0338,0.798,0.0,0.142,0.686,176.537,3,68,68,2.57555,0,0,0,0
36AlMHDBFwSsD3FQOy1R81,0.587,0.133,9,-15.151,0,0.0565,0.186,2.26e-05,0.258,0.068,102.938,4,66,68,3.362216666666667,1,0,0,0
5zQyqgNXKzhifkivumzxDS,0.74,0.322,0,-9.26,1,0.0399,0.551,0.000763,0.17,0.629,102.889,4,67,68,2.9308833333333335,0,0,0,0
4pdLyulbYLCrPmDzWWeJIZ,0.499,0.246,9,-12.806,1,0.0325,0.7,0.00227,0.0965,0.152,148.468,3,63,68,3.0277833333333333,1,0,0,0
4PFiLGx8jAzcAJxwPLUeZ9,0.483,0.275,0,-13.609,1,0.0418,0.232,0.0,0.125,0.31,138.063,3,62,68,4.013333333333334,1,0,0,0
16dz1n3ctolQbuZPtvHVqH,0.588,0.611,11,-9.088,1,0.0311,0.197,8.79e-05,0.0518,0.937,149.141,4,61,68,2.324883333333333,0,0,0,1
6CKoWCWAqEVWVjpeoJXyNH,0.537,0.373,6,-10.081,0,0.0331,0.691,0.000915,0.083,0.244,83.936,4,74,68,4.653783333333333,1,0,0,0
0I1DJdLt9BKOb7GWmWxCjo,0.651,0.339,2,-11.917,1,0.0246,0.372,0.0141,0.0739,0.32,103.996,4,76,68,3.702,1,0,0,0
4KFM3A5QF2IMcc6nHsu3Wp,0.674,0.347,9,-17.707,1,0.0364,0.396,1.05e-05,0.0916,0.647,102.013,4,74,68,4.45445,1,0,0,0
48Jf12YHPBCAfAzi255Rvr,0.71,0.63,2,-7.003,1,0.0413,0.00879,0.147,0.058,0.216,125.0,4,68,75,4.048,1,0,0,1
4Oih3RDrSFg3afaOphBVuy,0.417,0.288,5,-8.896,0,0.0391,0.579,0.000968,0.0795,0.158,110.251,3,65,68,3.5579,1,0,0,0
5oE6INocVL9viDow5y8QNM,0.323,0.198,4,-21.035,0,0.0354,0.912,0.0698,0.0889,0.289,82.373,4,66,68,3.93845,1,0,0,0
4WhyHQ2BXi2VU1iaFbF6jv,0.577,0.654,0,-7.9,0,0.0321,0.0143,0.0,0.114,0.13,111.993,4,57,68,4.764883333333334,1,0,0,1
05vL56xSoxthM0r7IfcQjo,0.575,0.727,2,-9.539,1,0.0281,0.00952,0.00754,0.054,0.504,97.995,4,61,68,4.508883333333333,1,0,0,0
1MIoqrkFISWV3q3JvifC4S,0.789,0.667,7,-7.852,1,0.283,0.179,0.0,0.0603,0.934,79.996,4,61,68,3.1886666666666668,1,0,0,1
5Xhqe9xu6bKRSqLj1mS1SB,0.627,0.849,9,-10.61,0,0.0309,0.137,0.0,0.319,0.817,125.058,4,57,68,4.27045,1,0,0,1
6p8uRRGziFLcA3QDvWxEPM,0.716,0.853,9,-3.254,0,0.03,0.00812,0.000268,0.154,0.593,124.014,4,66,69,2.9715666666666665,0,0,0,1
3GYlQmwfBDo7imFyGPhrl7,0.729,0.788,10,-4.832,0,0.0908,0.0703,0.0,0.115,0.857,118.039,4,68,69,2.658933333333333,0,0,0,1
6iDZO7Qbi9R0L54D7DiJVV,0.704,0.718,1,-5.243,0,0.0527,0.144,0.0,0.0541,0.475,95.94,4,62,69,3.3226333333333335,1,0,0,1
0U6bQIAh6MCGo1xjbIIx2S,0.765,0.906,8,-2.097,0,0.0965,0.125,0.0,0.423,0.95,96.071,4,63,69,3.0759666666666665,1,0,0,1
6YtUe8dzZ357QD4t56nG00,0.302,0.8,11,-4.032,1,0.0376,0.00596,5.16e-05,0.142,0.328,149.939,4,63,69,3.574866666666667,1,0,0,2
4h4c2nt7wTFLn0OYVDWOHC,0.693,0.729,8,-5.317,0,0.0477,0.0159,0.217,0.145,0.408,125.035,4,62,69,3.2,1,0,0,1
5KC7ginqShi7mhDQLttQh0,0.558,0.99,1,-3.877,1,0.128,0.000206,0.376,0.0797,0.0738,138.074,4,62,69,2.69565,0,0,0,2
3nDEjp2MvXJuqtUsv8GuyQ,0.387,0.906,11,-5.353,0,0.0781,0.0463,5.07e-05,0.398,0.334,143.039,4,60,69,3.3555,1,0,0,2
4XMf6BjWH7Pme8eY4yyEZE,0.571,0.757,11,-5.892,0,0.0334,0.00114,0.729,0.15,0.176,138.982,4,57,69,2.6606666666666667,0,0,0,2
6InyVkEJhNek3PRvF2r1Io,0.527,0.926,6,-2.228,0,0.0398,0.00878,0.0112,0.139,0.202,149.96,4,48,69,2.89,0,0,0,2
3oqWr0jDWNXxWufNogGREp,0.537,0.502,4,-8.406,1,0.025,0.44,0.0709,0.199,0.288,80.511,4,75,70,3.8671166666666665,1,0,0,0
1rh4kDY9T4fHVDum8Foi5k,0.495,0.596,2,-5.45,1,0.024,0.14,0.00316,0.114,0.284,94.119,4,73,70,3.895783333333333,1,0,0,0
6gwaa6ElIixNTvu6RwkMyo,0.444,0.471,10,-9.107,1,0.0322,0.00161,0.00159,0.14,0.205,76.335,4,72,70,4.5633333333333335,1,0,0,0
6WgUNHiMwJazeG4kWPAH1m,0.491,0.862,5,-7.573,0,0.0365,8.91e-05,0.00258,0.185,0.271,138.956,4,70,70,3.4153333333333333,1,0,0,2
17eJyYLIlMNlOqcwHYJ9F2,0.539,0.833,7,-5.717,1,0.0322,0.00173,0.0397,0.315,0.573,128.007,4,68,70,5.149116666666667,2,0,0,2
1NeZxBuSEhikl0ZrOSgpuW,0.665,0.411,9,-10.155,0,0.0273,0.801,0.0699,0.112,0.284,134.982,3,67,70,3.9126666666666665,1,0,0,0
6lUBD8XA38zIFt6C0giPsP,0.602,0.819,4,-6.219,0,0.0316,0.0811,0.000636,0.565,0.389,117.004,4,65,70,3.61845,1,0,0,1
1nCCY0KmVlfn8WUmGYYwLf,0.453,0.607,7,-6.722,0,0.0261,0.0647,0.000219,0.211,0.221,144.921,4,63,70,2.498,0,0,0,0
5rGphVLnbPdyBQ5X3rjb2X,0.646,0.596,11,-12.475,0,0.028,0.0641,0.294,0.342,0.457,130.151,4,65,70,3.7348833333333338,1,0,0,0
1qxW7VuoZFyO0UQHR8XWcB,0.571,0.793,4,-7.1,0,0.028,0.00145,0.0053,0.153,0.379,119.939,4,62,70,4.47955,1,0,0,0
3S1vtNGSNvoQmz2sPVRT2V,0.747,0.858,10,-4.047,0,0.209,0.0221,1.38e-06,0.0874,0.588,94.993,4,64,68,3.6371166666666666,1,0,0,1
0LWkaEyQRkF0XAms8Bg1fC,0.51,0.931,11,-3.302,1,0.347,0.0738,0.0,0.5,0.53,201.936,4,73,68,4.481116666666667,1,1,0,2
6RUpJeXT6U4SPEafnr9Wr7,0.537,0.948,8,-3.063,1,0.355,0.151,0.0,0.356,0.792,186.151,4,71,68,4.771116666666667,1,1,0,2
1BKT2I9x4RGKaKqW4up34s,0.88,0.577,10,-8.093,0,0.302,0.0564,1.02e-06,0.201,0.74,90.991,4,73,68,3.574,1,0,0,1
66ezChUOWvgzRQAi3Ay1wt,0.571,0.861,7,-2.696,1,0.383,0.00172,0.0,0.317,0.372,179.815,4,66,88,4.70045,1,1,0,2
57kdeoYzgGaKzRWj4XM1u8,0.672,0.837,1,-5.947,1,0.315,0.106,0.0,0.194,0.703,167.289,4,62,68,4.217333333333333,1,0,0,1
32SFvZODywPBVDYSYtqxCj,0.867,0.796,6,-4.73,1,0.0693,0.202,0.0,0.0838,0.776,92.766,4,58,68,3.8506666666666662,1,0,0,1
6OQrmEIK8KOOVcSoSaEo40,0.647,0.98,7,-3.463,1,0.356,0.0301,8.56e-05,0.045,0.399,188.309,5,58,68,3.872216666666666,1,1,0,2
740gNyGWKk98gy8nJLhHrv,0.475,0.576,10,-8.061,0,0.397,0.0421,0.0,0.933,0.555,87.33,4,61,68,5.091116666666666,2,1,1,1
4jttAL9l4N4cFnrLeYcICI,0.67,0.675,9,-5.637,1,0.196,0.00529,3.14e-06,0.312,0.686,185.903,4,59,68,4.461783333333333,1,0,0,1
6M47gaKejso9772SKTa3yH,0.693,0.935,8,-4.323,1,0.224,0.18,0.0,0.179,0.391,80.882,4,70,67,3.663366666666666,1,0,0,1
5dqrgmHHBuUzwYKBXJuIm0,0.97,0.71,4,-5.262,0,0.195,0.393,0.0,0.138,0.777,116.03,4,63,67,3.7150833333333337,1,0,0,1
3kW5Rq9AIL0QQuYTSKNkQw,0.823,0.705,10,-4.73,0,0.282,0.0274,0.0,0.0919,0.836,186.12,4,62,67,3.2842166666666666,1,0,0,1
0I0wn4G67txQwENcmRH3d6,0.784,0.815,1,-2.703,1,0.298,0.127,0.0,0.0758,0.559,178.119,4,64,67,4.530216666666667,1,0,0,1
0kIHfcHGFGm5xb0dSlKEdp,0.912,0.644,11,-6.63,1,0.288,0.00714,0.0,0.107,0.492,95.999,4,62,67,3.7506666666666666,1,0,0,1
5buj0D6E7rCRFi3xV9STYo,0.804,0.666,9,-5.41,0,0.0646,0.366,0.0,0.106,0.32,100.042,4,60,67,2.3619166666666667,0,0,0,1
1JTZqN0snbMSNtp59zveTs,0.703,0.776,9,-3.409,1,0.304,0.0108,0.0,0.74,0.541,82.466,4,58,67,4.071783333333333,1,0,0,1
2ZaWL12apL7wmNPuJMlny4,0.703,0.909,5,-4.205,0,0.46,0.287,0.0,0.401,0.777,204.208,4,59,67,3.65955,1,1,0,1
7L3YDa0Fd8pmzpAyu6EKOS,0.715,0.468,2,-7.664,0,0.147,0.0994,0.0,0.125,0.673,194.902,3,58,67,3.93955,1,0,0,1
7eO1H2PKXl7xA21NBEeNBp,0.725,0.872,2,-3.952,1,0.281,0.11,0.0,0.0678,0.25,94.968,4,36,50,2.995833333333333,0,0,0,1
5LxvwujISqiB8vpRYv887S,0.469,0.538,8,-13.559,1,0.0571,0.305,0.00012,0.37,0.886,196.605,4,80,64,2.9388833333333335,0,0,0,1
2QpN1ZVw8eJO5f7WcvUA1k,0.692,0.762,0,-4.867,1,0.0342,0.424,1.27e-05,0.181,0.961,146.673,4,54,64,2.4002166666666667,0,0,0,1
15sxLiiChE5dCW3Y756oas,0.583,0.712,3,-8.222,1,0.0538,0.263,1.02e-06,0.817,0.614,128.897,4,53,64,3.0211166666666665,1,0,1,1
6D8kc7RO0rqBLSo2YPflJ5,0.572,0.786,8,-8.469,1,0.0642,0.519,0.00093,0.11,0.952,188.115,4,71,64,2.91445,0,0,0,1
5RdhBLmB4DyFHLglRrfx63,0.51,0.515,5,-7.247,1,0.0253,0.593,1.24e-06,0.654,0.331,93.212,4,66,64,3.962666666666667,1,0,0,0
6cZrsaNb4Zo9E5KHk7gcz5,0.247,0.307,7,-13.16,1,0.0371,0.648,2.43e-05,0.281,0.403,161.982,3,62,64,3.927333333333334,1,0,0,0
0xqb2Euq1PAxKHBA36NUnx,0.776,0.794,6,-7.722,1,0.0723,0.133,2.35e-05,0.689,0.845,109.277,4,55,64,2.6968833333333335,0,0,0,1
5HAwBoxs23nkAvaMUnThbe,0.673,0.62,0,-8.477,1,0.0293,0.455,0.0,0.0925,0.943,119.664,4,33,64,2.6568833333333335,0,0,0,1
39SyB2NWiRlMtcKrI2rr4k,0.76,0.745,0,-8.509,1,0.0434,0.362,0.0,0.156,0.921,113.729,4,53,64,2.98845,0,0,0,1
5GoheMjTcV8xbbUUWchvjl,0.545,0.642,8,-6.535,0,0.0379,0.571,3.44e-06,0.0881,0.511,121.654,4,46,64,3.21355,1,0,0,1
3NfxSdJnVdon1axzloJgba,0.592,0.355,9,-14.051,1,0.0352,0.478,0.0,0.0585,0.499,133.032,4,78,69,3.6128833333333334,1,0,0,0
7s25THrKz86DM225dOYwnr,0.805,0.558,0,-5.226,1,0.041,0.164,2.2e-05,0.0546,0.965,114.95,4,78,69,2.46,0,0,0,1
5K09WxKdlkroDyEVyOSySy,0.603,0.271,5,-10.083,1,0.0284,0.679,0.0,0.141,0.405,110.89,3,71,69,2.75555,0,0,0,0
4yQw7FR9lcvL6RHtegbJBh,0.687,0.63,6,-10.817,1,0.0389,0.251,0.0,0.221,0.926,110.051,4,69,69,2.328883333333333,0,0,0,1
4VijLEUxHEzbWKYL5u9wuN,0.512,0.303,3,-13.547,1,0.0374,0.57,0.0,0.0803,0.629,102.908,4,65,69,2.4937833333333335,0,0,0,0
2oZmMp5M6L0Rh7G84Um2tF,0.721,0.567,10,-9.516,1,0.0389,0.221,0.0,0.465,0.914,116.643,4,65,69,2.78445,0,0,0,1
4uCbetXW9LStYPUjCpBVp9,0.474,0.473,2,-11.454,1,0.0601,0.545,1.25e-06,0.0356,0.561,77.583,4,61,69,3.3211166666666667,1,0,0,0
7L4G39PVgMfaeHRyi1ML7y,0.463,0.273,0,-15.364,0,0.074,0.907,0.000367,0.101,0.293,146.426,4,62,69,3.9993333333333334,1,0,0,0
6kie23fo40j9gBNWGWg5Dc,0.653,0.836,5,-5.594,1,0.188,0.495,0.000232,0.24,0.713,128.628,4,58,53,3.255116666666667,1,0,0,1
4y1LsJpmMti1PfRQV9AWWe,0.71,0.799,6,-4.897,1,0.0328,0.22,0.000602,0.349,0.725,120.372,4,83,69,3.971116666666666,1,0,0,1
7o9uu2GDtVDr9nsR7ZRN73,0.726,0.449,0,-9.206,1,0.0286,0.487,1.34e-06,0.0824,0.294,130.388,4,80,69,4.022216666666667,1,0,0,0
2A6yzRGMgSQCUapR2ptm6A,0.397,0.207,0,-13.155,1,0.0331,0.701,3.07e-05,0.116,0.268,171.282,4,73,69,3.7933333333333334,1,0,0,0
2CIDqYfIYfl9vx02wIyCG9,0.573,0.65,8,-5.934,1,0.0257,0.201,1.58e-06,0.048,0.346,95.1,4,62,69,4.5473333333333334,1,0,0,1
3J0AoQhAufniMrznCRJASD,0.703,0.706,8,-10.637,1,0.0302,0.233,0.00109,0.585,0.766,131.067,4,63,69,4.191783333333333,1,0,0,1
2FAL6hxj5Qxuj0kWOkEOsF,0.583,0.891,9,-4.565,0,0.0345,0.00088,0.000163,0.103,0.814,136.794,4,56,69,3.8211166666666663,1,0,0,2
1WacwJftQtAtFxAL0k2q0C,0.742,0.642,5,-4.137,1,0.0283,0.163,0.0,0.14,0.762,97.055,4,48,69,2.9779333333333335,0,0,0,1
