tracks_id,danceability,energy,key,loudness,mode,speechiness,acousticness,intrumentalness,liveness,valence,tempo,time_signature,duration_min,labels
6oToe0shcqyTZ00Hgdl9ZB,0.592,0.705,6,-4.887,1,0.0324,0.111,2.05e-06,0.137,0.615,107.956,1,3.0631166666666667,1
5ucRrHQrCGDeUdL5bKFWk1,0.58,0.552,8,-6.047,1,0.0272,0.383,0.126,0.0625,0.404,139.977,4,3.25355,0
5VG4VvKGp6NoBC8nFTtt84,0.274,0.58,11,-6.253,1,0.0335,0.00133,1.05e-06,0.855,0.594,166.644,4,3.945533333333333,2
14A2dKF4O0kQD0E5CCX3Jc,0.449,0.786,4,-5.438,1,0.0398,0.152,0.0,0.0911,0.46,161.798,4,4.216,0
4bhTJfVPynHxot7dlVNgq7,0.614,0.744,7,-5.647,1,0.0407,0.00203,0.0797,0.0664,0.766,135.093,4,4.228883333333333,2
6XOtuSLtsnZKhvcW9DBaUL,0.457,0.582,9,-4.971,1,0.0285,0.00592,2.39e-05,0.0847,0.335,76.049,4,3.6708833333333333,0
6vikZR6OvVmDSSgfiQVQgm,0.673,0.818,9,-6.182,1,0.0354,0.0249,0.0,0.292,0.638,125.753,4,3.92845,1
1BkeuMWQzM8QNDrAqkmGBM,0.45,0.948,5,-3.347,1,0.0464,0.000513,0.0,0.387,0.848,163.953,4,3.74755,2
2uj7b7Kcai6vMm5OhoF4Am,0.588,0.686,0,-4.498,1,0.0275,0.0682,0.0,0.0722,0.527,152.958,4,3.3577833333333333,1
3BuPop8SzLG2Q88TJcFAjp,0.59,0.94,9,-4.124,1,0.0409,0.0477,0.0,0.379,0.732,94.02,4,3.925116666666667,1
33m6cNCpgX3oKb8xBH7iyk,0.707,0.892,11,-5.19,1,0.0405,0.183,0.0,0.216,0.828,107.999,4,3.5374166666666667,1
7bNX2Fgb4MjPrYbkHaCNwV,0.709,0.654,5,-7.753,1,0.0267,0.106,0.0,0.277,0.488,119.989,4,3.459783333333333,1
0MdMNWw0rpBjQJ4SwQ0qbg,0.474,0.742,10,-5.019,1,0.0294,0.285,0.0,0.143,0.508,145.968,4,3.48355,0
4shgvM4ClrZeDiflNJwlGd,0.738,0.868,1,-4.15,1,0.0348,0.0371,0.0,0.294,0.199,130.003,4,4.21555,1
7z73ehYAn9O1XP9XlCqVtd,0.719,0.616,1,-3.951,1,0.0395,0.00683,3.11e-05,0.0742,0.625,124.963,4,3.348,1
5Sf7xPHiezqlvGKyFcOuaA,0.592,0.432,5,-10.356,1,0.0421,0.328,6.11e-06,0.0646,0.835,82.547,4,4.4271666666666665,1
57IEs29xqMQaAkjQ8iQuI0,0.758,0.655,7,-11.661,1,0.0292,0.0379,0.0,0.0795,0.767,127.141,4,3.3073333333333332,1
6QP8JgHuOi0itWXuZ6wdTM,0.726,0.565,7,-10.355,1,0.033,0.21,0.0,0.0941,0.849,149.004,4,3.08955,1
0c9Vl4iBLhsmzttG0X4XhY,0.377,0.176,9,-12.974,1,0.0302,0.969,0.00819,0.183,0.176,167.855,4,3.0595166666666667,0
5aT0NEQAFMbX5RXe6DYJQK,0.582,0.531,10,-5.208,1,0.0531,0.359,0.0,0.218,0.415,125.966,4,3.0380666666666665,1
3iExRKI7vV9RrzvAuXmMTY,0.869,0.395,11,-5.743,0,0.0633,0.906,0.0,0.0956,0.57,101.902,4,3.8609333333333336,0
0yr1u6QnBDMb7M4nYFLLfb,0.738,0.159,4,-10.738,0,0.0333,0.891,1.19e-06,0.135,0.536,96.013,4,2.7617166666666666,0
3zQikNPCgTVnQLmj5RPn1k,0.577,0.384,9,-11.897,1,0.0436,0.314,0.0,0.0809,0.102,139.609,4,3.6285666666666665,0
7xvBjSznydntipiNDKOh32,0.607,0.74,3,-5.309,1,0.0418,0.0812,0.0,0.117,0.272,92.961,4,3.85445,1
2Vi6Ar8PteV4HmwY5SJj3Y,0.518,0.841,11,-5.612,1,0.0467,0.0217,3.07e-05,0.296,0.433,135.022,4,3.4583333333333335,2
0GHXcGspv1YgHHX15vJQIb,0.443,0.34,8,-12.188,1,0.0291,0.67,0.12,0.125,0.16,171.931,4,4.561133333333333,0
0eaD3F5zUC3Bq8In11nkau,0.686,0.572,10,-8.003,1,0.0308,0.635,0.00117,0.194,0.264,100.56,4,2.6821333333333333,0
080xNOljajUNra8abAcUqJ,0.443,0.45,2,-9.633,1,0.0955,0.0806,1.48e-05,0.111,0.145,114.285,4,3.8411166666666667,1
4uhFAUgAadvq6vTHfIkl5B,0.341,0.267,8,-13.984,1,0.0365,0.676,0.602,0.14,0.0622,85.608,4,3.9473333333333334,0
7M5dDVwoizHbP4jzgps0Fp,0.713,0.444,1,-9.824,1,0.121,0.554,0.0,0.313,0.589,87.83,4,3.29545,1
5EXD5rXJ4IVb8g4xSwT0fc,0.481,0.412,9,-8.413,1,0.0401,0.611,5.91e-05,0.0998,0.326,84.358,4,3.6764666666666668,0
1sfTdlWfcFdI7NfmcfZPii,0.73,0.68,4,-4.886,0,0.0344,0.324,3.79e-06,0.121,0.452,109.573,4,3.6926666666666668,1
5aN3Cyeoa5x4gc41HOIqeX,0.389,0.371,2,-7.906,1,0.0311,0.163,0.0,0.0957,0.225,119.492,4,3.1108833333333332,0
4L9l5x0WuzNtyEBeqzvgPE,0.479,0.667,8,-5.429,1,0.177,0.0323,0.0,0.306,0.734,177.958,4,3.3391166666666665,2
1FoCSrNyUVF00C8foohH2G,0.289,0.58,6,-5.507,1,0.0464,0.222,0.0034,0.094,0.282,72.003,4,3.8391166666666665,0
0TgaaBAEf84VqvdTshIdPw,0.621,0.0795,1,-17.238,1,0.0324,0.364,0.0,0.197,0.403,79.986,1,3.2502,0
09akcdeCiV2jIl6x9WpmxA,0.751,0.702,9,-4.382,0,0.0515,0.0931,0.0,0.141,0.851,120.048,4,3.283333333333333,1
5tlu2nA8GxkDx8UTKG1rLV,0.586,0.54,0,-5.761,1,0.0255,0.192,0.0,0.127,0.162,82.156,4,4.205033333333334,0
10Ne4NBpHuzqkVAh8SYpz2,0.792,0.698,11,-7.797,1,0.031,0.295,0.000318,0.31,0.476,114.012,4,4.483333333333333,1
7BXAjKfpVNGNTpV6XLVKqo,0.75,0.588,1,-6.633,1,0.0819,0.539,6.1e-05,0.0898,0.2,136.03,4,2.6666666666666665,1
2NinkCNRMUA5PNu7B5Oxax,0.45,0.417,6,-11.013,1,0.0293,0.665,0.131,0.156,0.759,156.224,4,3.0148333333333333,0
7bZP1hWx4jVnRUr0FgZ4nR,0.529,0.0759,2,-17.689,1,0.0331,0.656,0.0,0.156,0.353,139.683,3,3.6857166666666665,0
1Rqxr5PqabCXiC9fsG2TKH,0.48,0.231,8,-14.54,1,0.047,0.778,0.0,0.103,0.35,77.697,4,4.018,0
3PiLfzEXHrvT1oJKR8PAJt,0.559,0.535,3,-8.136,0,0.274,0.337,0.0,0.105,0.62,96.989,4,4.244883333333333,1
11byn9E2NCI65biHtKOLG2,0.928,0.692,1,-5.931,1,0.0538,0.00531,0.000145,0.0942,0.199,129.995,4,4.4305,1
3Kd6Wp3lG5HXMB2dlvuy7y,0.802,0.82,10,-5.969,0,0.146,0.0579,0.0,0.149,0.613,164.005,4,2.8699333333333334,1
6u8hSdYZxbK5EczDPRIXXf,0.814,0.635,7,-6.609,0,0.0809,0.0935,0.0,0.0892,0.784,87.581,4,3.346233333333333,1
0CrQOzVmcdQ4xHfGQeBRGy,0.913,0.463,9,-11.797,1,0.36,0.0066,0.00154,0.105,0.337,144.007,4,3.7973333333333334,1
1LxKKYsJNPeBdOwdudsJzv,0.776,0.662,1,-7.016,0,0.0489,0.00157,2.1e-05,0.0887,0.324,152.927,4,3.04555,1
0TFVOjSvPTjFHkiZZekK5k,0.964,0.555,5,-6.245,0,0.0499,0.0301,0.000567,0.128,0.338,130.017,4,3.6376833333333334,2
2Y43TDqgnRgVZA7RxtxEV1,0.896,0.615,6,-9.326,0,0.326,0.293,0.0,0.122,0.89,140.04,4,3.2296,1
1POAx4NMLOBPVKZUSsBh92,0.831,0.665,1,-3.627,0,0.0711,0.149,0.0,0.0636,0.663,129.989,4,3.9793333333333334,1
0kyLcWWUVBShK8wTCUQk9D,0.759,0.564,11,-6.873,0,0.263,0.0164,0.0,0.241,0.475,94.996,4,3.751,1
0Bi1amRigSOIzLc21hOH6p,0.874,0.712,11,-5.667,0,0.0315,0.0283,0.0887,0.0824,0.585,106.021,4,3.6105833333333335,1
2qLn0bnOh0QP6KCDqD03fE,0.688,0.738,0,-6.609,1,0.315,0.102,0.0,0.327,0.716,161.94,4,3.228483333333333,1
6ho88pvz4c8WCSFbdVXNia,0.924,0.567,5,-5.009,1,0.0961,0.00169,0.0,0.0898,0.827,146.976,4,3.526466666666667,1
4kYYdlQLMk5xm7UHxZrrQa,0.634,0.671,1,-5.57,1,0.33,0.094,0.0,0.0498,0.75,122.482,5,3.56955,1
0RZXNlGPvfMo54fd6uCvAT,0.865,0.844,8,-4.946,1,0.311,0.0582,0.0,0.373,0.755,150.09,4,3.4186666666666667,1
17Rcrd4ARqY9CkQGUFPhJS,0.887,0.438,1,-7.215,1,0.114,0.00488,0.0228,0.147,0.547,98.022,4,2.6510833333333332,1
53DB6LJV9B8sz0p1s6tlGS,0.523,0.805,3,-5.473,1,0.192,0.0524,0.0,0.0914,0.602,125.358,5,3.7962166666666666,2
28r8mD037GEBPG5a65YdDQ,0.623,0.947,1,-3.347,1,0.25,0.00598,0.788,0.279,0.457,164.029,4,3.568966666666667,1
0nhVrTiCGiGRCoZOJiWzm1,0.814,0.743,9,-2.968,1,0.159,0.152,0.0,0.163,0.367,107.996,4,3.57645,1
3BFrR2hemusNSuiuNWXUqO,0.725,0.552,11,-7.369,0,0.0475,0.15,0.0,0.214,0.582,111.996,4,4.858333333333333,1
0ORPtlRSmDasaKqmgnuMbC,0.86,0.725,9,-5.664,1,0.107,0.373,0.0,0.104,0.627,132.036,4,3.7691166666666667,1
4QIyEq7TcTdAcxjI2AFlAK,0.931,0.387,1,-9.127,1,0.412,0.088,0.0,0.136,0.376,125.978,4,2.990083333333333,1
4Xp4BzZc6optsFozG6HTrg,0.613,0.576,3,-8.927,0,0.0522,0.00994,0.0,0.522,0.234,119.016,4,3.8521833333333335,1
0BU7nIcCZxYSE0hYcc5oZz,0.664,0.704,8,-6.859,0,0.0974,0.0233,0.0,0.112,0.633,147.067,4,3.272266666666667,1
1wa6QQsdSE3X2GbRljGpFk,0.715,0.574,7,-6.236,1,0.0817,0.373,0.0,0.174,0.337,157.0,4,3.061716666666667,1
3nw9J97nUugT84SIJdjhAV,0.709,0.638,1,-4.3,1,0.0405,0.0649,0.0,0.0969,0.468,141.994,4,4.068883333333333,1
5UPNBWFU2TEf9kauIITfBs,0.77,0.69,1,-5.565,1,0.136,0.265,0.0,0.128,0.732,103.035,4,2.9751166666666666,1
6B8pOvEZg9L1CamPMZ5OK2,0.769,0.558,1,-6.526,1,0.344,0.0227,0.0,0.0803,0.771,179.993,3,4.0375,1
0hy1SOTEn9ifXTzOwnCwEr,0.589,0.658,11,-5.288,0,0.203,0.0242,0.0,0.118,0.251,77.521,4,3.7328833333333336,1
0eJOr5krUsBTTgeytfXekh,0.479,0.433,0,-6.878,0,0.0455,0.164,0.0,0.0732,0.324,58.396,4,3.738,0
0zor3Hre5d5bgHGpbZHNw4,0.886,0.225,4,-11.437,1,0.457,0.676,0.0,0.0938,0.387,120.1,4,3.533333333333333,0
06GZKoIc7zwrJQCZQGyT0Y,0.869,0.572,5,-6.955,0,0.19,0.0121,0.0,0.133,0.553,133.793,4,3.82645,1
2CJtimCSGAn8x6RE3irZFV,0.552,0.871,3,-7.678,0,0.0389,0.195,0.0,0.146,0.69,157.102,4,3.60845,1
1ZV7fPAf98E8sdiZQcBdid,0.668,0.651,1,-5.596,1,0.041,0.243,0.0,0.332,0.795,144.025,4,3.6854,1
0pEkK8MqbmGSX7fT8WLMbR,0.722,0.565,4,-5.848,1,0.0335,0.435,0.0,0.165,0.488,104.483,4,3.0943,1
3n1HsYVwX6qMvihf5uZDKs,0.682,0.694,2,-5.866,0,0.0391,0.232,1.5e-05,0.0736,0.237,101.983,4,3.1094833333333334,1
5ZzjNL4J31lqU853Un7T3f,0.363,0.735,1,-3.857,1,0.0428,0.0014,0.000119,0.13,0.0721,145.556,4,4.9315,2
7AvprzMsRJpybaalckaT8c,0.621,0.695,4,-5.124,1,0.0911,0.00584,0.0,0.086,0.298,173.966,4,2.2734666666666667,1
4EaBMhUIOfnFEbIgqCfKbi,0.444,0.608,2,-12.175,0,0.0532,0.168,3.36e-06,0.118,0.354,119.985,4,3.6022166666666666,1
432X5dAW1Xm5bVnVpgEtYk,0.251,0.73,4,-8.529,1,0.0768,0.126,0.886,0.11,0.0803,93.703,3,3.498083333333333,1
43aktSsHN3Pgu0dzw3BS5W,0.687,0.588,7,-8.861,1,0.0374,0.00104,0.00244,0.124,0.407,114.874,4,2.66315,1
0XoDcV08iB5T3XFbXfAghf,0.716,0.558,8,-9.013,1,0.392,0.14,1.2e-05,0.0712,0.661,169.741,4,2.3529333333333335,1
1JiTWss0EJ3u084OucEvMS,0.804,0.895,2,-5.853,1,0.0351,0.00204,6.4e-06,0.264,0.835,119.968,4,2.801616666666667,1
7eYhN6ciVsXBfb7kVjmvgt,0.86,0.708,2,-10.589,1,0.29,0.295,1.88e-05,0.355,0.771,158.424,4,4.106883333333333,1
1nZ2TI2hNPGDYyesyaaASn,0.429,0.971,4,-3.568,1,0.0738,0.0223,0.00106,0.365,0.559,93.724,4,5.37045,2
