video_id,comment_count,like_count,view_count,rate_v_c,rate_v_l,rate_c_l,outlier,comment_bin,like_bin,view_bin
bwe8ycrMX2w,92,1545,188987,-0.045,-0.037,-0.039,1,3,3,2
jAnzlpPuIDU,147,6406,237795,-0.048,-0.037,-0.039,1,3,3,2
luwAMFcc2f8,26199,1114442,227776349,-0.011,-0.036,-0.039,1,2,3,2
iy4mXZN1Zzk,34225,1465133,365736062,-0.0,-0.036,-0.039,1,2,2,2
JtZ0yctlRdE,149,1100,266576,-0.047,-0.036,-0.039,1,2,3,2
sVaRHJn_dgM,7311,264212,78637078,-0.0,-0.036,-0.039,1,0,1,1
gtOV7bp-gys,43945,767052,107498976,-0.043,-0.037,-0.039,1,1,1,2
ymPu2PdLW3I,3796,98226,23753283,-0.023,-0.036,-0.039,1,1,1,1
f43nR8Wu_1Y,6867,297586,46800398,-0.021,-0.037,-0.039,1,0,0,0
X4BTaYbsX-s,1839,27744,2437064,-0.049,-0.037,-0.039,1,1,1,1
ULTtWUZhD9c,10082,393860,95583802,-0.007,-0.036,-0.039,1,4,4,4
gY2ekm_krNU,2991,88839,27479777,-0.008,-0.036,-0.039,1,4,4,3
mcdO9UP0hp8,6925,2412713,122697212,0.036,-0.037,-0.039,1,4,4,4
bjjc59FgUpg,5785,123753,12626531,-0.045,-0.037,-0.039,1,4,3,3
EwqNIMlmkzs,1344,76762,2740248,-0.045,-0.037,-0.039,1,2,2,2
YA2h9PrIUxs,2132,65401,9456941,-0.033,-0.037,-0.039,1,3,3,3
zgwdQVHpAR0,1203,259951,10155321,-0.012,-0.037,-0.039,1,2,2,1
MF-6mBuSGos,604,38140,2017403,-0.039,-0.037,-0.039,1,3,3,2
O_0y2zojGG4,57,1460,32294,-0.053,-0.037,-0.039,1,3,3,3
lCskw1901a0,173,7588,745614,-0.034,-0.037,-0.039,1,0,0,0
YNSxNsr4wmA,37796,1925515,461573736,0.008,-0.036,-0.039,1,4,4,4
W7FfCJb8JZQ,14011,438944,64849715,-0.032,-0.037,-0.039,1,4,4,4
GSoQDaXh144,10154,357001,40423973,-0.035,-0.037,-0.039,1,4,4,4
p32T8Re1sTs,1934,73272,3090721,-0.048,-0.037,-0.039,1,2,2,2
un3NkWnHl9Q,6078,167844,14095363,-0.044,-0.037,-0.039,1,4,4,4
GDtn_FtU614,20971,580953,77051955,-0.037,-0.037,-0.039,1,2,2,2
rPC1g9oe2_8,641,22240,641008,-0.051,-0.037,-0.039,1,3,3,3
o4ZUaxyPoZ8,7414,207142,29021786,-0.036,-0.037,-0.039,1,0,0,1
94Ye-3C1FC8,8694,146661,19196853,-0.045,-0.037,-0.039,1,4,3,4
kt0g4dWxEBo,87014,2581720,524698170,-0.025,-0.036,-0.039,1,0,1,1
cdDPR8GzXy8,6291,134458,11337365,-0.047,-0.037,-0.039,1,2,2,2
KY4KKMAVXQI,26,1758,113443,-0.034,-0.037,-0.039,1,1,2,2
L2IJzVAOvaU,2953,75726,3083546,-0.051,-0.037,-0.039,1,3,2,3
BPJIQhjzR7g,1332,32772,2684506,-0.046,-0.037,-0.039,1,1,1,1
ZuAYkY2tCWY,142,6533,628322,-0.033,-0.037,-0.039,1,3,3,4
aSHkH_uMmtY,152,12420,899424,-0.025,-0.037,-0.039,1,2,1,1
LdA2wQXrsfY,4,375,23067,-0.032,-0.037,-0.039,1,0,2,1
3svS8Nk6-Jk,232,13558,807845,-0.038,-0.037,-0.039,1,3,2,3
0A0d5f1eNhQ,10473,261967,29044127,-0.042,-0.037,-0.039,1,2,2,2
4BxQTO8m0r4,100,1509,438068,-0.033,-0.036,-0.039,1,1,0,1
980Fscw8l4E,700,18357,2988293,-0.034,-0.037,-0.039,1,1,1,1
BQAKKp6ziD0,4992,265135,66742915,0.014,-0.036,-0.039,1,1,2,2
0ITLTAyrP10,3727,139389,26439761,-0.019,-0.036,-0.039,1,2,1,1
JHbWh-SfOtg,369,5973,440495,-0.05,-0.037,-0.039,1,4,4,4
1hIJ04uhgWE,828,16303,1056634,-0.049,-0.037,-0.039,1,4,4,4
Yyfmf-NEZbI,5385,157837,62722038,0.005,-0.036,-0.039,1,3,3,3
MzNZ_V-z56Q,2315,96278,25601467,0.002,-0.036,-0.039,1,2,3,3
HgHVmEdht8Q,365,5231,284501,-0.052,-0.037,-0.039,1,0,0,0
zzIOxHIZEis,15614,535216,32769004,-0.045,-0.037,-0.039,1,1,1,1
O0zLjWKm2Xw,188,6531,663197,-0.038,-0.037,-0.039,1,2,2,2
assAUpGWKdE,1573,46229,5108713,-0.039,-0.037,-0.039,1,4,4,4
oKws4X4g_Rc,678,31241,3033079,-0.033,-0.037,-0.039,1,4,4,4
i7cEs-1qK5k,8216,176036,49467190,-0.025,-0.036,-0.039,1,4,4,4
IjTktzqfD0o,69,908,236196,-0.038,-0.036,-0.039,1,3,3,3
AZkpKxMPFO0,790,43137,5348307,-0.021,-0.037,-0.039,1,3,3,2
6APwbvmA-CM,126,3060,253392,-0.046,-0.037,-0.039,1,1,1,1
BVHZOMLdupg,174,19654,4144118,0.067,-0.036,-0.039,1,3,3,3
8FuXcgWy97Y,626,27777,5239489,-0.013,-0.036,-0.039,1,2,3,2
JTeKpWp8Psw,8592,305823,20845844,-0.043,-0.037,-0.039,1,3,4,4
KQT32vW61eI,4999,211007,9964787,-0.046,-0.037,-0.039,1,4,4,4
IDgR3FNlsUM,4464,236807,18939800,-0.034,-0.037,-0.039,1,4,4,4
dsGODTySH0E,3250,82247,8855847,-0.042,-0.037,-0.039,1,4,4,4
lJJT00wqlOo,4304,168602,18916567,-0.033,-0.037,-0.039,1,4,4,4
UEBPTUbpLoY,79,27202,1925860,0.069,-0.037,-0.039,1,4,4,4
adKEqin5SoI,1093,52267,7620167,-0.02,-0.037,-0.039,1,4,4,4
U_paxKhWy3o,319,11630,1256392,-0.036,-0.037,-0.039,1,3,3,3
KFrG6S0GnhU,69,1324,234124,-0.039,-0.037,-0.039,1,4,4,4
8foWYFO5eLA,551,25872,1208522,-0.045,-0.037,-0.039,1,0,0,0
TvnYmWpD_T8,61023,1328670,245736677,-0.035,-0.036,-0.039,1,3,3,3
H9tEvfIsDyo,16247,563682,69581254,-0.034,-0.037,-0.039,1,3,2,3
UG3VcCAlUgE,22148,758831,94380179,-0.034,-0.037,-0.039,1,3,3,4
l7vRSu_wsNc,18918,382667,63114274,-0.039,-0.037,-0.039,1,2,2,2
aXJhDltzYVQ,7938,213797,27193994,-0.038,-0.037,-0.039,1,1,1,1
FuXbKLiW1UI,4404,114153,11040636,-0.043,-0.037,-0.039,1,3,3,4
rblt2EtFfC4,11972,221959,28900824,-0.043,-0.037,-0.039,1,4,4,4
SVEFRQavTNI,2943,55789,6566574,-0.044,-0.037,-0.039,1,4,4,4
Rp8WL621uGM,9677,200581,19127914,-0.046,-0.037,-0.039,1,4,4,4
v0KpfrJE4zw,13131,254668,39824550,-0.04,-0.037,-0.039,1,4,4,4
DrtgtHOrP94,76,1405,91364,-0.05,-0.037,-0.039,1,3,3,3
FYGTT7YhywA,15788,679279,97234990,-0.024,-0.037,-0.039,1,3,3,3
16y1AkoZkmQ,137559,3877455,498360241,-0.037,-0.037,-0.039,1,4,3,4
l3QxT-w3WMo,28254,1076900,220161677,-0.015,-0.036,-0.039,1,4,4,4
S-u6qdeaPoE,2040,81417,8689033,-0.034,-0.037,-0.039,1,2,3,2
9c5yPIQ3LQI,47291,1522877,316426846,-0.021,-0.036,-0.039,1,4,4,4
cmm1gt_2SkQ,4015,116315,15362139,-0.036,-0.037,-0.039,1,1,0,1
hBP9txbREWI,8214,412718,80045578,-0.005,-0.036,-0.039,1,3,4,4
ZaWCepCWDyY,229,9398,1285324,-0.027,-0.037,-0.039,1,3,3,4
R7f189Z0v0Y,23004,482043,94531317,-0.035,-0.036,-0.039,1,0,0,0
u8Q0sX2cv-Q,167,29236,5334458,0.109,-0.037,-0.039,1,0,0,0
JA644rSZX1A,3911,114827,21890466,-0.027,-0.036,-0.039,1,1,1,1
Gdlyi5mckg0,1642,64061,13463244,-0.013,-0.036,-0.039,1,1,1,1
UoKvUYbGu7A,6515,149000,27428638,-0.034,-0.036,-0.039,1,2,2,3
jU4caMqKssg,1074,24310,3584725,-0.039,-0.037,-0.039,1,0,0,0
UfmkgQRmmeE,12294,465927,100996692,-0.013,-0.036,-0.039,1,0,0,0
syIUmrSJWAU,1688,47834,5618977,-0.039,-0.037,-0.039,1,0,0,1
OIaKy1vM9hs,252,59245,5019391,0.047,-0.037,-0.039,1,2,2,3
3UUWkr4FUlo,5014,146288,26839289,-0.028,-0.036,-0.039,1,2,2,2
J789GId1kaY,4534,77047,12682522,-0.041,-0.037,-0.039,1,2,2,3
pN06X_IEIVA,371,8066,1095766,-0.041,-0.037,-0.039,1,2,3,3
VX2_HahKoe4,1396,27153,5494408,-0.036,-0.036,-0.039,1,2,2,3
AYqJtqyeilE,760,74942,9084132,0.006,-0.037,-0.039,1,2,2,2
FnVnIKTWhNs,2229,41838,6068643,-0.042,-0.037,-0.039,1,1,1,1
T6QKqFPRZSA,23159,1146348,170856034,-0.018,-0.037,-0.039,1,1,1,1
cE-bnWqLqxE,22903,803467,135361979,-0.025,-0.037,-0.039,1,0,0,0
wVzvXW9bo5U,6556,393882,52292912,-0.014,-0.037,-0.039,1,1,1,1
5aDIqM0n0Eg,4136,164112,26200497,-0.023,-0.037,-0.039,1,3,2,2
yW-0n8okPRk,59,1026,34592,-0.053,-0.037,-0.039,1,0,0,0
7siVSslHPMQ,1238,20960,3249785,-0.042,-0.037,-0.039,1,0,0,0
fse2hyTvMy0,2227,70764,8264991,-0.037,-0.037,-0.039,1,0,0,0
55sOQtVd2uA,21297,1187724,159927158,-0.017,-0.037,-0.039,1,4,4,4
HMUDVMiITOU,401723,10432410,1174993039,-0.041,-0.037,-0.039,1,3,3,3
AoA-ByjIf2M,16174,704013,113764641,-0.019,-0.037,-0.039,1,3,3,3
WPbNGIh4Buc,5204,440873,34148997,-0.022,-0.037,-0.039,1,3,4,3
1HNO268ry3E,8872,184747,16666656,-0.046,-0.037,-0.039,1,3,3,3
30RJIwwH2Zg,314,24256,2655591,-0.012,-0.037,-0.039,1,3,2,1
041h-1_5yfo,6274,198139,34932663,-0.027,-0.037,-0.039,1,2,2,1
PGUX7cIMwoM,3186,161052,22855427,-0.019,-0.037,-0.039,1,0,1,1
z2pg6Cno26Y,11948,1490223,163740364,0.015,-0.037,-0.039,1,0,0,0
uMrN1W4ryoE,35626,1312843,382019569,-0.0,-0.036,-0.039,1,0,0,0
KYZlT2iYRh8,43359,1445934,410625029,-0.007,-0.036,-0.039,1,0,0,0
C8FQ4wQXyaE,17236,719947,159477059,-0.008,-0.036,-0.039,1,0,0,0
VkuRIZ7QyDM,25665,788972,165055908,-0.023,-0.036,-0.039,1,1,1,1
YkVbgpXXR0M,20834,716710,183285841,-0.01,-0.036,-0.039,1,1,1,1
ODsqyfI5R28,23323,770353,239545921,-0.003,-0.036,-0.039,1,1,1,1
iZ9dkLr5Kv0,5486,252472,35712498,-0.022,-0.037,-0.039,1,0,0,0
JW5UEW2kYvc,19369,848765,171023418,-0.01,-0.036,-0.039,1,4,4,4
WGtN5TU3RnE,15,220,14562,-0.051,-0.037,-0.039,1,2,2,2
Eo2OIUpWznY,6963,367425,81909940,0.005,-0.036,-0.039,1,3,4,4
dQe3DKDQRRs,5614,151321,39380971,-0.02,-0.036,-0.039,1,3,4,4
BPCjC543llU,10310,318188,87352998,-0.012,-0.036,-0.039,1,4,4,4
RMDq-MnpbTo,1777,80556,17426923,-0.005,-0.036,-0.039,1,0,0,0
UKCSaLrCk6A,1032,40508,4396794,-0.034,-0.037,-0.039,1,3,3,4
JnX2BoZE9w4,12914,446170,89488771,-0.02,-0.036,-0.039,1,3,3,4
TTA2buWlNyM,45948,1181618,266523131,-0.026,-0.036,-0.039,1,2,2,2
sQgd6MccwZc,44792,1810198,366367556,-0.013,-0.036,-0.039,1,3,3,3
NiF6-0UTqtc,24941,1052232,113440848,-0.032,-0.037,-0.039,1,3,3,3
Wmc8bQoL-J0,30583,1238253,184720005,-0.025,-0.037,-0.039,1,0,2,1
Vjw92oUduEM,6439,236315,52142212,-0.014,-0.036,-0.039,1,2,3,3
0lPQZni7I18,11324,436588,77173617,-0.021,-0.037,-0.039,1,2,1,1
IyYnnUcgeMc,16743,495749,117436866,-0.02,-0.036,-0.039,1,0,0,0
AqeIiF0DlTg,18066,662077,134879061,-0.017,-0.036,-0.039,1,1,2,2
MKdndMXIVXw,4242,172632,16455202,-0.036,-0.037,-0.039,1,3,3,3
qFJ3VKnwmJw,28501,1134481,245224692,-0.011,-0.036,-0.039,1,3,2,3
DypySFBPuH8,360,7212,1336538,-0.037,-0.036,-0.039,1,2,1,2
IOL6zjvq-RI,12585,661424,266142593,0.054,-0.036,-0.039,1,3,3,3
jO5CV3IKAMk,6551,329889,130646067,0.048,-0.036,-0.039,1,3,3,3
2uJWTRgeuqk,78,2088,214417,-0.042,-0.037,-0.039,1,3,2,2
ph8dd2ZuoSE,5,221,23266,-0.036,-0.037,-0.039,1,4,3,3
RaTD9tfIr-w,338,11850,5832264,0.034,-0.036,-0.039,1,3,2,2
AsnFvucYmks,499,32789,6950184,0.016,-0.036,-0.039,1,2,2,3
VHkOQTMw9F8,2291,82649,44415896,0.045,-0.036,-0.039,1,1,2,2
_L7zhVcRhCI,75,2374,294027,-0.036,-0.037,-0.039,1,3,4,4
ixkwNxyGpGU,47,786,78533,-0.048,-0.037,-0.039,1,4,4,4
2iQmpE8ZjEs,113,6848,1456352,0.011,-0.036,-0.039,1,2,2,2
9dxmXpcK4c8,3708,133852,30681188,-0.013,-0.036,-0.039,1,3,3,3
cKaZCCFM6NA,2641,71743,14522297,-0.027,-0.036,-0.039,1,1,1,1
kF5dQugED-M,863,70024,21507798,0.074,-0.036,-0.039,1,1,2,2
1pr7Fv-9Z3I,4468,152328,53509123,0.006,-0.036,-0.039,1,3,3,3
secbA0q5sxw,4520,180368,73977081,0.029,-0.036,-0.039,1,2,2,3
CJ1ohrYuAxI,4201,145333,32887829,-0.015,-0.036,-0.039,1,2,2,2
drp1-0uFpLw,2173,78770,8405980,-0.036,-0.037,-0.039,1,0,0,0
DSHGd4lmLd4,351,20602,2887274,-0.013,-0.037,-0.039,1,3,3,4
qTS-wuJpEl4,595,52180,2257019,-0.036,-0.037,-0.039,1,3,3,3
VfJoq2gjeyU,231,6470,818183,-0.038,-0.037,-0.039,1,3,4,4
4rm7ODV1S_0,589,13902,1511770,-0.043,-0.037,-0.039,1,0,0,0
BGLR25EJtfE,5338,140286,14832426,-0.042,-0.037,-0.039,1,1,1,1
v7LEF_b9B24,68,1509,229410,-0.039,-0.037,-0.039,1,1,1,2
michAPcdOck,55,1516,109132,-0.046,-0.037,-0.039,1,3,3,2
yUnKnpCh67A,4,52,6201,-0.05,-0.037,-0.039,1,4,4,4
gUPrnu3BEU8,26352,1148852,207765062,-0.015,-0.037,-0.039,1,3,3,3
o4_DFoOtvfA,8920,349459,60663862,-0.021,-0.037,-0.039,1,3,3,2
QThbui6twrI,8543,455156,70726251,-0.013,-0.037,-0.039,1,0,0,1
0svu_lMdkRQ,8487,507579,81648764,-0.006,-0.037,-0.039,1,3,3,4
MrCsubL_OSQ,10545,402273,77016172,-0.018,-0.036,-0.039,1,4,4,4
fwzyGgH0t84,6090,141219,5649260,-0.051,-0.037,-0.039,1,4,4,4
z6uCSmRw1is,3487,112454,6653556,-0.046,-0.037,-0.039,1,3,3,3
SFGC_YgeQ5w,1077,21756,3059211,-0.041,-0.037,-0.039,1,2,2,2
oZ5cmrz-mrU,270,9751,1919629,-0.019,-0.036,-0.039,1,2,2,1
fJJUI8z2u2c,10,262,26446,-0.044,-0.037,-0.039,1,4,4,4
lYhVvT7fLVY,19,2847,191745,-0.006,-0.037,-0.039,1,3,3,2
94t-kNqOQu8,106,3023,498702,-0.032,-0.037,-0.039,1,1,1,2
A19QNu1KDts,3,34,3490,-0.052,-0.037,-0.039,1,2,3,1
K_r_2KRUvis,455,13006,2076650,-0.032,-0.037,-0.039,1,4,4,3
saQu2YKIs9M,1218,28149,2409125,-0.046,-0.037,-0.039,1,3,3,3
9SeDGvfR0HU,1250,18788,4011036,-0.039,-0.036,-0.039,1,0,0,0
kU3mwbMbVs8,46,526,62839,-0.049,-0.037,-0.039,1,1,2,2
taENjQXJbl8,35679,1153233,360034718,-0.003,-0.036,-0.039,1,2,3,2
XTY2XQyjDXw,1932,86463,20934839,0.0,-0.036,-0.039,1,1,1,1
T5gGDtW9l2Y,13934,563645,209845709,0.022,-0.036,-0.039,1,0,0,0
3tSz1I1XogE,14687,625835,229256303,0.025,-0.036,-0.039,1,2,2,2
zr-J6NgDqiQ,24130,684764,143031568,-0.025,-0.036,-0.039,1,3,3,3
lB-NKJkp6r0,69,2416,220142,-0.04,-0.037,-0.039,1,3,3,3
ODTgHFEdYcA,9794,356952,113914910,0.005,-0.036,-0.039,1,1,1,1
Fo2oxhPnrBQ,11136,340034,137547588,0.008,-0.036,-0.039,1,3,3,3
rgwaxMc5XGA,36498,953179,309892148,-0.012,-0.036,-0.039,1,1,1,1
SGg3vMzIg5w,3117,135253,22335728,-0.019,-0.037,-0.039,1,3,3,3
WCYy8jpp7R8,8764,348531,51473644,-0.025,-0.037,-0.039,1,4,4,4
T0BlXy3Roj4,6896,202678,27913851,-0.035,-0.037,-0.039,1,4,4,4
abJeoBXixsk,176,88631,4257452,0.069,-0.037,-0.039,1,4,4,4
6kGIeBMbX9Y,4042,221359,29415191,-0.018,-0.037,-0.039,1,3,3,4
ddhySewekDc,2072,48142,2904701,-0.049,-0.037,-0.039,1,2,2,3
mIoyj5FooTA,16,457,23554,-0.049,-0.037,-0.039,1,3,3,3
R-oHMO6054o,1243,128621,14486282,0.005,-0.037,-0.039,1,2,2,3
DaRG0ukxYqQ,5067,181347,31106941,-0.024,-0.037,-0.039,1,3,3,3
EO4r_SV6bbA,5238,139113,41714292,-0.015,-0.036,-0.039,1,0,0,0
3_961n_y4TA,4932,47579,7494572,-0.048,-0.037,-0.039,1,4,4,4
Eg6gKLXA30U,14294,264003,67992811,-0.031,-0.036,-0.039,1,3,3,4
-aW8x1jTA2U,11975,285677,60911508,-0.03,-0.036,-0.039,1,2,2,1
H7mxXm0Avts,5183,97809,15340607,-0.041,-0.037,-0.039,1,2,2,2
5k5P_Eqy4xo,19067,243026,39499808,-0.045,-0.037,-0.039,1,3,3,3
g1vCetSh7js,5263,109555,18224618,-0.038,-0.037,-0.039,1,1,1,1
qol0bBbcm44,5656,212908,50020869,-0.01,-0.036,-0.039,1,2,2,2
PAavIWxlvUo,2068,108274,25108229,0.007,-0.036,-0.039,1,3,4,4
2hPNYeXf-AY,1438,86001,19947355,0.016,-0.036,-0.039,1,2,2,2
5BQQM4uvRkw,13690,818137,90762800,-0.022,-0.037,-0.039,1,1,1,1
nWxGhq_lBII,25365,617073,106891929,-0.034,-0.037,-0.039,1,4,4,4
6B2jvf81LxE,2220,142035,17204876,-0.016,-0.037,-0.039,1,4,4,4
uxb-TMoqb9k,7697,322793,76705358,-0.004,-0.036,-0.039,1,3,3,3
KELGiC7SuFM,471,24425,2834070,-0.025,-0.037,-0.039,1,1,1,1
FNLrzbv0Vdg,1437,99296,17771036,0.008,-0.037,-0.039,1,3,3,3
QvMXKP1awYM,5023,252802,40294103,-0.014,-0.037,-0.039,1,4,4,4
yJF9Fs4IFb0,5576,452809,61218532,0.001,-0.037,-0.039,1,2,2,2
0Olv8zM_rps,2707,137639,26965301,-0.004,-0.036,-0.039,1,4,3,3
If03cN1MPLc,2832,102372,18284204,-0.022,-0.037,-0.039,1,3,3,3
Mzayp5pa-js,70,1925,156329,-0.045,-0.037,-0.039,1,1,2,1
mQWOAjSffHI,8138,494447,142596337,0.035,-0.036,-0.039,1,4,4,4
x97mC5LnuLk,5096,286634,50209410,-0.005,-0.037,-0.039,1,2,3,2
qXa8LjXNshs,15228,831482,380034962,0.074,-0.036,-0.039,1,4,4,4
8Fc93j6L-xc,42,1228,122297,-0.041,-0.037,-0.039,1,3,3,2
isxFPAxmJXs,799,50166,6675044,-0.013,-0.037,-0.039,1,4,4,4
0MlDf2EL8WY,537,11582,7095158,0.013,-0.036,-0.039,1,3,3,3
l8jcSwlh7bo,11718,409662,7516838,-0.053,-0.037,-0.039,1,3,2,2
nsMhMQfD0V0,21698,703501,85492410,-0.036,-0.037,-0.039,1,3,3,4
B5S2xQU4BQk,13166,418335,41600345,-0.04,-0.037,-0.039,1,4,4,3
i9FEct8dCso,9454,240677,19453129,-0.045,-0.037,-0.039,1,3,3,2
Gx5kMtPDS6Q,25,7655,1338095,0.212,-0.037,-0.039,1,3,2,2
TIOZUdc0aL8,9475,425067,85651464,-0.009,-0.036,-0.039,1,4,4,4
sqmNziU3OxQ,38553,3765475,387308063,-0.004,-0.037,-0.039,1,0,0,0
AETFvQonfV8,1815364,14660585,3470378145,-0.046,-0.036,-0.039,1,1,1,0
vSYI6ZrkE80,5357,198464,27403230,-0.029,-0.037,-0.039,1,1,0,1
IA_vOF1ia-0,2496,76929,7501751,-0.04,-0.037,-0.039,1,2,2,2
uknl5lNwtnk,2336,62559,5253151,-0.044,-0.037,-0.039,1,0,0,0
LoPf32nKYb8,23519,696033,149841433,-0.023,-0.036,-0.039,1,0,0,0
8YdXb2SgUFY,7280,239894,15061884,-0.045,-0.037,-0.039,1,3,3,3
Vuxm2oXIEys,1011,42117,10044801,-0.004,-0.036,-0.039,1,3,3,3
Co4sO54lhkA,4426,226701,6743690,-0.048,-0.037,-0.039,1,1,1,1
5yjy7djTUDc,20196,703981,81417319,-0.035,-0.037,-0.039,1,0,1,0
yCKO5KUDcVs,6695,321034,47686989,-0.019,-0.037,-0.039,1,0,0,0
Rl_4Pmc7HFU,61,1758,76911,-0.05,-0.037,-0.039,1,4,3,3
YDaOQz6-nrA,1177,99783,18370007,0.025,-0.036,-0.039,1,0,0,0
5X0g9AtOW70,3790,179037,15050354,-0.035,-0.037,-0.039,1,4,4,4
EAZWMccdCHY,348,20352,1129142,-0.039,-0.037,-0.039,1,4,4,4
6fB4ybbwDHc,105,4340,276330,-0.042,-0.037,-0.039,1,4,4,4
2TjFkVWi1ko,2031,76009,15673221,-0.016,-0.036,-0.039,1,4,3,3
FzLpP8VBC6E,13397,341801,76015520,-0.026,-0.036,-0.039,1,3,3,3
2R0uOHTEFJE,5532,181023,32232517,-0.026,-0.037,-0.039,1,4,3,3
93iK4wNij8E,8400,304281,62613911,-0.017,-0.036,-0.039,1,3,2,2
5eOZMH8hZJk,525,19006,1824278,-0.038,-0.037,-0.039,1,2,2,2
eG5Zx7qq2C4,10778,383538,61436212,-0.026,-0.037,-0.039,1,1,0,1
8HyuVJZe5Xk,358,24199,6263981,0.035,-0.036,-0.039,1,3,2,2
fnGxSyeh8YQ,5689,233628,34444881,-0.025,-0.037,-0.039,1,4,4,4
xPU8OAjjS4k,38143,1744957,425744192,0.002,-0.036,-0.039,1,2,1,1
kPBzTxZQG5Q,102134,3915584,813842647,-0.015,-0.036,-0.039,1,3,2,2
pFq1eT9tMJ4,21209,866743,163335073,-0.016,-0.036,-0.039,1,0,0,0
qpfhcljJ9bQ,12402,339708,87226491,-0.019,-0.036,-0.039,1,2,2,1
HHpMtWtgUvc,3958,135848,27746449,-0.02,-0.036,-0.039,1,0,0,0
2Ui_Q4qBDJY,7289,215618,43956058,-0.025,-0.036,-0.039,1,0,0,0
DDK5qGlLT8s,4954,130850,28785017,-0.026,-0.036,-0.039,1,0,0,1
thc1MtNagC8,6215,185288,41605205,-0.021,-0.036,-0.039,1,1,0,0
LTPkBMt_1ko,56,1610,251656,-0.033,-0.037,-0.039,1,2,2,2
a_426RiwST8,41901,1033756,155253661,-0.037,-0.037,-0.039,1,4,3,3
6yCIDkFI7ew,13322,396743,86364006,-0.022,-0.036,-0.039,1,0,0,0
KKSmHOUaqaQ,2496,85708,5308248,-0.045,-0.037,-0.039,1,3,3,2
TLSpj7q6_mM,2518,87817,18203503,-0.018,-0.036,-0.039,1,0,0,0
6k8es2BNloE,8775,263913,46933163,-0.028,-0.037,-0.039,1,2,2,1
HpBplqhQTV4,507,23057,4011518,-0.015,-0.037,-0.039,1,1,1,0
JILfwu5AWIQ,3876,105664,14600222,-0.036,-0.037,-0.039,1,3,3,3
mpaPBCBjSVc,8965,545041,89051283,-0.004,-0.037,-0.039,1,2,1,1
trk7P-9QDyc,2843,103417,22329053,-0.015,-0.036,-0.039,1,3,2,1
K12ThB088SA,1197,28538,6639614,-0.027,-0.036,-0.039,1,2,2,2
Ypkv0HeUvTc,81047,1643386,264633510,-0.039,-0.037,-0.039,1,3,3,3
QUvVdTlA23w,97012,2601792,283450120,-0.041,-0.037,-0.039,1,4,4,4
9GFI6Rf-IkI,10758,247381,41636618,-0.036,-0.037,-0.039,1,2,1,2
ivenq27wAF4,645,16155,1397533,-0.045,-0.037,-0.039,1,3,3,3
GKkiCFOE-Ic,9211,210407,31317500,-0.038,-0.037,-0.039,1,0,1,1
4kQMDSw3Aqo,45025,882520,111834096,-0.043,-0.037,-0.039,1,0,0,0
vEc9nXErU-Y,2629,54842,9336990,-0.038,-0.037,-0.039,1,1,1,1
5R682M3ZEyk,26628,483060,81618166,-0.04,-0.037,-0.039,1,1,1,1
qi5nTb-NRFU,12043,343429,48891762,-0.035,-0.037,-0.039,1,1,1,1
WTviW6w_-wI,1616,61008,6881017,-0.034,-0.037,-0.039,1,3,4,4
6Whgn_iE5uc,35835,1697959,346107799,-0.006,-0.036,-0.039,1,1,1,1
9wT1s96JIb0,2987,164727,12171424,-0.035,-0.037,-0.039,1,1,2,2
nPLV7lGbmT4,54355,2612840,533981949,-0.005,-0.036,-0.039,1,2,2,2
J7ATTjg7tpE,5627,177733,16901956,-0.04,-0.037,-0.039,1,2,2,2
t6omUxqhG78,23793,1127188,306064644,0.011,-0.036,-0.039,1,3,3,3
HKLnmMacEB4,11326,330468,59848367,-0.029,-0.037,-0.039,1,1,1,1
DWO_eojWezg,4697,134330,31620675,-0.021,-0.036,-0.039,1,3,3,2
nPauXWjY4T8,5345,139847,21006093,-0.036,-0.037,-0.039,1,1,1,1
fQ9nQNx0KEs,10351,349853,84734934,-0.013,-0.036,-0.039,1,1,1,2
aQUlA8Hcv4s,31682,821695,61825608,-0.046,-0.037,-0.039,1,4,4,4
z9nkzaOPP6g,6683,208745,24304471,-0.037,-0.037,-0.039,1,4,3,4
lvBOZCrJsAI,5774,133266,19269177,-0.039,-0.037,-0.039,1,4,4,4
Up4WjdabA2c,19981,798826,133096613,-0.021,-0.037,-0.039,1,2,2,2
ID5vzXgu1n0,160,2104,137805,-0.052,-0.037,-0.039,1,3,3,2
gIOijJfrHas,365,4841,324480,-0.051,-0.037,-0.039,1,3,4,4
LBtuk4JcYTs,596,9912,638789,-0.05,-0.037,-0.039,1,4,4,4
INOFpALMOAY,581,8843,1061942,-0.047,-0.037,-0.039,1,2,2,2
UkekqVPIc2M,2261,73233,12472476,-0.027,-0.037,-0.039,1,0,0,0
6YoVJJmP_60,213,3583,205728,-0.051,-0.037,-0.039,1,2,1,2
em8H7d5wo0g,28,980,94899,-0.039,-0.037,-0.039,1,2,2,1
cJunCsrhJjg,10553,267132,29729355,-0.041,-0.037,-0.039,1,4,4,4
rXwMrBb2x1Q,8248,292923,36594907,-0.033,-0.037,-0.039,1,4,3,4
r0EMrJTgqgM,1420,27528,2348214,-0.047,-0.037,-0.039,1,3,3,4
0MCCvY2oD2w,273,19368,567084,-0.045,-0.037,-0.039,1,2,2,2
vDo7g8FzRNY,76,1805,229226,-0.041,-0.037,-0.039,1,2,2,2
