,uri,tracks_id,danceability,energy,key,loudness,mode,speechiness,acousticness,intrumentalness,liveness,valence,tempo,duration_ms,time_signature,analysis_url,track_href
741,spotify:track:0mnAmQX1pciMncT2qFCNmK,0mnAmQX1pciMncT2qFCNmK,0.689,0.808,0,-3.28,1,0.0572,0.0721,0.0,0.241,0.674,91.012,207680,4,https://api.spotify.com/v1/audio-analysis/0mnAmQX1pciMncT2qFCNmK,https://api.spotify.com/v1/tracks/0mnAmQX1pciMncT2qFCNmK
742,spotify:track:24Gxm7Eh7tO83E26LG0CsY,24Gxm7Eh7tO83E26LG0CsY,0.581,0.651,7,-5.617,1,0.0392,0.143,1.05e-05,0.107,0.146,151.959,264600,4,https://api.spotify.com/v1/audio-analysis/24Gxm7Eh7tO83E26LG0CsY,https://api.spotify.com/v1/tracks/24Gxm7Eh7tO83E26LG0CsY
743,spotify:track:5adqS3stLaSPAEOszOnpXG,5adqS3stLaSPAEOszOnpXG,0.72,0.909,8,-3.258,0,0.0952,0.0904,0.0,0.137,0.877,91.022,199693,4,https://api.spotify.com/v1/audio-analysis/5adqS3stLaSPAEOszOnpXG,https://api.spotify.com/v1/tracks/5adqS3stLaSPAEOszOnpXG
744,spotify:track:32lm3769IRfcnrQV11LO4E,32lm3769IRfcnrQV11LO4E,0.723,0.777,7,-3.503,1,0.108,0.0426,3.68e-06,0.0451,0.961,91.017,243413,4,https://api.spotify.com/v1/audio-analysis/32lm3769IRfcnrQV11LO4E,https://api.spotify.com/v1/tracks/32lm3769IRfcnrQV11LO4E
745,spotify:track:0tgjnOlps2Hc798rOYGpvi,0tgjnOlps2Hc798rOYGpvi,0.647,0.629,0,-8.041,1,0.0305,0.657,6.46e-05,0.0428,0.457,112.049,332040,4,https://api.spotify.com/v1/audio-analysis/0tgjnOlps2Hc798rOYGpvi,https://api.spotify.com/v1/tracks/0tgjnOlps2Hc798rOYGpvi
746,spotify:track:4jMu6QYon1JEikcdTJ1TzR,4jMu6QYon1JEikcdTJ1TzR,0.487,0.478,8,-5.91,0,0.0536,0.704,0.0,0.121,0.288,137.799,191427,4,https://api.spotify.com/v1/audio-analysis/4jMu6QYon1JEikcdTJ1TzR,https://api.spotify.com/v1/tracks/4jMu6QYon1JEikcdTJ1TzR
747,spotify:track:3nTP1d8K9jHFHiozzXGVDF,3nTP1d8K9jHFHiozzXGVDF,0.637,0.505,9,-8.621,1,0.0295,0.183,0.000285,0.114,0.222,127.933,244027,4,https://api.spotify.com/v1/audio-analysis/3nTP1d8K9jHFHiozzXGVDF,https://api.spotify.com/v1/tracks/3nTP1d8K9jHFHiozzXGVDF
748,spotify:track:4nVyHATevhl5RC6Qmoko5H,4nVyHATevhl5RC6Qmoko5H,0.646,0.94,10,-2.856,0,0.0838,0.0209,0.0,0.0691,0.704,129.011,231787,4,https://api.spotify.com/v1/audio-analysis/4nVyHATevhl5RC6Qmoko5H,https://api.spotify.com/v1/tracks/4nVyHATevhl5RC6Qmoko5H
749,spotify:track:2bLqfJjuC5syrsgDsZfGmn,2bLqfJjuC5syrsgDsZfGmn,0.731,0.807,3,-6.492,0,0.1,0.181,0.751,0.319,0.765,114.759,179120,4,https://api.spotify.com/v1/audio-analysis/2bLqfJjuC5syrsgDsZfGmn,https://api.spotify.com/v1/tracks/2bLqfJjuC5syrsgDsZfGmn
750,spotify:track:0wbDgMuAoy7O7pL3a69uZx,0wbDgMuAoy7O7pL3a69uZx,0.975,0.711,8,-3.904,1,0.0632,0.168,0.000552,0.0799,0.815,110.621,234027,4,https://api.spotify.com/v1/audio-analysis/0wbDgMuAoy7O7pL3a69uZx,https://api.spotify.com/v1/tracks/0wbDgMuAoy7O7pL3a69uZx
751,spotify:track:6q3zC9dDD4lUNk8nfUztXy,6q3zC9dDD4lUNk8nfUztXy,0.657,0.604,8,-6.006,1,0.0296,0.0361,0.0,0.102,0.0779,118.042,184400,4,https://api.spotify.com/v1/audio-analysis/6q3zC9dDD4lUNk8nfUztXy,https://api.spotify.com/v1/tracks/6q3zC9dDD4lUNk8nfUztXy
752,spotify:track:360UM2DaiHZPRu0EsrOvMp,360UM2DaiHZPRu0EsrOvMp,0.652,0.605,8,-7.371,1,0.0393,0.00481,0.0,0.0605,0.394,126.091,292707,4,https://api.spotify.com/v1/audio-analysis/360UM2DaiHZPRu0EsrOvMp,https://api.spotify.com/v1/tracks/360UM2DaiHZPRu0EsrOvMp
753,spotify:track:2DHc2e5bBn4UzY0ENVFrUl,2DHc2e5bBn4UzY0ENVFrUl,0.531,0.574,10,-6.693,0,0.113,0.114,0.0308,0.256,0.272,115.68,232467,5,https://api.spotify.com/v1/audio-analysis/2DHc2e5bBn4UzY0ENVFrUl,https://api.spotify.com/v1/tracks/2DHc2e5bBn4UzY0ENVFrUl
754,spotify:track:7qje9qxLncMESiPeI27SAn,7qje9qxLncMESiPeI27SAn,0.555,0.713,11,-4.549,1,0.0911,0.0845,0.0,0.712,0.725,79.934,240920,4,https://api.spotify.com/v1/audio-analysis/7qje9qxLncMESiPeI27SAn,https://api.spotify.com/v1/tracks/7qje9qxLncMESiPeI27SAn
755,spotify:track:4ymByZAPRqTlyJASAoJ921,4ymByZAPRqTlyJASAoJ921,0.57,0.774,1,-3.677,0,0.25,0.32,0.000332,0.199,0.229,65.964,244293,4,https://api.spotify.com/v1/audio-analysis/4ymByZAPRqTlyJASAoJ921,https://api.spotify.com/v1/tracks/4ymByZAPRqTlyJASAoJ921
756,spotify:track:6mmtxbG5pzkrJ0BrSdg9uW,6mmtxbG5pzkrJ0BrSdg9uW,0.734,0.927,8,-4.244,0,0.042,0.076,0.00134,0.0465,0.901,118.039,231960,4,https://api.spotify.com/v1/audio-analysis/6mmtxbG5pzkrJ0BrSdg9uW,https://api.spotify.com/v1/tracks/6mmtxbG5pzkrJ0BrSdg9uW
757,spotify:track:61kxOW8veqGcSGts5w4bBz,61kxOW8veqGcSGts5w4bBz,0.591,0.822,9,-7.065,0,0.189,0.123,0.000221,0.301,0.585,176.059,157627,4,https://api.spotify.com/v1/audio-analysis/61kxOW8veqGcSGts5w4bBz,https://api.spotify.com/v1/tracks/61kxOW8veqGcSGts5w4bBz
758,spotify:track:0wQCKR9OFjYu5Kzrk7WivJ,0wQCKR9OFjYu5Kzrk7WivJ,0.648,0.846,0,-6.731,1,0.0424,0.199,4.23e-06,0.0803,0.815,160.075,343413,4,https://api.spotify.com/v1/audio-analysis/0wQCKR9OFjYu5Kzrk7WivJ,https://api.spotify.com/v1/tracks/0wQCKR9OFjYu5Kzrk7WivJ
759,spotify:track:0tzixmHNQfE6S6SirSToxW,0tzixmHNQfE6S6SirSToxW,0.276,0.572,1,-7.818,1,0.0377,0.641,0.0,0.2,0.285,77.986,237467,4,https://api.spotify.com/v1/audio-analysis/0tzixmHNQfE6S6SirSToxW,https://api.spotify.com/v1/tracks/0tzixmHNQfE6S6SirSToxW
760,spotify:track:6kQYMqjobmB8MkWwa9OUyA,6kQYMqjobmB8MkWwa9OUyA,0.629,0.703,2,-4.875,1,0.0504,0.519,0.0,0.11,0.402,144.016,290973,4,https://api.spotify.com/v1/audio-analysis/6kQYMqjobmB8MkWwa9OUyA,https://api.spotify.com/v1/tracks/6kQYMqjobmB8MkWwa9OUyA
761,spotify:track:351dqwRVsCDniedG9soXSf,351dqwRVsCDniedG9soXSf,0.378,0.619,0,-6.794,1,0.0767,0.305,0.0,0.413,0.349,87.387,144352,4,https://api.spotify.com/v1/audio-analysis/351dqwRVsCDniedG9soXSf,https://api.spotify.com/v1/tracks/351dqwRVsCDniedG9soXSf
762,spotify:track:1uwPEGzopXl9KawQR1JGXq,1uwPEGzopXl9KawQR1JGXq,0.707,0.908,1,-2.903,1,0.0582,0.134,0.0,0.111,0.546,104.888,244353,4,https://api.spotify.com/v1/audio-analysis/1uwPEGzopXl9KawQR1JGXq,https://api.spotify.com/v1/tracks/1uwPEGzopXl9KawQR1JGXq
763,spotify:track:0TSO6afZViXH6OUlIMl6m4,0TSO6afZViXH6OUlIMl6m4,0.76,0.689,2,-5.967,1,0.102,0.56,0.0,0.0662,0.699,149.993,273373,4,https://api.spotify.com/v1/audio-analysis/0TSO6afZViXH6OUlIMl6m4,https://api.spotify.com/v1/tracks/0TSO6afZViXH6OUlIMl6m4
764,spotify:track:3GFLbBgMuY2RELNo6tMqOS,3GFLbBgMuY2RELNo6tMqOS,0.281,0.534,8,-7.045,0,0.0333,0.163,1.05e-05,0.12,0.217,78.77,299840,4,https://api.spotify.com/v1/audio-analysis/3GFLbBgMuY2RELNo6tMqOS,https://api.spotify.com/v1/tracks/3GFLbBgMuY2RELNo6tMqOS
765,spotify:track:7F5rc8a0xD6DCloB2kROq9,7F5rc8a0xD6DCloB2kROq9,0.304,0.328,2,-10.311,1,0.0351,0.56,0.0,0.116,0.243,119.675,307474,4,https://api.spotify.com/v1/audio-analysis/7F5rc8a0xD6DCloB2kROq9,https://api.spotify.com/v1/tracks/7F5rc8a0xD6DCloB2kROq9
766,spotify:track:5c1w6xM8pFvXhMXQVUY42Q,5c1w6xM8pFvXhMXQVUY42Q,0.399,0.53,10,-7.176,0,0.0532,0.479,1.36e-06,0.0719,0.351,76.827,307053,4,https://api.spotify.com/v1/audio-analysis/5c1w6xM8pFvXhMXQVUY42Q,https://api.spotify.com/v1/tracks/5c1w6xM8pFvXhMXQVUY42Q
767,spotify:track:38EI0NudWZT1qFuhEafIHh,38EI0NudWZT1qFuhEafIHh,0.497,0.714,2,-4.209,1,0.0343,0.288,0.0,0.151,0.381,144.075,235907,4,https://api.spotify.com/v1/audio-analysis/38EI0NudWZT1qFuhEafIHh,https://api.spotify.com/v1/tracks/38EI0NudWZT1qFuhEafIHh
768,spotify:track:2tUBqZG2AbRi7Q0BIrVrEj,2tUBqZG2AbRi7Q0BIrVrEj,0.709,0.824,1,-8.824,1,0.0453,0.207,0.000307,0.0888,0.867,118.818,291293,4,https://api.spotify.com/v1/audio-analysis/2tUBqZG2AbRi7Q0BIrVrEj,https://api.spotify.com/v1/tracks/2tUBqZG2AbRi7Q0BIrVrEj
769,spotify:track:4eHbdreAnSOrDDsFfc4Fpm,4eHbdreAnSOrDDsFfc4Fpm,0.332,0.214,4,-12.518,1,0.0349,0.845,5.62e-06,0.0839,0.11,67.531,271093,4,https://api.spotify.com/v1/audio-analysis/4eHbdreAnSOrDDsFfc4Fpm,https://api.spotify.com/v1/tracks/4eHbdreAnSOrDDsFfc4Fpm
770,spotify:track:31er9IGsfFbwqy1pH4aiTP,31er9IGsfFbwqy1pH4aiTP,0.541,0.401,0,-10.499,1,0.0365,0.576,0.0,0.164,0.24,152.943,289160,3,https://api.spotify.com/v1/audio-analysis/31er9IGsfFbwqy1pH4aiTP,https://api.spotify.com/v1/tracks/31er9IGsfFbwqy1pH4aiTP
771,spotify:track:1kKYjjfNYxE0YYgLa7vgVY,1kKYjjfNYxE0YYgLa7vgVY,0.693,0.678,8,-7.159,1,0.0324,0.0151,5.71e-06,0.101,0.404,103.952,228267,4,https://api.spotify.com/v1/audio-analysis/1kKYjjfNYxE0YYgLa7vgVY,https://api.spotify.com/v1/tracks/1kKYjjfNYxE0YYgLa7vgVY
772,spotify:track:22VVfcgjtL7XTemQcphB9N,22VVfcgjtL7XTemQcphB9N,0.758,0.683,6,-5.465,1,0.0399,0.153,1.54e-06,0.242,0.663,119.001,213295,4,https://api.spotify.com/v1/audio-analysis/22VVfcgjtL7XTemQcphB9N,https://api.spotify.com/v1/tracks/22VVfcgjtL7XTemQcphB9N
773,spotify:track:5tdKaKLnC4SgtDZ6RlWeal,5tdKaKLnC4SgtDZ6RlWeal,0.832,0.544,6,-12.697,1,0.0442,0.201,0.000139,0.632,0.928,119.49,275533,4,https://api.spotify.com/v1/audio-analysis/5tdKaKLnC4SgtDZ6RlWeal,https://api.spotify.com/v1/tracks/5tdKaKLnC4SgtDZ6RlWeal
774,spotify:track:6yJxCltgtmGxIgKOS6ndnu,6yJxCltgtmGxIgKOS6ndnu,0.502,0.305,9,-16.011,1,0.0339,0.484,3.55e-06,0.117,0.248,131.242,291400,4,https://api.spotify.com/v1/audio-analysis/6yJxCltgtmGxIgKOS6ndnu,https://api.spotify.com/v1/tracks/6yJxCltgtmGxIgKOS6ndnu
775,spotify:track:1ckU1EhAO0Nr73QYw24SWJ,1ckU1EhAO0Nr73QYw24SWJ,0.77,0.475,7,-9.512,1,0.159,0.0561,4.72e-06,0.0607,0.473,82.511,261573,4,https://api.spotify.com/v1/audio-analysis/1ckU1EhAO0Nr73QYw24SWJ,https://api.spotify.com/v1/tracks/1ckU1EhAO0Nr73QYw24SWJ
776,spotify:track:1lx8ddGT5wCD6W2xmLeRKG,1lx8ddGT5wCD6W2xmLeRKG,0.636,0.264,6,-14.567,0,0.0263,0.593,4.22e-05,0.275,0.264,99.304,238467,3,https://api.spotify.com/v1/audio-analysis/1lx8ddGT5wCD6W2xmLeRKG,https://api.spotify.com/v1/tracks/1lx8ddGT5wCD6W2xmLeRKG
777,spotify:track:0JN7vUgUolHGHFrOR8xk7S,0JN7vUgUolHGHFrOR8xk7S,0.436,0.391,1,-9.62,0,0.0326,0.554,0.0,0.12,0.126,125.354,272893,4,https://api.spotify.com/v1/audio-analysis/0JN7vUgUolHGHFrOR8xk7S,https://api.spotify.com/v1/tracks/0JN7vUgUolHGHFrOR8xk7S
778,spotify:track:3850dYVgOFIXJh5U4BFEWH,3850dYVgOFIXJh5U4BFEWH,0.649,0.647,9,-7.695,0,0.0452,0.0039,0.161,0.0686,0.405,125.02,337733,4,https://api.spotify.com/v1/audio-analysis/3850dYVgOFIXJh5U4BFEWH,https://api.spotify.com/v1/tracks/3850dYVgOFIXJh5U4BFEWH
779,spotify:track:22sLuJYcvZOSoLLRYev1s5,22sLuJYcvZOSoLLRYev1s5,0.742,0.883,0,-3.419,1,0.0329,0.333,7.51e-06,0.0964,0.978,136.506,240280,4,https://api.spotify.com/v1/audio-analysis/22sLuJYcvZOSoLLRYev1s5,https://api.spotify.com/v1/tracks/22sLuJYcvZOSoLLRYev1s5
780,spotify:track:5ZQ2slXNqImBi0SdomcjYN,5ZQ2slXNqImBi0SdomcjYN,0.912,0.61,2,-7.029,1,0.168,0.0584,0.0,0.0431,0.763,113.941,211476,4,https://api.spotify.com/v1/audio-analysis/5ZQ2slXNqImBi0SdomcjYN,https://api.spotify.com/v1/tracks/5ZQ2slXNqImBi0SdomcjYN
781,spotify:track:6lknMmJZALXxx7emwwZWLX,6lknMmJZALXxx7emwwZWLX,0.706,0.633,1,-9.584,1,0.0419,0.267,0.0192,0.175,0.375,110.005,120157,4,https://api.spotify.com/v1/audio-analysis/6lknMmJZALXxx7emwwZWLX,https://api.spotify.com/v1/tracks/6lknMmJZALXxx7emwwZWLX
782,spotify:track:6r8k1vznHrzlEKYxL4dZEe,6r8k1vznHrzlEKYxL4dZEe,0.724,0.822,1,-4.374,0,0.0333,0.304,1.38e-05,0.0553,0.964,99.9,242733,4,https://api.spotify.com/v1/audio-analysis/6r8k1vznHrzlEKYxL4dZEe,https://api.spotify.com/v1/tracks/6r8k1vznHrzlEKYxL4dZEe
783,spotify:track:1z3ugFmUKoCzGsI6jdY4Ci,1z3ugFmUKoCzGsI6jdY4Ci,0.624,0.842,5,-5.285,1,0.0376,0.264,2.11e-05,0.181,0.257,111.037,342680,4,https://api.spotify.com/v1/audio-analysis/1z3ugFmUKoCzGsI6jdY4Ci,https://api.spotify.com/v1/tracks/1z3ugFmUKoCzGsI6jdY4Ci
784,spotify:track:1oHClQEgDmmbcEx12Kc5nZ,1oHClQEgDmmbcEx12Kc5nZ,0.753,0.931,2,-4.922,1,0.0652,0.00994,0.00696,0.234,0.767,113.029,189693,4,https://api.spotify.com/v1/audio-analysis/1oHClQEgDmmbcEx12Kc5nZ,https://api.spotify.com/v1/tracks/1oHClQEgDmmbcEx12Kc5nZ
785,spotify:track:1ZPlNanZsJSPK5h9YZZFbZ,1ZPlNanZsJSPK5h9YZZFbZ,0.771,0.655,3,-10.842,0,0.0372,0.152,0.00197,0.0685,0.97,119.747,218627,4,https://api.spotify.com/v1/audio-analysis/1ZPlNanZsJSPK5h9YZZFbZ,https://api.spotify.com/v1/tracks/1ZPlNanZsJSPK5h9YZZFbZ
786,spotify:track:1ZvGlbx6sESozg3imglt83,1ZvGlbx6sESozg3imglt83,0.946,0.762,11,-6.957,1,0.105,0.125,0.000673,0.0393,0.949,125.398,192282,4,https://api.spotify.com/v1/audio-analysis/1ZvGlbx6sESozg3imglt83,https://api.spotify.com/v1/tracks/1ZvGlbx6sESozg3imglt83
787,spotify:track:6A8OnjnpShshNpcqWtZRjr,6A8OnjnpShshNpcqWtZRjr,0.833,0.934,5,-3.243,0,0.0313,0.343,7.55e-06,0.0521,0.964,121.879,268533,4,https://api.spotify.com/v1/audio-analysis/6A8OnjnpShshNpcqWtZRjr,https://api.spotify.com/v1/tracks/6A8OnjnpShshNpcqWtZRjr
788,spotify:track:3XVBdLihbNbxUwZosxcGuJ,3XVBdLihbNbxUwZosxcGuJ,0.609,0.444,7,-9.129,1,0.106,0.603,6.86e-06,0.104,0.166,118.402,228707,3,https://api.spotify.com/v1/audio-analysis/3XVBdLihbNbxUwZosxcGuJ,https://api.spotify.com/v1/tracks/3XVBdLihbNbxUwZosxcGuJ
789,spotify:track:68vgtRHr7iZHpzGpon6Jlo,68vgtRHr7iZHpzGpon6Jlo,0.662,0.507,5,-8.238,1,0.118,0.257,0.0,0.0465,0.676,86.412,223440,4,https://api.spotify.com/v1/audio-analysis/68vgtRHr7iZHpzGpon6Jlo,https://api.spotify.com/v1/tracks/68vgtRHr7iZHpzGpon6Jlo
790,spotify:track:6IwKcFdiRQZOWeYNhUiWIv,6IwKcFdiRQZOWeYNhUiWIv,0.644,0.549,1,-5.415,0,0.0285,0.0209,8.85e-06,0.134,0.167,90.04,253813,4,https://api.spotify.com/v1/audio-analysis/6IwKcFdiRQZOWeYNhUiWIv,https://api.spotify.com/v1/tracks/6IwKcFdiRQZOWeYNhUiWIv
791,spotify:track:4esOae7i4rqTbAu9o5Pxco,4esOae7i4rqTbAu9o5Pxco,0.482,0.706,9,-5.762,1,0.0607,0.135,0.00106,0.105,0.144,92.513,224920,4,https://api.spotify.com/v1/audio-analysis/4esOae7i4rqTbAu9o5Pxco,https://api.spotify.com/v1/tracks/4esOae7i4rqTbAu9o5Pxco
792,spotify:track:5sra5UY6sD658OabHL3QtI,5sra5UY6sD658OabHL3QtI,0.484,0.368,6,-7.784,1,0.0341,0.74,3.82e-05,0.118,0.142,92.923,216480,4,https://api.spotify.com/v1/audio-analysis/5sra5UY6sD658OabHL3QtI,https://api.spotify.com/v1/tracks/5sra5UY6sD658OabHL3QtI
793,spotify:track:0KQx6HOpJueiSkztcS0r7D,0KQx6HOpJueiSkztcS0r7D,0.652,0.609,11,-7.519,0,0.037,0.263,0.00101,0.233,0.482,95.986,210200,3,https://api.spotify.com/v1/audio-analysis/0KQx6HOpJueiSkztcS0r7D,https://api.spotify.com/v1/tracks/0KQx6HOpJueiSkztcS0r7D
794,spotify:track:6hu4zxEVl8vhbZwDlqNqK6,6hu4zxEVl8vhbZwDlqNqK6,0.469,0.799,8,-5.983,0,0.387,0.105,0.0,0.32,0.495,147.847,256000,4,https://api.spotify.com/v1/audio-analysis/6hu4zxEVl8vhbZwDlqNqK6,https://api.spotify.com/v1/tracks/6hu4zxEVl8vhbZwDlqNqK6
795,spotify:track:73E08jF1urQQSO0oTzCPpP,73E08jF1urQQSO0oTzCPpP,0.38,0.325,4,-5.862,1,0.0328,0.712,0.0,0.0997,0.429,89.898,259570,4,https://api.spotify.com/v1/audio-analysis/73E08jF1urQQSO0oTzCPpP,https://api.spotify.com/v1/tracks/73E08jF1urQQSO0oTzCPpP
796,spotify:track:4JOP8ELK6AaeySe7sKe996,4JOP8ELK6AaeySe7sKe996,0.596,0.505,7,-7.892,1,0.0619,0.732,1.97e-05,0.106,0.335,86.097,249240,4,https://api.spotify.com/v1/audio-analysis/4JOP8ELK6AaeySe7sKe996,https://api.spotify.com/v1/tracks/4JOP8ELK6AaeySe7sKe996
797,spotify:track:7FsAFw1oZeTJUZmIzSh0cg,7FsAFw1oZeTJUZmIzSh0cg,0.657,0.726,0,-4.74,0,0.0458,0.542,0.0,0.137,0.282,90.105,204400,4,https://api.spotify.com/v1/audio-analysis/7FsAFw1oZeTJUZmIzSh0cg,https://api.spotify.com/v1/tracks/7FsAFw1oZeTJUZmIzSh0cg
798,spotify:track:51lPx6ZCSalL2kvSrDUyJc,51lPx6ZCSalL2kvSrDUyJc,0.542,0.131,7,-14.104,1,0.0316,0.983,0.00544,0.156,0.319,136.161,190013,4,https://api.spotify.com/v1/audio-analysis/51lPx6ZCSalL2kvSrDUyJc,https://api.spotify.com/v1/tracks/51lPx6ZCSalL2kvSrDUyJc
799,spotify:track:4T6FWA703h6H7zk1FoSARw,4T6FWA703h6H7zk1FoSARw,0.826,0.694,7,-7.862,1,0.0315,0.316,0.0285,0.074,0.852,123.932,217427,4,https://api.spotify.com/v1/audio-analysis/4T6FWA703h6H7zk1FoSARw,https://api.spotify.com/v1/tracks/4T6FWA703h6H7zk1FoSARw
800,spotify:track:2jdAk8ATWIL3dwT47XpRfu,2jdAk8ATWIL3dwT47XpRfu,0.667,0.361,1,-8.69,0,0.0273,0.575,0.00506,0.0805,0.29,134.018,242000,5,https://api.spotify.com/v1/audio-analysis/2jdAk8ATWIL3dwT47XpRfu,https://api.spotify.com/v1/tracks/2jdAk8ATWIL3dwT47XpRfu
801,spotify:track:7vFv0yFGMJW3qVXbAd9BK9,7vFv0yFGMJW3qVXbAd9BK9,0.647,0.729,5,-6.251,1,0.0236,0.0206,0.0489,0.134,0.687,94.01,249627,4,https://api.spotify.com/v1/audio-analysis/7vFv0yFGMJW3qVXbAd9BK9,https://api.spotify.com/v1/tracks/7vFv0yFGMJW3qVXbAd9BK9
802,spotify:track:5imShWWzwqfAJ9gXFpGAQh,5imShWWzwqfAJ9gXFpGAQh,0.578,0.756,2,-5.82,1,0.115,0.157,0.000232,0.249,0.663,176.739,201173,4,https://api.spotify.com/v1/audio-analysis/5imShWWzwqfAJ9gXFpGAQh,https://api.spotify.com/v1/tracks/5imShWWzwqfAJ9gXFpGAQh
803,spotify:track:4LloVtxNZpeh7q7xdi1DQc,4LloVtxNZpeh7q7xdi1DQc,0.315,0.296,5,-13.262,1,0.0315,0.771,0.0,0.702,0.435,173.509,263573,4,https://api.spotify.com/v1/audio-analysis/4LloVtxNZpeh7q7xdi1DQc,https://api.spotify.com/v1/tracks/4LloVtxNZpeh7q7xdi1DQc
804,spotify:track:3SktMqZmo3M9zbB7oKMIF7,3SktMqZmo3M9zbB7oKMIF7,0.753,0.326,7,-9.883,1,0.0342,0.731,0.00131,0.24,0.237,123.799,245827,3,https://api.spotify.com/v1/audio-analysis/3SktMqZmo3M9zbB7oKMIF7,https://api.spotify.com/v1/tracks/3SktMqZmo3M9zbB7oKMIF7
805,spotify:track:4Im6GRj17qa7NW76OsJh1s,4Im6GRj17qa7NW76OsJh1s,0.548,0.483,4,-9.102,1,0.0268,0.515,0.0674,0.0922,0.166,159.952,286387,4,https://api.spotify.com/v1/audio-analysis/4Im6GRj17qa7NW76OsJh1s,https://api.spotify.com/v1/tracks/4Im6GRj17qa7NW76OsJh1s
806,spotify:track:7cpCU3Denug5NGZsSpQl8v,7cpCU3Denug5NGZsSpQl8v,0.431,0.377,2,-9.753,1,0.0288,0.749,0.0,0.211,0.353,173.67,213627,4,https://api.spotify.com/v1/audio-analysis/7cpCU3Denug5NGZsSpQl8v,https://api.spotify.com/v1/tracks/7cpCU3Denug5NGZsSpQl8v
807,spotify:track:0tgBtQ0ISnMQOKorrN9HLX,0tgBtQ0ISnMQOKorrN9HLX,0.591,0.831,4,-6.612,1,0.0355,0.235,0.00142,0.0571,0.678,93.007,187307,4,https://api.spotify.com/v1/audio-analysis/0tgBtQ0ISnMQOKorrN9HLX,https://api.spotify.com/v1/tracks/0tgBtQ0ISnMQOKorrN9HLX
808,spotify:track:0Hf4aIJpsN4Os2f0y0VqWl,0Hf4aIJpsN4Os2f0y0VqWl,0.673,0.758,7,-3.632,1,0.158,0.039,0.0,0.341,0.542,135.956,229507,4,https://api.spotify.com/v1/audio-analysis/0Hf4aIJpsN4Os2f0y0VqWl,https://api.spotify.com/v1/tracks/0Hf4aIJpsN4Os2f0y0VqWl
809,spotify:track:0tzixmHNQfE6S6SirSToxW,0tzixmHNQfE6S6SirSToxW,0.276,0.572,1,-7.818,1,0.0377,0.641,0.0,0.2,0.285,77.986,237467,4,https://api.spotify.com/v1/audio-analysis/0tzixmHNQfE6S6SirSToxW,https://api.spotify.com/v1/tracks/0tzixmHNQfE6S6SirSToxW
810,spotify:track:6Vc5wAMmXdKIAM7WUoEb7N,6Vc5wAMmXdKIAM7WUoEb7N,0.407,0.147,2,-8.822,1,0.0355,0.857,2.89e-06,0.0913,0.0765,141.284,229400,3,https://api.spotify.com/v1/audio-analysis/6Vc5wAMmXdKIAM7WUoEb7N,https://api.spotify.com/v1/tracks/6Vc5wAMmXdKIAM7WUoEb7N
811,spotify:track:11mwFrKvLXCbcVGNxffGyP,11mwFrKvLXCbcVGNxffGyP,0.633,0.8,1,-6.945,1,0.166,0.209,0.000123,0.137,0.913,175.716,217573,4,https://api.spotify.com/v1/audio-analysis/11mwFrKvLXCbcVGNxffGyP,https://api.spotify.com/v1/tracks/11mwFrKvLXCbcVGNxffGyP
812,spotify:track:3TCauNPqFiniaYHBvEVoHG,3TCauNPqFiniaYHBvEVoHG,0.456,0.573,5,-3.866,0,0.0275,0.578,3.05e-06,0.114,0.0992,76.19,238560,4,https://api.spotify.com/v1/audio-analysis/3TCauNPqFiniaYHBvEVoHG,https://api.spotify.com/v1/tracks/3TCauNPqFiniaYHBvEVoHG
813,spotify:track:59ZTxQo8rBycIXPLUIKvE2,59ZTxQo8rBycIXPLUIKvE2,0.64,0.889,2,-3.073,1,0.322,0.107,0.0,0.339,0.436,99.931,298853,4,https://api.spotify.com/v1/audio-analysis/59ZTxQo8rBycIXPLUIKvE2,https://api.spotify.com/v1/tracks/59ZTxQo8rBycIXPLUIKvE2
814,spotify:track:32h59T8q2SonUPJ006lyXt,32h59T8q2SonUPJ006lyXt,0.575,0.744,1,-5.466,1,0.0603,0.0687,0.0,0.0723,0.701,183.79,241507,4,https://api.spotify.com/v1/audio-analysis/32h59T8q2SonUPJ006lyXt,https://api.spotify.com/v1/tracks/32h59T8q2SonUPJ006lyXt
815,spotify:track:7nXq1vaZiz7PdbfojpPjW5,7nXq1vaZiz7PdbfojpPjW5,0.435,0.92,4,-1.357,0,0.201,0.235,0.000353,0.552,0.45,188.899,245960,4,https://api.spotify.com/v1/audio-analysis/7nXq1vaZiz7PdbfojpPjW5,https://api.spotify.com/v1/tracks/7nXq1vaZiz7PdbfojpPjW5
816,spotify:track:5lUTzPuiloBHm1qEaJcJfF,5lUTzPuiloBHm1qEaJcJfF,0.686,0.789,8,-4.713,0,0.23,0.0125,0.0147,0.142,0.72,172.976,194213,4,https://api.spotify.com/v1/audio-analysis/5lUTzPuiloBHm1qEaJcJfF,https://api.spotify.com/v1/tracks/5lUTzPuiloBHm1qEaJcJfF
817,spotify:track:0PSZ9G584Ve27GK6ThlY6P,0PSZ9G584Ve27GK6ThlY6P,0.754,0.811,5,-3.679,1,0.0561,0.0185,5.18e-06,0.654,0.639,109.902,267960,4,https://api.spotify.com/v1/audio-analysis/0PSZ9G584Ve27GK6ThlY6P,https://api.spotify.com/v1/tracks/0PSZ9G584Ve27GK6ThlY6P
