id,video_num,video_id,comment_text
K0HSD_i2DvA0,54,K0HSD_i2DvA,😎😎🧘🧑‍🦯🧑‍🦼🧑‍🦽🧎🚶🏃🏻‍♀️🤸🧍🏻🏋️⛹️🤾🚴🚵🧗🤼🤹🏌️🏇🤺⛷️🏂🪂🏄🚣🏊🤽🧜🧚🧞🧝🏻‍♀️🧙🏻‍♀️🧛🏻‍♀️🧟🧌🦸🦹🥷🎅👼🕵🏻‍♂️👮💂👷👸🏻🧑‍🚀🤵🏻👰🏼‍♀️🧑‍✈️🧑‍🎓🧑‍🏫🧑‍🔬🧑‍⚕️🧑‍🌾🧑‍🚒🧑‍🔧🧑‍🏭👲🧑‍💼🧑‍⚖️🧕👳🧑‍💻🧑‍🍳🧑‍🎤🧑‍🎨👶🧑‍🦲🧑‍🦱🧒👩🏻👱👵🏻🧑‍🦰🧑‍🦳🧔👫🕴🏻👬👭💃🧑‍🤝‍🧑🕺👯🤰🏻💏👩‍❤️‍💋‍👨👩‍❤️‍👩👨‍❤️‍💋‍👨👨‍❤️‍👨👩‍❤️‍💋‍👩👩‍❤️‍👨💑🤱🧑‍🍼👨‍👩‍👧‍👦
K0HSD_i2DvA1,54,K0HSD_i2DvA,I Love this music❤😊
K0HSD_i2DvA2,54,K0HSD_i2DvA,Song e video 🔝🔝🔝
K0HSD_i2DvA3,54,K0HSD_i2DvA,Around the world🗣🗣🗣🗣🔥🔥🔥
K0HSD_i2DvA4,54,K0HSD_i2DvA,2023
gAjR4_CbPpQ0,55,gAjR4_CbPpQ,"Work it
Make it
Do it
Makes us

Harder
Better
Faster
Stronger

More than
Hour
Hour
Never

Ever
After
Work is
Over

Work it
Make it
Do it
Makes us

Harder
Better
Faster
Stronger

Work it harder, make it better
Do it faster, makes us stronger

More than ever, hour after hour
Work is never over"
gAjR4_CbPpQ1,55,gAjR4_CbPpQ,Ayo
gAjR4_CbPpQ2,55,gAjR4_CbPpQ,2023
gAjR4_CbPpQ3,55,gAjR4_CbPpQ,"Маскировка под земных только в ""Интерстелле""."
gAjR4_CbPpQ4,55,gAjR4_CbPpQ,2:36
sOS9aOIXPEk0,56,sOS9aOIXPEk,This song is used radio sound traack.
sOS9aOIXPEk1,56,sOS9aOIXPEk,loits
sOS9aOIXPEk2,56,sOS9aOIXPEk,The hardest thing I've had to do... is walk away from loving you.  ❤️
sOS9aOIXPEk3,56,sOS9aOIXPEk,Its like Infinity Repeating.
sOS9aOIXPEk4,56,sOS9aOIXPEk,"Te extraño, Taularo :("
NF-kLy44Hls0,57,NF-kLy44Hls,Jamón jamón jamón jamón
NF-kLy44Hls1,57,NF-kLy44Hls,Lucho sabe ingles 🤑
NF-kLy44Hls2,57,NF-kLy44Hls,Yo escucho lucho sabe inglés lucho sabe inglés
NF-kLy44Hls3,57,NF-kLy44Hls,NILES ROGERS has aTop 40 hit here.
NF-kLy44Hls4,57,NF-kLy44Hls,Perdiendome en el ritmo d esta gran canción.🎶😌
HhZaHf8RP6g0,58,HhZaHf8RP6g,"They caught the killer, in lousiana"
HhZaHf8RP6g1,58,HhZaHf8RP6g,"Before I seen this video, I heard this song.  I envisioned a castle.  Then , when I watched the video, there was a castle.  I can't comprehend why!"
HhZaHf8RP6g2,58,HhZaHf8RP6g,Why had you an end?? Daft punk you are immortal!!!
HhZaHf8RP6g3,58,HhZaHf8RP6g,I love this song
HhZaHf8RP6g4,58,HhZaHf8RP6g,This is a motherfucking Dragon Quest music
FxzBvqY5PP00,59,FxzBvqY5PP0,SUBANLE LA CALIDAD MANGA DE PELOTUDOS
FxzBvqY5PP01,59,FxzBvqY5PP0,Why are the vocals so quiet in this version is this how it was originally released?
FxzBvqY5PP02,59,FxzBvqY5PP0,"I was driving to Barnes Station in West London to get a train to Putney Station on early Tuesday Morning to go to Work because I work there every week on the Gateline. On the way driving down there, i was listening to BBC Radio 1 and this track by Daft Punk was playing and it really started my day very well. Normally, I work at Putney Station in the afternoons and evenings but this week, I was covering a collegue of mine who normally does that early morning shift was on holiday for a week so I had the privilege to do that for him/her which was a good thing.

This track is true classic by Daft Punk dating back 22 years ago and it really brings me back to my teenage years in 2001 back then."
FxzBvqY5PP03,59,FxzBvqY5PP0,lol when Donald trump gets out of the jet standing there like make America great again
FxzBvqY5PP04,59,FxzBvqY5PP0,O what I do for you 😢
eVTXPUF4Oz40,60,eVTXPUF4Oz4,Just lost a close friend a brother today to suicide this was his favorite band❤Love an miss you always Timothy aka. TJ love you always
eVTXPUF4Oz41,60,eVTXPUF4Oz4,Rimarrà sempre la mia canzone preferita dei Linkin Park i miei padri!
eVTXPUF4Oz42,60,eVTXPUF4Oz4,Fun fact: This song actually still plays on radio stations.
eVTXPUF4Oz43,60,eVTXPUF4Oz4,Doesn't matter
eVTXPUF4Oz44,60,eVTXPUF4Oz4,Even in 2023 this songs lyrics hit like a punch! I remember her!!!sadly the past is dead. I put my trust in substances and I did fall.Peace
kXYiU_JCYtU0,61,kXYiU_JCYtU,Rip the legend
kXYiU_JCYtU1,61,kXYiU_JCYtU,Hinding hindi pagsasawaan.LinkinPark/Chester/Legend....❤❤❤🇵🇭🇵🇭🇵🇭
kXYiU_JCYtU2,61,kXYiU_JCYtU,😢😢😢
kXYiU_JCYtU3,61,kXYiU_JCYtU,❤
kXYiU_JCYtU4,61,kXYiU_JCYtU,Stephen Colbert
8sgycukafqQ0,62,8sgycukafqQ,"Ooh i miss him..he had a rear voice,he was so special 😭😭he was linkenpark❤❤🤩🤩"
8sgycukafqQ1,62,8sgycukafqQ,Transformes
8sgycukafqQ2,62,8sgycukafqQ,RIP CHESTER
8sgycukafqQ3,62,8sgycukafqQ,No muere el que es recordado si no el que es olvidado y chester tu Siempre viviras en mis recuerdos y en mi corazon por siempre.
8sgycukafqQ4,62,8sgycukafqQ,I Thought Stores Where Open At Sundays........
DLlF2FMv9680,63,DLlF2FMv968,この素晴らしい音楽今日急に思い出した♥️
DLlF2FMv9681,63,DLlF2FMv968,チコとエスカイネから
DLlF2FMv9682,63,DLlF2FMv968,❤
DLlF2FMv9683,63,DLlF2FMv968,There’s no music like this going on these days
DLlF2FMv9684,63,DLlF2FMv968,legendary live collab performance ever
4qlCC1GOwFw0,64,4qlCC1GOwFw,"ผมเคยเห็นผู้หญิงคนหนึ่งเขาหลุดและเขากลับมาได้เขาได้เป็นคนเย็นและหวานขึ้นและผมว่าในอาหารต้องมีขนมหวานวันละ2มือเที้ยงและเย็นนานนานไปเขาจะคิดได้และเขาก็ตามอาหารที่เราให้กินเช่นมเมนูอาหารให้สอนเขากันในแต่ละวันเขาต้องเรียนเพื่อมีคนเก่งแต่เขาหาขั้นบรรไดไม่เจอเขาเลยตันและคิดซำ้เวียนจนเป็นโรคประสานทันที่ถ้าถามผมก็บอกว่ามันไม่มีขั้นบรรไดถ้าผมคิดแบบผู้ป่วยและเราจะสอนทุกอย่าง..ผมว่าโทรทัศหน้าจะเอาโปรแกรมผมเข้าไปแลในทันอยู่ขั้นไหนและบอกเขาว่าไม่มีขั้นบรรไดคือ..ใครอี้คว้าลมได้มั้ง..
แค่นี้ช่วยบอกเขากันและเดินตามโปรแกรมผมและดึงกลับให้ได้หรือให้เขาใช้โทรศัพได้เอาแบบเอไอตัวต่อตัวเลย..ผมคิดนะว่าเขาเก่งแต่เขาต้ดที่ว่ามันยืนยันไม่ได้เท่านั้นและให้เขาก้าวข้ามและเรียนทางโทรศัพมีสิทธิหายหายก็ให้เขากลับบ้านได้..ครอบครัวอบอุ่นที่สุดถึงผมว่าโอกาศผ่านนะ60เปอเซ็นแน่"
4qlCC1GOwFw1,64,4qlCC1GOwFw,What can be said it's Rubbish
4qlCC1GOwFw2,64,4qlCC1GOwFw,Amazing and powerful song. I still remember it since the first time I heard it 23 years ago. R.I.P. Chester.
4qlCC1GOwFw3,64,4qlCC1GOwFw,Shut up when I'm talking to you 😂
4qlCC1GOwFw4,64,4qlCC1GOwFw,😢
LYU-8IFcDPw0,65,LYU-8IFcDPw,ผมคิดตามภาษาผมคิดว่าพอจิตมันกลัวมันจะสร้างเสียงนั้นขึ้นมาเองแต่บางที่เขาไม่ทำที่เเต่มันสร้างเสียงขึ้นมาเองเขาเรียกว่าหลอนนี้ผมพึ่งเจอ..บางที่เราต้องรู้เท่าทันตามความคิดถ้ามันอี้หลอนมันสร้างเองแล้วพวกเป็นโรงประสานที่สุราษ..ผมว่าบางคนสมองมันจะสร้างขึ้นเองและทำให้จิตกลัวจนจิตตัวเล็กเวลาอยู่ในห้องของหัวใจมันตัวเล็กเวลากลัวและสมองสร้างขึ้นมาเองถ้าไม่แข่งพอคือหลุด..ผมนะหายแล้วเรื่องแบบนี้มันอยู่ที่ใจแต่คนแบบนั้นเราอี้่วยพรือคือ1จิตตัวเล็กแล้วพอสมองสร้างเรื่องขึ้นมานานนานจิตจะกลัวและตัวเล็กคือกลัวเหมื่อนพวกกลัวลม..ลมัดมาก็กลัวและสมองเของเขาเราอี้แก้ผมคิดนะถ้าเขาเป็นพันสมองเขาจะคิดซำ้อยู่ตลอดเราเลยไปแก้ที่สมองคือให้กินแล้วนอนและถ้าไม่นอนก็ให้เมาลอยไปเลยคือพักสมองก่อนและวิธีแก้คือในอาหารต้องใส่กันชาในแกงในให้ทุกมือไปเลยไหนไหนก็เสียไปแล้วขอข้อแก้สักที่เพื่อถูก..เขได้กลับมาอยู่กับพวกเราได้คือทกวันกินแบ้วนอนก็นอนไปพวกไหนไม่นอนปล่อยให้ลอยไปคือพักสมองก่อนและกันชาใส่มากเป็นพิเศษสักหิด..เพราะเขาไปไกลแล้วแต่ถ้าเรากูมาได้ถือว่าสุดยอดเราแ..และจิตเราทำพรือก็ผู้ป่วยท่องตามหมอเขียนและให้เขาท่องตามเช่นคำว่าสาธาระนะสุข..หรือ2ถึง3เช่นจิตโตหาให้ได้หลายคำใ้ห้เขาพูดเขาท่องเพื่อให้จิตโต
LYU-8IFcDPw1,65,LYU-8IFcDPw,"Rest in peace, Chester."
LYU-8IFcDPw2,65,LYU-8IFcDPw,The time when music have meaning and power to boost your mood/life. RIP Chester... Thank you!
LYU-8IFcDPw3,65,LYU-8IFcDPw,Hi DIAMOND MIDDLETON AND FRIENDS of us numbskulls
LYU-8IFcDPw4,65,LYU-8IFcDPw,"Mi hijo de 8 años quisiera verte vivo Chester, vivirás por siempre en la música que nos dejaste"
OnuuYcqhzCE0,66,OnuuYcqhzCE,"I miss Chester
and Chris."
OnuuYcqhzCE1,66,OnuuYcqhzCE,Disco graphy?? Hmmm..
OnuuYcqhzCE2,66,OnuuYcqhzCE,Pensar que lo compre a 5 pesos al album en una feria lo volvi a escuchar por Spotify y sigue dando esas vibras que te daba likin park
OnuuYcqhzCE3,66,OnuuYcqhzCE,I miss you Chester 😢
OnuuYcqhzCE4,66,OnuuYcqhzCE,Linkin Park will never be live agian- it's sad
vjVkXlxsO8Q0,67,vjVkXlxsO8Q,Michael  Shada
vjVkXlxsO8Q1,67,vjVkXlxsO8Q,Michael  Shoda
vjVkXlxsO8Q2,67,vjVkXlxsO8Q,TGAD KLAUSOS DĒMOŅUS
vjVkXlxsO8Q3,67,vjVkXlxsO8Q,herllo my friends i hope so if jou like here blja
vjVkXlxsO8Q4,67,vjVkXlxsO8Q,Sept 2023 anyone?
Gd9OhYroLN00,68,Gd9OhYroLN0,I love how this song become the official emo stereotype song.
Gd9OhYroLN01,68,Gd9OhYroLN0,🇧🇷🎶
Gd9OhYroLN02,68,Gd9OhYroLN0,"let us sell it, ""don't ever make a neo rite a friend, cause they only make everything HOVER POINT and listen to it."" Love Nat and Chris, ey at least it's not alcohol poisoning."
Gd9OhYroLN03,68,Gd9OhYroLN0,I love this musical crew linking park❤❤
Gd9OhYroLN04,68,Gd9OhYroLN0,"Chester was cool,"
dxytyRy-O1k0,69,dxytyRy-O1k,Me not u
dxytyRy-O1k1,69,dxytyRy-O1k,The story of our lives and our legacy as the human race if stay this course.
dxytyRy-O1k2,69,dxytyRy-O1k,Rip LP
dxytyRy-O1k3,69,dxytyRy-O1k,Who else here today still miss Chester-The legend❤️🥺😔
dxytyRy-O1k4,69,dxytyRy-O1k,"Chester, thank you for the greatness you blessed us with. Rest in peace my man"
XFkzRNyygfk0,70,XFkzRNyygfk,A música foi citada na série “o vazio”
XFkzRNyygfk1,70,XFkzRNyygfk,A letra desta música não tem idiomas pois sinto que ela tras a mesma sensação em todos os idiomas pois sou brasileiro e parece que está em português
XFkzRNyygfk2,70,XFkzRNyygfk,"There are many great covers of this song, but somehow Chrissie Hinds gets under my skin like no other"
XFkzRNyygfk3,70,XFkzRNyygfk,Wait
XFkzRNyygfk4,70,XFkzRNyygfk,Estou aqui novamente. Curtindo esse clássico do nosso rock.
u5CVsCnxyXg0,71,u5CVsCnxyXg,This song is just amazing
u5CVsCnxyXg1,71,u5CVsCnxyXg,"Guy tries to kill himself by inhaling carbon monoxide but his fire alarm goes off.
No alarms and no surprises this time…"
u5CVsCnxyXg2,71,u5CVsCnxyXg,Hello
u5CVsCnxyXg3,71,u5CVsCnxyXg,bro this song gets me every single time
u5CVsCnxyXg4,71,u5CVsCnxyXg,Such a pretty house
1uYWYWPc9HU0,72,1uYWYWPc9HU,why this song is under 100m views ?
1uYWYWPc9HU1,72,1uYWYWPc9HU,George Lucas version of Blood Simple adds this song to the movie. ;) I love this song and Radiohead by the way. One of my favorite bands.
1uYWYWPc9HU2,72,1uYWYWPc9HU,For my Grandmother They shoved her into a filthy nursing home. Vindicta mea est.
1uYWYWPc9HU3,72,1uYWYWPc9HU,Rest in Heaven Cousin.Christ❤❤❤
1uYWYWPc9HU4,72,1uYWYWPc9HU,cuando se meten con nosotros😂😂😂😂😂 sigan riendo
TNRCvG9YtYI0,75,TNRCvG9YtYI,"La unica musica que me lleva a otro mundo, lejos de todo."
TNRCvG9YtYI1,75,TNRCvG9YtYI,"Tobias Stretch, Artist"
TNRCvG9YtYI2,75,TNRCvG9YtYI,"In the deepest ocean
The bottom of the sea
Your eyes
They turn me
Why should I stay here?
Why should I stay?
I'd be crazy not to follow
Follow where you lead
Your eyes
They turn me
Turn me into phantoms
I follow to the edge
Of the earth
And fall off
Yeah, everybody leaves
If they get the chance
And this...
Is my chance
I get eaten by the worms
And weird fishes
Picked over by the worms
And weird fishes
Weird fishes
Weird fishes
Yeah I, I'll hit the bottom
Hit the bottom and escape
Escape
I, I hit the bottom
Hit the bottom and escape
Escape"
TNRCvG9YtYI3,75,TNRCvG9YtYI,"the ""hmmm"" at the start is so sick"
TNRCvG9YtYI4,75,TNRCvG9YtYI,Such a beautiful song. I almost feel my heart breaking.
GoLJJRIWCLU0,76,GoLJJRIWCLU,Thom Yorke understood the assignment.
GoLJJRIWCLU1,76,GoLJJRIWCLU,"Does anyone have any idea how to execute a similar face tracking shot as seen here, but without a helmet in view? Only the illusion visual of the head being tracked?"
GoLJJRIWCLU2,76,GoLJJRIWCLU,mi fav
GoLJJRIWCLU3,76,GoLJJRIWCLU,3:11 dicks Falling into Place
GoLJJRIWCLU4,76,GoLJJRIWCLU,This is like walkinf around with a full body mirror
n5h0qHwNrHk0,77,n5h0qHwNrHk,im 200 and have been divorced 6 and a half times... this song got me through it every single time!!! Rock on Radioshead.
n5h0qHwNrHk1,77,n5h0qHwNrHk,"a pirate looking for his head:
3:37"
n5h0qHwNrHk2,77,n5h0qHwNrHk,I've got a spreadsheet called fake plastic trees....and it's mainly red.
n5h0qHwNrHk3,77,n5h0qHwNrHk,And if I could be who you wanted
n5h0qHwNrHk4,77,n5h0qHwNrHk,"I've just discovered that Norman Reedus is in the video. By the way, such a great song..."
oIFLtNYI3Ls0,78,oIFLtNYI3Ls,the way he dances around the microphone is like the special Ed kid in dance class
oIFLtNYI3Ls1,78,oIFLtNYI3Ls,one of my favorite musicians
oIFLtNYI3Ls2,78,oIFLtNYI3Ls,greetings from north battleford saskatchewan canada!
oIFLtNYI3Ls3,78,oIFLtNYI3Ls,"This was definitely ONE of my favourites from the album, but after watching the music video, it is definitely MY favourite"
oIFLtNYI3Ls4,78,oIFLtNYI3Ls,The guy lying down discovered the meaningless of life.
BbWBRnDK_AE0,79,BbWBRnDK_AE,This song is simply magnificent pure golden wave of fresh air take a breath
BbWBRnDK_AE1,79,BbWBRnDK_AE,heaven
BbWBRnDK_AE2,79,BbWBRnDK_AE,drogadiiiiiiiiiiiiiiiiiictooooooooooooooooooooooooooooooooooooooooo
BbWBRnDK_AE3,79,BbWBRnDK_AE,Yo let me hit that.
BbWBRnDK_AE4,79,BbWBRnDK_AE,Sounds like a dream
l482T0yNkeo0,80,l482T0yNkeo,Essa música lembra o Dean Winchester
l482T0yNkeo1,80,l482T0yNkeo,Listening since I was 7 😘
l482T0yNkeo2,80,l482T0yNkeo,"Lo sigo diciendo ,el mejor vocalista d ac dc!"
l482T0yNkeo3,80,l482T0yNkeo,"Imagina la vida sin AC/DC ; yo tengo 44 años y recién , realmente recién los escucho detenidamente. Maravilloso sonido 🎼🎧"
l482T0yNkeo4,80,l482T0yNkeo,Hutd
v2AC41dglnM0,81,v2AC41dglnM,Im not 1
v2AC41dglnM1,81,v2AC41dglnM,Close your eyes and it sounds like Donald duck is singing
v2AC41dglnM2,81,v2AC41dglnM,"Esto es rock gente, definitivamente con mis 15 años hoy en día los fines de semana pongo este tema a todo volumen y me encanta me fascina estrellas AC/DC 🤟❤️‍🔥"
v2AC41dglnM3,81,v2AC41dglnM,I know this is music and I love it
v2AC41dglnM4,81,v2AC41dglnM,Lieblingslied!!!
pAgnJDJN4VA0,82,pAgnJDJN4VA,Inspiration
pAgnJDJN4VA1,82,pAgnJDJN4VA,❤
pAgnJDJN4VA2,82,pAgnJDJN4VA,Algum BR  ouvindo esta obra prima ??
pAgnJDJN4VA3,82,pAgnJDJN4VA,Отличная песня! Для нормальных парней!
pAgnJDJN4VA4,82,pAgnJDJN4VA,INSANE SO BADLY
Lo2qQmj0_h40,83,Lo2qQmj0_h4,Fuckin Great
Lo2qQmj0_h41,83,Lo2qQmj0_h4,It's saturday and I'm getting pissed tonight 😂
Lo2qQmj0_h42,83,Lo2qQmj0_h4,My Bretto❤ miss you very much xxx
Lo2qQmj0_h43,83,Lo2qQmj0_h4,"Of course, as long as u got rhythm! Good  ol  days!🥀😏🤣"
Lo2qQmj0_h44,83,Lo2qQmj0_h4,"Also fun fact ,enjoyed by grannies after a long day minding our grandchildren xx"
44XYEeD1A1U0,84,44XYEeD1A1U,AC\DC LO MEJOR POR LEJOS
44XYEeD1A1U1,84,44XYEeD1A1U,Tnt rules!!!!💣💣💥💥💣💥🧨🧨🧨🧨🧨🧨🧨💣💥🧨🧨💥💣🧨💥💥💥💣🧨🧨🧨💣💣💥💥💥💥💥💥💣💣💣🧨🧨
44XYEeD1A1U2,84,44XYEeD1A1U,Yep it does
44XYEeD1A1U3,84,44XYEeD1A1U,"Lo mejor que tienen los gringos la musica , saludos desde Argentina"
44XYEeD1A1U4,84,44XYEeD1A1U,❤❤❤
etAIpkdhU9Q0,85,etAIpkdhU9Q,Que las melodías que escuches hoy traigan una sonrisa a tu rostro y un salto a tu paso.
etAIpkdhU9Q1,85,etAIpkdhU9Q,HELLS BELLS
etAIpkdhU9Q2,85,etAIpkdhU9Q,AC/DC ... forever and ever... My great love...  💋🌹❤🤟🏼
etAIpkdhU9Q3,85,etAIpkdhU9Q,Are you guys ready to spear the opposing team's quarterback too
etAIpkdhU9Q4,85,etAIpkdhU9Q,monsters
jsjdjWGDvFk0,86,jsjdjWGDvFk,Jojo
jsjdjWGDvFk1,86,jsjdjWGDvFk,This song makes me wanna travel dimensions
jsjdjWGDvFk2,86,jsjdjWGDvFk,Unpleasant acts done at a price reasonable is very good
jsjdjWGDvFk3,86,jsjdjWGDvFk,D4C
jsjdjWGDvFk4,86,jsjdjWGDvFk,"This song is so good, it’s like it came from *an alternate universe.*"
xRQnJyP77tY0,87,xRQnJyP77tY,"Brian's high notes on ""pull the trigger"" are insane 🔥"
xRQnJyP77tY1,87,xRQnJyP77tY,НИСЧАК AC/DC!!!From the moment of birth!!!
xRQnJyP77tY2,87,xRQnJyP77tY,...................
xRQnJyP77tY3,87,xRQnJyP77tY,2🎉1st awful LOL ACDC ❤higher HI 🎉Hell just ride hiway 2 hell.OK L always look twice 5 ×s UNOO nothing. ❤ So Hard ACDC
xRQnJyP77tY4,87,xRQnJyP77tY,"Sexy, and playful!… Perfect!"
j9Z39Uqybcw0,88,j9Z39Uqybcw,"It's A Long Way To The Top (If You Wanna Rock N' Roll) got 10,000 views, Thanks a lot everyone, Congratulations!"
j9Z39Uqybcw1,88,j9Z39Uqybcw,Im sorry but its how i feel!!!! Its the fucking best ever ever ever ever!!!!!!!!!!!!!!🎉
j9Z39Uqybcw2,88,j9Z39Uqybcw,The best music 🎶 I've been rocking sense 40 years ago
j9Z39Uqybcw3,88,j9Z39Uqybcw,Bon Scott  was the greatest  without a doubt!And the crowd acted like they were from Bugtussel or something lol.
j9Z39Uqybcw4,88,j9Z39Uqybcw,Hell Yeah! Old school AC/DC in the backyard! FTW
FrFvNphZ5BQ0,89,FrFvNphZ5BQ,AC⚡ DC⚡
FrFvNphZ5BQ1,89,FrFvNphZ5BQ,"Banda que chacoalha qualquer tribo, respeitada por todos estilos musicais, não tem quem não goste deles, tudo o que eles fazem fica bom! Curto demais!!!"
FrFvNphZ5BQ2,89,FrFvNphZ5BQ,Eu amooooooooooo com todas as minhas forças ❤️😍
FrFvNphZ5BQ3,89,FrFvNphZ5BQ,♡
FrFvNphZ5BQ4,89,FrFvNphZ5BQ,"АС/ДС,ЭТО КРУТО!КЛАССИКА РОКА,НА ВСЕ ВРЕМЕНА!КРАСАВЧИКИ!!!"
uSD4vsh1zDA0,90,uSD4vsh1zDA,2023❤❤
uSD4vsh1zDA1,90,uSD4vsh1zDA,This  song  brings  a lot  of joy  to the song. it  connects.
uSD4vsh1zDA2,90,uSD4vsh1zDA,zonder music word je niet oud.
uSD4vsh1zDA3,90,uSD4vsh1zDA,2024❤
uSD4vsh1zDA4,90,uSD4vsh1zDA,Im gonna cry 😢😢😢
me19SUmWu2s0,91,me19SUmWu2s,Me parece que dice que no te rindas
me19SUmWu2s1,91,me19SUmWu2s,The best piece of music that keeps me to live in hard times.... don't you worry ;-)
me19SUmWu2s2,91,me19SUmWu2s,Don't you worry. I love you
me19SUmWu2s3,91,me19SUmWu2s,Mon frere etvmoi on cife sete musique on lecoute toule tan
me19SUmWu2s4,91,me19SUmWu2s,Helle  🔪🔪🔪🔥🔥🔥🤬🤬🤬🤬
WpYeekQkAdc0,92,WpYeekQkAdc,🤞🤍
WpYeekQkAdc1,92,WpYeekQkAdc,Quantas vezes assisti na MTV Brasil😊😊😊😊Top.
WpYeekQkAdc2,92,WpYeekQkAdc,"I'll ask you again in 2023.
Where is love in the world?
It's like the world is going crazy"
WpYeekQkAdc3,92,WpYeekQkAdc,"2023! We just marking the register. Don't forget to be love, to practice love. Love is us."
WpYeekQkAdc4,92,WpYeekQkAdc,Everything in this song is still 100% true in 2023
OrTyD7rjBpw0,93,OrTyD7rjBpw,FERGIE 😍😘
OrTyD7rjBpw1,93,OrTyD7rjBpw,Arisco a dizê que uma das melhores músicas da banda
OrTyD7rjBpw2,93,OrTyD7rjBpw,Just can't get enough!
OrTyD7rjBpw3,93,OrTyD7rjBpw,I just can't get enough of this song.
OrTyD7rjBpw4,93,OrTyD7rjBpw,Nostalgia overload.
vMLk_T0PPbk0,94,vMLk_T0PPbk,"I love how simple and minimal it is...
Futuristic and iconic...thank you Rich Lee...Rich Lee directed “imma be rocking that body” and “T.H.E”...Shakira looked iconic beautiful...and Her dance moves we super cool...the Hand choreography is NEXT LEVEL... apl and taboo look like super hero’s...taboos jacket is 🔥🔥🔥 Apl’s outfit is futuristic...and I love that car... I don’t want to comment about myself... so I leave it there..."
vMLk_T0PPbk1,94,vMLk_T0PPbk,Shakira aged really well damn
vMLk_T0PPbk2,94,vMLk_T0PPbk,😊🎉❤🎉
vMLk_T0PPbk3,94,vMLk_T0PPbk,Me encantó
vMLk_T0PPbk4,94,vMLk_T0PPbk,😅buscando el lenguaje de la auyama @ lety
ZaI2IlHwmgQ0,95,ZaI2IlHwmgQ,I like  is music
ZaI2IlHwmgQ1,95,ZaI2IlHwmgQ,アイラブユーmore
ZaI2IlHwmgQ2,95,ZaI2IlHwmgQ,アイラブユー
ZaI2IlHwmgQ3,95,ZaI2IlHwmgQ,"ちっとも遅くない
タイムリープしよう"
ZaI2IlHwmgQ4,95,ZaI2IlHwmgQ,みんなありがとう
H7qR7xvKFEU0,96,H7qR7xvKFEU,"This work is too good one. Thats why i never told u that.  The really powerful / beautiful things can scare in the begginning. 
But...🥳
(fear is love, dear world)"
H7qR7xvKFEU1,96,H7qR7xvKFEU,Wow this is so awesome!
H7qR7xvKFEU2,96,H7qR7xvKFEU,goddam that misirlou hits hard
H7qR7xvKFEU3,96,H7qR7xvKFEU,Nice 
H7qR7xvKFEU4,96,H7qR7xvKFEU,"Doing chest press never been this fun using this track.

Note: I really hate chest press"
I7HahVwYpwo0,97,I7HahVwYpwo,2023?
I7HahVwYpwo1,97,I7HahVwYpwo,2023
I7HahVwYpwo2,97,I7HahVwYpwo,pure nostalgia
I7HahVwYpwo3,97,I7HahVwYpwo,Anyone else who is currently 24 years old?🤣
I7HahVwYpwo4,97,I7HahVwYpwo,Ciao bellissima
EzKkl64rRbM0,98,EzKkl64rRbM,👍🏼👍🏼👍🏼👍🏼
EzKkl64rRbM1,98,EzKkl64rRbM,Tenderémos
EzKkl64rRbM2,98,EzKkl64rRbM,Play back at 1.25x speed. Your welcome.😊
EzKkl64rRbM3,98,EzKkl64rRbM,Dang
EzKkl64rRbM4,98,EzKkl64rRbM,This song came out before the world shut down for 3 years due to covid. How life changed in such a short time… great cap to an end of a great year before Covid hit.
AbNOhZ1rsG80,99,AbNOhZ1rsG8,Troppi
AbNOhZ1rsG81,99,AbNOhZ1rsG8,Bravis
AbNOhZ1rsG82,99,AbNOhZ1rsG8,🎉🎉🎉spettacolo
AbNOhZ1rsG83,99,AbNOhZ1rsG8,Spaccate sempre…❤❤❤
AbNOhZ1rsG84,99,AbNOhZ1rsG8,love it
Zi_XLOBDo_Y0,100,Zi_XLOBDo_Y,TU QUIERES UN MANZANA  HAUU HEHE
Zi_XLOBDo_Y1,100,Zi_XLOBDo_Y,THIS SONG IS SO GOOD I NEVER GET BORED LISTENING TO IT❤
Zi_XLOBDo_Y2,100,Zi_XLOBDo_Y,I love himmm
Zi_XLOBDo_Y3,100,Zi_XLOBDo_Y,Yep 2025
Zi_XLOBDo_Y4,100,Zi_XLOBDo_Y,Was the baby his!
