,uri,tracks_id,danceability,energy,key,loudness,mode,speechiness,acousticness,intrumentalness,liveness,valence,tempo,duration_ms,time_signature,analysis_url,track_href
0,spotify:track:3v6sBj3swihU8pXQQHhDZo,3v6sBj3swihU8pXQQHhDZo,0.611,0.614,5,-8.815,0,0.0672,0.0169,0.000794,0.753,0.52,128.05,195000,4,https://api.spotify.com/v1/audio-analysis/3v6sBj3swihU8pXQQHhDZo,https://api.spotify.com/v1/tracks/3v6sBj3swihU8pXQQHhDZo
1,spotify:track:7KCWmFdw0TzoJbKtqRRzJO,7KCWmFdw0TzoJbKtqRRzJO,0.638,0.781,4,-6.848,0,0.0285,0.0118,0.00953,0.349,0.25,122.985,194641,4,https://api.spotify.com/v1/audio-analysis/7KCWmFdw0TzoJbKtqRRzJO,https://api.spotify.com/v1/tracks/7KCWmFdw0TzoJbKtqRRzJO
2,spotify:track:2CY92qejUrhyPUASawNVRr,2CY92qejUrhyPUASawNVRr,0.56,0.81,0,-8.029,0,0.0872,0.0071,7.93e-06,0.241,0.247,170.044,217573,4,https://api.spotify.com/v1/audio-analysis/2CY92qejUrhyPUASawNVRr,https://api.spotify.com/v1/tracks/2CY92qejUrhyPUASawNVRr
3,spotify:track:11BPfwVbB7vok7KfjBeW4k,11BPfwVbB7vok7KfjBeW4k,0.525,0.699,9,-4.571,1,0.0353,0.0178,8.8e-05,0.0888,0.199,92.011,443478,4,https://api.spotify.com/v1/audio-analysis/11BPfwVbB7vok7KfjBeW4k,https://api.spotify.com/v1/tracks/11BPfwVbB7vok7KfjBeW4k
4,spotify:track:3yUJKPsjvThlcQWTS9ttYx,3yUJKPsjvThlcQWTS9ttYx,0.367,0.771,9,-5.863,1,0.106,0.365,1.47e-06,0.0965,0.163,115.917,225862,4,https://api.spotify.com/v1/audio-analysis/3yUJKPsjvThlcQWTS9ttYx,https://api.spotify.com/v1/tracks/3yUJKPsjvThlcQWTS9ttYx
5,spotify:track:41MOCUNOgWtaYBFUsGnpZ5,41MOCUNOgWtaYBFUsGnpZ5,0.572,0.837,5,-7.876,1,0.0367,0.0197,0.0,0.163,0.627,100.343,166920,4,https://api.spotify.com/v1/audio-analysis/41MOCUNOgWtaYBFUsGnpZ5,https://api.spotify.com/v1/tracks/41MOCUNOgWtaYBFUsGnpZ5
6,spotify:track:5JP1cMCDxX4k2gwfSgt8Lf,5JP1cMCDxX4k2gwfSgt8Lf,0.725,0.687,3,-6.465,1,0.0596,0.694,0.000369,0.231,0.77,96.005,193133,4,https://api.spotify.com/v1/audio-analysis/5JP1cMCDxX4k2gwfSgt8Lf,https://api.spotify.com/v1/tracks/5JP1cMCDxX4k2gwfSgt8Lf
7,spotify:track:73xsMXuRNB3yqLeNc7NXBq,73xsMXuRNB3yqLeNc7NXBq,0.675,0.547,0,-4.999,1,0.0481,0.114,7.97e-05,0.0678,0.365,75.003,253000,4,https://api.spotify.com/v1/audio-analysis/73xsMXuRNB3yqLeNc7NXBq,https://api.spotify.com/v1/tracks/73xsMXuRNB3yqLeNc7NXBq
8,spotify:track:6TwrBbgTaB5gpl06YQoRKy,6TwrBbgTaB5gpl06YQoRKy,0.516,0.692,7,-4.842,1,0.0279,0.0875,0.0093,0.09,0.181,83.571,216187,4,https://api.spotify.com/v1/audio-analysis/6TwrBbgTaB5gpl06YQoRKy,https://api.spotify.com/v1/tracks/6TwrBbgTaB5gpl06YQoRKy
9,spotify:track:5SDEirHg6Y8fCYuKMnAaC5,5SDEirHg6Y8fCYuKMnAaC5,0.548,0.509,9,-7.937,1,0.0288,0.261,0.702,0.079,0.484,78.974,232333,4,https://api.spotify.com/v1/audio-analysis/5SDEirHg6Y8fCYuKMnAaC5,https://api.spotify.com/v1/tracks/5SDEirHg6Y8fCYuKMnAaC5
10,spotify:track:37tp9qtF4YQF0nvaQ3ryB7,37tp9qtF4YQF0nvaQ3ryB7,0.559,0.933,7,-4.233,0,0.361,0.327,0.226,0.356,0.234,182.912,123630,4,https://api.spotify.com/v1/audio-analysis/37tp9qtF4YQF0nvaQ3ryB7,https://api.spotify.com/v1/tracks/37tp9qtF4YQF0nvaQ3ryB7
11,spotify:track:5ZWMcomAviWuMGZWbBxmGd,5ZWMcomAviWuMGZWbBxmGd,0.817,0.695,8,-7.391,1,0.0497,0.0299,0.00183,0.0956,0.404,91.971,266413,4,https://api.spotify.com/v1/audio-analysis/5ZWMcomAviWuMGZWbBxmGd,https://api.spotify.com/v1/tracks/5ZWMcomAviWuMGZWbBxmGd
12,spotify:track:1zDHb1p9J2SUVGqttkIwlW,1zDHb1p9J2SUVGqttkIwlW,0.807,0.709,1,-7.476,0,0.193,0.626,0.0,0.296,0.537,96.006,232500,4,https://api.spotify.com/v1/audio-analysis/1zDHb1p9J2SUVGqttkIwlW,https://api.spotify.com/v1/tracks/1zDHb1p9J2SUVGqttkIwlW
13,spotify:track:03ibPDUYi7g1vOC9eJGrsy,03ibPDUYi7g1vOC9eJGrsy,0.818,0.76,7,-4.273,1,0.0673,0.049,4.74e-06,0.112,0.508,85.996,228107,4,https://api.spotify.com/v1/audio-analysis/03ibPDUYi7g1vOC9eJGrsy,https://api.spotify.com/v1/tracks/03ibPDUYi7g1vOC9eJGrsy
14,spotify:track:1Yt78wXs4KUeMrOxZu8dQT,1Yt78wXs4KUeMrOxZu8dQT,0.774,0.665,10,-5.637,0,0.0721,0.00401,0.0,0.455,0.512,97.522,201927,4,https://api.spotify.com/v1/audio-analysis/1Yt78wXs4KUeMrOxZu8dQT,https://api.spotify.com/v1/tracks/1Yt78wXs4KUeMrOxZu8dQT
15,spotify:track:4grBhZ71RTsPWgykqlUBFA,4grBhZ71RTsPWgykqlUBFA,0.657,0.813,10,-4.253,1,0.0431,0.187,0.0,0.112,0.864,105.64,178640,4,https://api.spotify.com/v1/audio-analysis/4grBhZ71RTsPWgykqlUBFA,https://api.spotify.com/v1/tracks/4grBhZ71RTsPWgykqlUBFA
16,spotify:track:4KSQ9el0QgTKKie5oCtKLe,4KSQ9el0QgTKKie5oCtKLe,0.608,0.945,11,-3.858,1,0.0483,0.00433,0.0,0.0773,0.682,115.933,180213,4,https://api.spotify.com/v1/audio-analysis/4KSQ9el0QgTKKie5oCtKLe,https://api.spotify.com/v1/tracks/4KSQ9el0QgTKKie5oCtKLe
17,spotify:track:6P0dI2yAf2cmg4UrCcStwE,6P0dI2yAf2cmg4UrCcStwE,0.588,0.894,3,-5.564,1,0.0403,0.000176,0.23,0.141,0.552,123.031,237853,4,https://api.spotify.com/v1/audio-analysis/6P0dI2yAf2cmg4UrCcStwE,https://api.spotify.com/v1/tracks/6P0dI2yAf2cmg4UrCcStwE
18,spotify:track:24kirWnsEEyGgbl2NuhSVz,24kirWnsEEyGgbl2NuhSVz,0.498,0.727,4,-6.116,1,0.0308,0.0562,0.0,0.609,0.441,79.994,212600,4,https://api.spotify.com/v1/audio-analysis/24kirWnsEEyGgbl2NuhSVz,https://api.spotify.com/v1/tracks/24kirWnsEEyGgbl2NuhSVz
19,spotify:track:2RKmGDTq840oLpKC0WOaCr,2RKmGDTq840oLpKC0WOaCr,0.629,0.855,10,-5.593,1,0.0568,0.108,0.0,0.198,0.963,96.039,184400,4,https://api.spotify.com/v1/audio-analysis/2RKmGDTq840oLpKC0WOaCr,https://api.spotify.com/v1/tracks/2RKmGDTq840oLpKC0WOaCr
20,spotify:track:4R06uQw0yBQXWmatdIOlch,4R06uQw0yBQXWmatdIOlch,0.523,0.544,7,-6.585,0,0.0578,0.465,0.0,0.121,0.268,75.053,270255,4,https://api.spotify.com/v1/audio-analysis/4R06uQw0yBQXWmatdIOlch,https://api.spotify.com/v1/tracks/4R06uQw0yBQXWmatdIOlch
21,spotify:track:2G1T3kqYNyhMjXbqZ4e3vX,2G1T3kqYNyhMjXbqZ4e3vX,0.609,0.861,4,-5.26,1,0.0927,0.00599,0.0,0.0924,0.53,139.914,203667,4,https://api.spotify.com/v1/audio-analysis/2G1T3kqYNyhMjXbqZ4e3vX,https://api.spotify.com/v1/tracks/2G1T3kqYNyhMjXbqZ4e3vX
22,spotify:track:6t6bOh1jmVcRke7rmzAegb,6t6bOh1jmVcRke7rmzAegb,0.616,0.657,7,-5.375,1,0.0649,0.117,0.0,0.11,0.927,79.919,205066,4,https://api.spotify.com/v1/audio-analysis/6t6bOh1jmVcRke7rmzAegb,https://api.spotify.com/v1/tracks/6t6bOh1jmVcRke7rmzAegb
23,spotify:track:2r12KCHNv0p7JQJsGt3vYK,2r12KCHNv0p7JQJsGt3vYK,0.604,0.806,7,-6.416,0,0.0467,0.0126,0.00803,0.176,0.0894,131.95,219943,4,https://api.spotify.com/v1/audio-analysis/2r12KCHNv0p7JQJsGt3vYK,https://api.spotify.com/v1/tracks/2r12KCHNv0p7JQJsGt3vYK
24,spotify:track:4sofJiicQwKsRo3S1vpt39,4sofJiicQwKsRo3S1vpt39,0.744,0.816,11,-3.933,1,0.0372,0.144,8.51e-06,0.0902,0.748,120.062,144000,4,https://api.spotify.com/v1/audio-analysis/4sofJiicQwKsRo3S1vpt39,https://api.spotify.com/v1/tracks/4sofJiicQwKsRo3S1vpt39
25,spotify:track:2dyrLrVopYKGc3H9oOYSmZ,2dyrLrVopYKGc3H9oOYSmZ,0.721,0.768,3,-4.371,1,0.0685,0.21,0.00843,0.262,0.468,124.076,179032,4,https://api.spotify.com/v1/audio-analysis/2dyrLrVopYKGc3H9oOYSmZ,https://api.spotify.com/v1/tracks/2dyrLrVopYKGc3H9oOYSmZ
26,spotify:track:7AxA87dIJ1FF4l1BQ98ZCZ,7AxA87dIJ1FF4l1BQ98ZCZ,0.52,0.907,1,-3.614,1,0.3,0.00373,5.28e-06,0.0906,0.219,132.046,141171,4,https://api.spotify.com/v1/audio-analysis/7AxA87dIJ1FF4l1BQ98ZCZ,https://api.spotify.com/v1/tracks/7AxA87dIJ1FF4l1BQ98ZCZ
27,spotify:track:5FDdviWQzhw7NWH2TiDl9d,5FDdviWQzhw7NWH2TiDl9d,0.7,0.782,3,-4.631,1,0.0542,0.449,0.0,0.143,0.68,124.969,169901,4,https://api.spotify.com/v1/audio-analysis/5FDdviWQzhw7NWH2TiDl9d,https://api.spotify.com/v1/tracks/5FDdviWQzhw7NWH2TiDl9d
28,spotify:track:0kJUHCpOr6CFU15kEKAgVF,0kJUHCpOr6CFU15kEKAgVF,0.787,0.462,8,-7.985,1,0.0908,0.724,0.000187,0.102,0.554,86.994,197246,4,https://api.spotify.com/v1/audio-analysis/0kJUHCpOr6CFU15kEKAgVF,https://api.spotify.com/v1/tracks/0kJUHCpOr6CFU15kEKAgVF
29,spotify:track:5WXSmZUK7MAtkcKoBPFyHm,5WXSmZUK7MAtkcKoBPFyHm,0.456,0.872,4,-5.87,1,0.0434,0.00264,0.000529,0.176,0.69,157.678,180570,4,https://api.spotify.com/v1/audio-analysis/5WXSmZUK7MAtkcKoBPFyHm,https://api.spotify.com/v1/tracks/5WXSmZUK7MAtkcKoBPFyHm
30,spotify:track:3oqztHfES8jYMyrxPMzWwc,3oqztHfES8jYMyrxPMzWwc,0.703,0.624,7,-6.228,1,0.0364,0.0156,5.53e-05,0.299,0.808,131.966,195191,4,https://api.spotify.com/v1/audio-analysis/3oqztHfES8jYMyrxPMzWwc,https://api.spotify.com/v1/tracks/3oqztHfES8jYMyrxPMzWwc
31,spotify:track:1zZIVe9x0JhdhpuQjLTjIM,1zZIVe9x0JhdhpuQjLTjIM,0.567,0.542,2,-6.64,1,0.0309,0.309,0.000342,0.0734,0.229,125.16,253869,4,https://api.spotify.com/v1/audio-analysis/1zZIVe9x0JhdhpuQjLTjIM,https://api.spotify.com/v1/tracks/1zZIVe9x0JhdhpuQjLTjIM
32,spotify:track:3tzlgaWjqZJX0fq2hiQW62,3tzlgaWjqZJX0fq2hiQW62,0.57,0.368,0,-9.128,1,0.0329,0.0514,0.0,0.108,0.136,139.937,266668,4,https://api.spotify.com/v1/audio-analysis/3tzlgaWjqZJX0fq2hiQW62,https://api.spotify.com/v1/tracks/3tzlgaWjqZJX0fq2hiQW62
33,spotify:track:1i6gUYGzJF7XMukcwSwJ7k,1i6gUYGzJF7XMukcwSwJ7k,0.704,0.686,7,-5.096,1,0.0439,0.733,4.8e-05,0.0977,0.427,101.05,264596,4,https://api.spotify.com/v1/audio-analysis/1i6gUYGzJF7XMukcwSwJ7k,https://api.spotify.com/v1/tracks/1i6gUYGzJF7XMukcwSwJ7k
34,spotify:track:6kjeIqdUFA5p6GCtW8PzF3,6kjeIqdUFA5p6GCtW8PzF3,0.681,0.665,8,-9.115,1,0.0529,0.00296,0.00652,0.154,0.832,116.047,197586,4,https://api.spotify.com/v1/audio-analysis/6kjeIqdUFA5p6GCtW8PzF3,https://api.spotify.com/v1/tracks/6kjeIqdUFA5p6GCtW8PzF3
35,spotify:track:6S5mz361HiZquQleGlI3aD,6S5mz361HiZquQleGlI3aD,0.453,0.37,11,-8.671,1,0.0304,0.937,0.0,0.234,0.244,126.45,167893,4,https://api.spotify.com/v1/audio-analysis/6S5mz361HiZquQleGlI3aD,https://api.spotify.com/v1/tracks/6S5mz361HiZquQleGlI3aD
36,spotify:track:2NEBP8SXEqwZt2PRdPXXuy,2NEBP8SXEqwZt2PRdPXXuy,0.764,0.587,5,-7.002,0,0.0298,0.0721,6.45e-06,0.094,0.494,89.98,229573,4,https://api.spotify.com/v1/audio-analysis/2NEBP8SXEqwZt2PRdPXXuy,https://api.spotify.com/v1/tracks/2NEBP8SXEqwZt2PRdPXXuy
37,spotify:track:2oMfpjxWmnLYcgbqkeAjfp,2oMfpjxWmnLYcgbqkeAjfp,0.755,0.619,11,-6.829,0,0.0362,0.0246,0.0,0.0739,0.398,155.046,216227,4,https://api.spotify.com/v1/audio-analysis/2oMfpjxWmnLYcgbqkeAjfp,https://api.spotify.com/v1/tracks/2oMfpjxWmnLYcgbqkeAjfp
38,spotify:track:69DR48pXzSabFUfQfDDJDb,69DR48pXzSabFUfQfDDJDb,0.545,0.818,9,-6.38,1,0.0541,0.0369,0.0,0.101,0.679,109.019,225067,3,https://api.spotify.com/v1/audio-analysis/69DR48pXzSabFUfQfDDJDb,https://api.spotify.com/v1/tracks/69DR48pXzSabFUfQfDDJDb
39,spotify:track:5PNcJn4oFNvlRfrZBHfqWh,5PNcJn4oFNvlRfrZBHfqWh,0.611,0.782,8,-4.989,1,0.0474,0.147,0.0,0.115,0.915,101.319,188053,4,https://api.spotify.com/v1/audio-analysis/5PNcJn4oFNvlRfrZBHfqWh,https://api.spotify.com/v1/tracks/5PNcJn4oFNvlRfrZBHfqWh
40,spotify:track:4whYDpJ5XVQpmvecbEHP5Q,4whYDpJ5XVQpmvecbEHP5Q,0.557,0.737,3,-5.75,1,0.0476,0.0142,0.0,0.314,0.817,158.05,204187,4,https://api.spotify.com/v1/audio-analysis/4whYDpJ5XVQpmvecbEHP5Q,https://api.spotify.com/v1/tracks/4whYDpJ5XVQpmvecbEHP5Q
41,spotify:track:3NgcaTIgVh77DdwAInp996,3NgcaTIgVh77DdwAInp996,0.711,0.696,7,-5.05,1,0.0869,0.16,0.0,0.17,0.694,80.512,189533,4,https://api.spotify.com/v1/audio-analysis/3NgcaTIgVh77DdwAInp996,https://api.spotify.com/v1/tracks/3NgcaTIgVh77DdwAInp996
42,spotify:track:6NKhY15Y8QaN67bBGxRA2b,6NKhY15Y8QaN67bBGxRA2b,0.711,0.868,0,-5.818,1,0.0392,0.256,0.396,0.116,0.944,105.799,146333,4,https://api.spotify.com/v1/audio-analysis/6NKhY15Y8QaN67bBGxRA2b,https://api.spotify.com/v1/tracks/6NKhY15Y8QaN67bBGxRA2b
43,spotify:track:0El2Zyt68nYySFDG87hZgM,0El2Zyt68nYySFDG87hZgM,0.476,0.952,4,-3.783,1,0.041,0.0981,2.91e-06,0.438,0.849,170.062,184707,4,https://api.spotify.com/v1/audio-analysis/0El2Zyt68nYySFDG87hZgM,https://api.spotify.com/v1/tracks/0El2Zyt68nYySFDG87hZgM
44,spotify:track:56eGOeSsqdg3FLxdo83TwV,56eGOeSsqdg3FLxdo83TwV,0.655,0.56,9,-6.857,1,0.0486,0.749,0.0,0.115,0.599,140.975,198440,4,https://api.spotify.com/v1/audio-analysis/56eGOeSsqdg3FLxdo83TwV,https://api.spotify.com/v1/tracks/56eGOeSsqdg3FLxdo83TwV
45,spotify:track:57gS5wJqIH6sbtBIIiioNY,57gS5wJqIH6sbtBIIiioNY,0.667,0.886,4,-5.12,1,0.0387,0.0265,0.0,0.0759,0.948,146.076,182947,4,https://api.spotify.com/v1/audio-analysis/57gS5wJqIH6sbtBIIiioNY,https://api.spotify.com/v1/tracks/57gS5wJqIH6sbtBIIiioNY
46,spotify:track:5qCddjdPnWUfv3ijlcSXnJ,5qCddjdPnWUfv3ijlcSXnJ,0.724,0.712,4,-7.28,1,0.0371,0.0625,0.000136,0.103,0.741,101.012,214557,4,https://api.spotify.com/v1/audio-analysis/5qCddjdPnWUfv3ijlcSXnJ,https://api.spotify.com/v1/tracks/5qCddjdPnWUfv3ijlcSXnJ
47,spotify:track:6dnco8haegnJYtylV26cBq,6dnco8haegnJYtylV26cBq,0.617,0.411,8,-12.075,1,0.0373,0.675,1.04e-06,0.0886,0.738,203.934,251960,4,https://api.spotify.com/v1/audio-analysis/6dnco8haegnJYtylV26cBq,https://api.spotify.com/v1/tracks/6dnco8haegnJYtylV26cBq
48,spotify:track:08tq1XcHwVt5PHXUo87i0D,08tq1XcHwVt5PHXUo87i0D,0.646,0.781,1,-4.616,1,0.0313,0.208,0.0,0.125,0.565,94.975,169920,4,https://api.spotify.com/v1/audio-analysis/08tq1XcHwVt5PHXUo87i0D,https://api.spotify.com/v1/tracks/08tq1XcHwVt5PHXUo87i0D
49,spotify:track:1mffZcVGwEqf9Xbdww0kCD,1mffZcVGwEqf9Xbdww0kCD,0.66,0.875,1,-5.792,0,0.0488,0.034,0.0,0.233,0.767,92.006,201467,4,https://api.spotify.com/v1/audio-analysis/1mffZcVGwEqf9Xbdww0kCD,https://api.spotify.com/v1/tracks/1mffZcVGwEqf9Xbdww0kCD
50,spotify:track:05AURmTdmCpIaBcww1HrGn,05AURmTdmCpIaBcww1HrGn,0.751,0.612,2,-6.676,1,0.334,0.106,0.0,0.24,0.767,149.947,205040,4,https://api.spotify.com/v1/audio-analysis/05AURmTdmCpIaBcww1HrGn,https://api.spotify.com/v1/tracks/05AURmTdmCpIaBcww1HrGn
51,spotify:track:483beWfErq5MZAvC0fJ7cr,483beWfErq5MZAvC0fJ7cr,0.644,0.89,2,-6.993,1,0.0332,0.0246,2.57e-05,0.103,0.619,112.027,214387,4,https://api.spotify.com/v1/audio-analysis/483beWfErq5MZAvC0fJ7cr,https://api.spotify.com/v1/tracks/483beWfErq5MZAvC0fJ7cr
52,spotify:track:7JjymfuNMxQgOQJ4mGOdbg,7JjymfuNMxQgOQJ4mGOdbg,0.731,0.674,10,-5.018,0,0.0397,0.14,0.0,0.114,0.623,99.05,166800,4,https://api.spotify.com/v1/audio-analysis/7JjymfuNMxQgOQJ4mGOdbg,https://api.spotify.com/v1/tracks/7JjymfuNMxQgOQJ4mGOdbg
53,spotify:track:59fi7eaSe4DuCqfua35m2W,59fi7eaSe4DuCqfua35m2W,0.621,0.568,2,-8.795,1,0.0311,0.145,1.65e-06,0.108,0.724,148.047,211085,4,https://api.spotify.com/v1/audio-analysis/59fi7eaSe4DuCqfua35m2W,https://api.spotify.com/v1/tracks/59fi7eaSe4DuCqfua35m2W
54,spotify:track:09iyGiljLWRYXdRazFkdtJ,09iyGiljLWRYXdRazFkdtJ,0.638,0.634,6,-6.474,1,0.0468,0.214,0.0,0.0866,0.473,92.097,196422,4,https://api.spotify.com/v1/audio-analysis/09iyGiljLWRYXdRazFkdtJ,https://api.spotify.com/v1/tracks/09iyGiljLWRYXdRazFkdtJ
55,spotify:track:3UJZ4VcHfSWyrMky8vobzv,3UJZ4VcHfSWyrMky8vobzv,0.825,0.387,0,-10.36,1,0.0364,0.756,0.000171,0.0866,0.794,126.067,204907,4,https://api.spotify.com/v1/audio-analysis/3UJZ4VcHfSWyrMky8vobzv,https://api.spotify.com/v1/tracks/3UJZ4VcHfSWyrMky8vobzv
56,spotify:track:2xPV95cfbyusygMTxpa3SW,2xPV95cfbyusygMTxpa3SW,0.544,0.572,0,-6.205,1,0.0319,0.118,0.0,0.234,0.52,169.885,196253,4,https://api.spotify.com/v1/audio-analysis/2xPV95cfbyusygMTxpa3SW,https://api.spotify.com/v1/tracks/2xPV95cfbyusygMTxpa3SW
57,spotify:track:548ddxWI4sZKK1aCLuMR16,548ddxWI4sZKK1aCLuMR16,0.877,0.618,5,-5.597,0,0.0456,0.0654,1e-05,0.056,0.846,90.997,242723,4,https://api.spotify.com/v1/audio-analysis/548ddxWI4sZKK1aCLuMR16,https://api.spotify.com/v1/tracks/548ddxWI4sZKK1aCLuMR16
58,spotify:track:3kb9vlB7NCKHNHvYyp8EaL,3kb9vlB7NCKHNHvYyp8EaL,0.687,0.75,11,-4.536,1,0.0961,0.107,3.05e-06,0.161,0.916,98.987,172534,4,https://api.spotify.com/v1/audio-analysis/3kb9vlB7NCKHNHvYyp8EaL,https://api.spotify.com/v1/tracks/3kb9vlB7NCKHNHvYyp8EaL
59,spotify:track:5nWsaKPbHG8UpBqkaBJGrE,5nWsaKPbHG8UpBqkaBJGrE,0.627,0.926,9,-2.134,1,0.0479,0.103,0.0,0.29,0.713,109.992,180960,4,https://api.spotify.com/v1/audio-analysis/5nWsaKPbHG8UpBqkaBJGrE,https://api.spotify.com/v1/tracks/5nWsaKPbHG8UpBqkaBJGrE
60,spotify:track:4WUduEPZZG6wiE9B5IklnY,4WUduEPZZG6wiE9B5IklnY,0.476,0.744,6,-6.602,1,0.0515,0.00397,0.000173,0.0982,0.159,127.934,239658,4,https://api.spotify.com/v1/audio-analysis/4WUduEPZZG6wiE9B5IklnY,https://api.spotify.com/v1/tracks/4WUduEPZZG6wiE9B5IklnY
61,spotify:track:7sxrWEZenpKgxDxekifRUk,7sxrWEZenpKgxDxekifRUk,0.623,0.922,1,-3.013,1,0.0534,0.000815,0.0,0.069,0.681,135.976,228471,4,https://api.spotify.com/v1/audio-analysis/7sxrWEZenpKgxDxekifRUk,https://api.spotify.com/v1/tracks/7sxrWEZenpKgxDxekifRUk
62,spotify:track:0BAoNo4799TRKGWhgg7hMy,0BAoNo4799TRKGWhgg7hMy,0.469,0.976,4,-4.103,1,0.28,0.0591,6.17e-05,0.403,0.501,163.987,206903,4,https://api.spotify.com/v1/audio-analysis/0BAoNo4799TRKGWhgg7hMy,https://api.spotify.com/v1/tracks/0BAoNo4799TRKGWhgg7hMy
63,spotify:track:35eAXKpNIwmKAqADGz3wKY,35eAXKpNIwmKAqADGz3wKY,0.468,0.829,9,-5.42,0,0.0808,0.00108,0.0,0.0679,0.35,182.984,188467,4,https://api.spotify.com/v1/audio-analysis/35eAXKpNIwmKAqADGz3wKY,https://api.spotify.com/v1/tracks/35eAXKpNIwmKAqADGz3wKY
64,spotify:track:7hVsdXC9zRDiWFfhdmkYC8,7hVsdXC9zRDiWFfhdmkYC8,0.747,0.911,4,-2.992,1,0.058,0.0533,0.0,0.0706,0.906,120.042,205229,4,https://api.spotify.com/v1/audio-analysis/7hVsdXC9zRDiWFfhdmkYC8,https://api.spotify.com/v1/tracks/7hVsdXC9zRDiWFfhdmkYC8
65,spotify:track:5sjEQjDkEYOr1RB6n5acXD,5sjEQjDkEYOr1RB6n5acXD,0.776,0.566,0,-7.561,1,0.0739,0.366,0.0,0.451,0.652,139.937,219827,4,https://api.spotify.com/v1/audio-analysis/5sjEQjDkEYOr1RB6n5acXD,https://api.spotify.com/v1/tracks/5sjEQjDkEYOr1RB6n5acXD
66,spotify:track:7fKF4HdftIEt3lLAy3rDG6,7fKF4HdftIEt3lLAy3rDG6,0.648,0.564,5,-10.269,1,0.0682,0.673,0.0,0.115,0.377,92.958,215238,4,https://api.spotify.com/v1/audio-analysis/7fKF4HdftIEt3lLAy3rDG6,https://api.spotify.com/v1/tracks/7fKF4HdftIEt3lLAy3rDG6
67,spotify:track:5X4b5yuoihfPbZMzSOhg8M,5X4b5yuoihfPbZMzSOhg8M,0.467,0.855,0,-5.485,1,0.114,0.00686,0.0126,0.0793,0.425,184.087,188267,4,https://api.spotify.com/v1/audio-analysis/5X4b5yuoihfPbZMzSOhg8M,https://api.spotify.com/v1/tracks/5X4b5yuoihfPbZMzSOhg8M
68,spotify:track:0oZw3H6FPKh60aEFvL3q2Z,0oZw3H6FPKh60aEFvL3q2Z,0.6,0.589,10,-7.297,1,0.0315,0.72,0.0,0.0634,0.537,139.687,225253,3,https://api.spotify.com/v1/audio-analysis/0oZw3H6FPKh60aEFvL3q2Z,https://api.spotify.com/v1/tracks/0oZw3H6FPKh60aEFvL3q2Z
69,spotify:track:0UnRCKkL5LCZbaTO0kHKMk,0UnRCKkL5LCZbaTO0kHKMk,0.584,0.796,0,-4.951,1,0.0362,0.0633,0.000247,0.318,0.365,92.011,195227,4,https://api.spotify.com/v1/audio-analysis/0UnRCKkL5LCZbaTO0kHKMk,https://api.spotify.com/v1/tracks/0UnRCKkL5LCZbaTO0kHKMk
70,spotify:track:3awm1x3kGmYIVrkNDBFP6U,3awm1x3kGmYIVrkNDBFP6U,0.588,0.598,11,-8.061,1,0.0361,0.122,0.0,0.117,0.292,105.024,210427,4,https://api.spotify.com/v1/audio-analysis/3awm1x3kGmYIVrkNDBFP6U,https://api.spotify.com/v1/tracks/3awm1x3kGmYIVrkNDBFP6U
71,spotify:track:3Sz51kDvFhngNDinn8WRb5,3Sz51kDvFhngNDinn8WRb5,0.717,0.858,0,-4.514,1,0.0256,0.0595,0.158,0.0957,0.464,111.472,223947,4,https://api.spotify.com/v1/audio-analysis/3Sz51kDvFhngNDinn8WRb5,https://api.spotify.com/v1/tracks/3Sz51kDvFhngNDinn8WRb5
72,spotify:track:582EVyAFKmKPa1bVPSDurJ,582EVyAFKmKPa1bVPSDurJ,0.486,0.677,5,-5.227,1,0.0314,0.00252,0.0,0.102,0.913,120.576,195987,4,https://api.spotify.com/v1/audio-analysis/582EVyAFKmKPa1bVPSDurJ,https://api.spotify.com/v1/tracks/582EVyAFKmKPa1bVPSDurJ
73,spotify:track:2MXj4Y1oxBEbrvUG3Xw80G,2MXj4Y1oxBEbrvUG3Xw80G,0.577,0.927,7,-4.218,1,0.0337,0.0818,7.22e-06,0.0784,0.607,123.042,214897,4,https://api.spotify.com/v1/audio-analysis/2MXj4Y1oxBEbrvUG3Xw80G,https://api.spotify.com/v1/tracks/2MXj4Y1oxBEbrvUG3Xw80G
74,spotify:track:0vud1aGRNlwzuVGE3AfWzs,0vud1aGRNlwzuVGE3AfWzs,0.697,0.772,8,-5.27,1,0.0356,0.193,2.68e-06,0.0846,0.71,119.966,236791,4,https://api.spotify.com/v1/audio-analysis/0vud1aGRNlwzuVGE3AfWzs,https://api.spotify.com/v1/tracks/0vud1aGRNlwzuVGE3AfWzs
75,spotify:track:6ItGPha13j36IiQlvubGrT,6ItGPha13j36IiQlvubGrT,0.471,0.464,11,-7.941,1,0.0301,0.702,5.59e-05,0.115,0.296,186.875,252147,4,https://api.spotify.com/v1/audio-analysis/6ItGPha13j36IiQlvubGrT,https://api.spotify.com/v1/tracks/6ItGPha13j36IiQlvubGrT
76,spotify:track:6dBZy6s7ThEQAQz49Ff2dG,6dBZy6s7ThEQAQz49Ff2dG,0.602,0.699,10,-5.097,0,0.0264,0.00208,0.00143,0.12,0.283,88.026,295680,4,https://api.spotify.com/v1/audio-analysis/6dBZy6s7ThEQAQz49Ff2dG,https://api.spotify.com/v1/tracks/6dBZy6s7ThEQAQz49Ff2dG
